SRX7972427	TFs and others	MKL1	Epidermis	MKL-1	27136	10/67	275/528	-8.47599	-4.20547	0.286567
SRX8453147	TFs and others	FOXA1	Blood	Lymph Nodes	11741	1/67	29/528	-0.627942	-0.0894989	0.271745
SRX8616836	TFs and others	FOSL2	Lung	A549	4286	1/67	29/528	-0.627942	-0.0894989	0.271745
SRX9498737	TFs and others	GTF2A2	Blood	K-562	1214	1/67	29/528	-0.627942	-0.0894989	0.271745
SRX2194279	TFs and others	BRD4	Breast	SUM 159PT	34603	46/67	398/528	-0.627583	-0.0892199	0.910823
SRX5574498	TFs and others	SPI1	Blood	CTV-1	13604	8/67	99/528	-0.627397	-0.0891144	0.636816
SRX9562887	TFs and others	SMARCA4	Muscle	RH-4	14459	32/67	211/528	-0.626025	-0.0880061	1.19516
SRX367491	TFs and others	ASXL1	Kidney	293	13822	35/67	317/528	-0.626025	-0.0880061	0.870097
SRX5323888	TFs and others	STAT3	Breast	T-47D	29284	35/67	317/528	-0.626025	-0.0880061	0.870097
SRX1758495	TFs and others	NELFE	Breast	MCF-7	3535	13/67	141/528	-0.62553	-0.0880061	0.72658
SRX092575	TFs and others	GABPA	Uterus	HeLa	3614	13/67	142/528	-0.625441	-0.0880061	0.721463
SRX9433102	TFs and others	MYC	Bone	U2OS	5488	13/67	142/528	-0.625441	-0.0880061	0.721463
SRX3852891	TFs and others	NELFE	Blood	K-562	10548	34/67	311/528	-0.625151	-0.0880061	0.861544
SRX1658068	TFs and others	BRD4	Lung	IMR-90	9067	13/67	140/528	-0.624664	-0.0880061	0.73177
SRX1099628	TFs and others	GRHL2	Gonad	PEO1	8375	11/67	61/528	-0.624552	-0.0880061	1.42109
SRX5417097	TFs and others	GFP	Uterus	HeLa	37439	11/67	61/528	-0.624552	-0.0880061	1.42109
SRX8080563	TFs and others	Epitope tags	Breast	Mammary gland adenocarcinoma	12001	11/67	61/528	-0.624552	-0.0880061	1.42109
SRX8108990	TFs and others	G-quadruplex	Liver	Hep G2	1102	11/67	61/528	-0.624552	-0.0880061	1.42109
SRX2436050	TFs and others	OTX2	Neural	D341 Med	20573	13/67	143/528	-0.624403	-0.0880061	0.716418
SRX5514027	TFs and others	CDK8	Uterus	Myometrium	3513	13/67	143/528	-0.624403	-0.0880061	0.716418
SRX6582171	TFs and others	JUN	Others	GM07492	37936	13/67	143/528	-0.624403	-0.0880061	0.716418
SRX7677738	TFs and others	NCBP1	Digestive tract	DLD-1	7621	23/67	223/528	-0.624214	-0.0880061	0.812797
SRX100394	TFs and others	REST	Blood	GM12878	4548	1/67	30/528	-0.623149	-0.0880061	0.262687
SRX11023673	TFs and others	CEBPB	Lung	NCI-H441	2694	1/67	30/528	-0.623149	-0.0880061	0.262687
SRX1431740	TFs and others	SPI1	Blood	K-562	9599	1/67	30/528	-0.623149	-0.0880061	0.262687
SRX150444	TFs and others	JUN	Liver	Hep G2	7918	1/67	30/528	-0.623149	-0.0880061	0.262687
SRX7498510	TFs and others	CTCF	Uterus	Ca Ski	19928	1/67	30/528	-0.623149	-0.0880061	0.262687
SRX8406520	TFs and others	FOXA1	Prostate	Prostatic Neoplasms, Castration-Resistant	29924	1/67	30/528	-0.623149	-0.0880061	0.262687
SRX8406525	TFs and others	FOXA1	Prostate	Prostatic Neoplasms, Castration-Resistant	20547	1/67	30/528	-0.623149	-0.0880061	0.262687
SRX9426438	TFs and others	Epitope tags	Blood	RAMOS	3846	1/67	30/528	-0.623149	-0.0880061	0.262687
SRX9426439	TFs and others	Epitope tags	Blood	RAMOS	3372	1/67	30/528	-0.623149	-0.0880061	0.262687
SRX10119122	TFs and others	LYL1	Blood	MV-4-11	3912	0/67	16/528	-0.622894	-0.0880061	0
SRX150493	TFs and others	NFE2	Blood	K-562	2132	0/67	16/528	-0.622894	-0.0880061	0
SRX2642375	TFs and others	HOXB13	Prostate	VCaP	9521	0/67	16/528	-0.622894	-0.0880061	0
SRX3229177	TFs and others	FOXA1	Breast	Breast cancer	4780	0/67	16/528	-0.622894	-0.0880061	0
SRX3366954	TFs and others	FOXA1	Prostate	LNCAP	13889	0/67	16/528	-0.622894	-0.0880061	0
SRX497604	TFs and others	AR	Prostate	VCaP	53115	0/67	16/528	-0.622894	-0.0880061	0
SRX5124828	TFs and others	FOXA1	Prostate	LAPC-4	11675	0/67	16/528	-0.622894	-0.0880061	0
SRX5342365	TFs and others	FOXL2	Gonad	SVOG-3e	5269	0/67	16/528	-0.622894	-0.0880061	0
SRX5501661	TFs and others	CDK9	Epidermis	A-375	591	0/67	16/528	-0.622894	-0.0880061	0
SRX6487035	TFs and others	FOXA1	Breast	MCF-7	3508	0/67	16/528	-0.622894	-0.0880061	0
SRX7572085	TFs and others	SREBF1	Digestive tract	TE-5	944	0/67	16/528	-0.622894	-0.0880061	0
SRX7572097	TFs and others	MYC	Pancreas	MIA Paca-2	947	0/67	16/528	-0.622894	-0.0880061	0
SRX7897894	TFs and others	EP300	Breast	MDA-MB-231	3179	0/67	16/528	-0.622894	-0.0880061	0
SRX8406523	TFs and others	FOXA1	Prostate	Prostatic Neoplasms, Castration-Resistant	5215	0/67	16/528	-0.622894	-0.0880061	0
SRX8976679	TFs and others	NCOR2	Digestive tract	KYSE-410	391	0/67	16/528	-0.622894	-0.0880061	0
SRX8976681	TFs and others	NCOR2	Digestive tract	KYSE-410	377	0/67	16/528	-0.622894	-0.0880061	0
SRX9426422	TFs and others	HCFC1	Blood	RAMOS	1256	0/67	16/528	-0.622894	-0.0880061	0
SRX190301	TFs and others	TEAD4	Pluripotent stem cell	hESC H1	20630	13/67	139/528	-0.622844	-0.0880061	0.737034
SRX476921	TFs and others	SNAI2	Epidermis	Keratinocytes	28625	24/67	233/528	-0.622241	-0.0875424	0.811735
SRX3881556	TFs and others	O-GlcNAc	Prostate	LNCAP	5174	23/67	222/528	-0.622106	-0.0875424	0.816458
SRX8080567	TFs and others	POU2F1	Breast	Mammary gland ductal carcinoma	7457	34/67	224/528	-0.62206	-0.0875424	1.19616
SRX5824595	TFs and others	BRD2	Breast	SUM 159PT	8516	33/67	304/528	-0.62206	-0.0875424	0.85546
SRX2867671	TFs and others	GFP	Kidney	293	17635	24/67	232/528	-0.62168	-0.0872421	0.815234
SRX1745738	TFs and others	ESR1	Uterus	Endometrial Stromal Tumors	5213	8/67	41/528	-0.621179	-0.087219	1.53768
SRX1967782	TFs and others	SMC1A	Epidermis	Keratinocytes	7331	8/67	41/528	-0.621179	-0.087219	1.53768
SRX2871341	TFs and others	ESR1	Breast	T-47D	6031	8/67	41/528	-0.621179	-0.087219	1.53768
SRX6175622	TFs and others	SMC1A	Bone	A-673	17087	8/67	41/528	-0.621179	-0.087219	1.53768
SRX8570927	TFs and others	HAP1	Blood	KBM-7	21344	8/67	41/528	-0.621179	-0.087219	1.53768
SRX9513906	TFs and others	FOXA1	Prostate	LNCAP	21331	8/67	41/528	-0.621179	-0.087219	1.53768
SRX099405	TFs and others	RBL1	Lung	IMR-90	2882	5/67	69/528	-0.620673	-0.087002	0.571058
SRX8841625	TFs and others	RAD21	Blood	Lymphoblasts	22134	16/67	93/528	-0.620552	-0.087002	1.3558
SRX5770333	TFs and others	Epitope tags	Digestive tract	HCT 116	10537	43/67	297/528	-0.620379	-0.087002	1.14096
SRX2778395	TFs and others	YY1	Blood	Lymphoblastoid cell line	2228	5/67	68/528	-0.619939	-0.087002	0.579456
SRX6957463	TFs and others	FOXL2	Kidney	HGrC1	13965	5/67	68/528	-0.619939	-0.087002	0.579456
SRX9029201	TFs and others	POU2F2	Blood	Monocytes-CD14+	5330	5/67	68/528	-0.619939	-0.087002	0.579456
SRX11023678	TFs and others	CEBPB	Lung	IMR-90	6136	5/67	70/528	-0.619743	-0.087002	0.5629
SRX11196940	TFs and others	TAF1	Kidney	293	1724	5/67	70/528	-0.619743	-0.087002	0.5629
SRX396254	TFs and others	TP53	Others	Fibroblasts	5697	5/67	70/528	-0.619743	-0.087002	0.5629
SRX5346118	TFs and others	MYC	Blood	RAMOS	3741	5/67	70/528	-0.619743	-0.087002	0.5629
SRX5574497	TFs and others	SPI1	Blood	CTV-1	7049	5/67	70/528	-0.619743	-0.087002	0.5629
SRX8073481	TFs and others	TBL1Y	Blood	DLBCL	1790	5/67	70/528	-0.619743	-0.087002	0.5629
SRX080358	TFs and others	CTCF	Epidermis	AG04449	36028	22/67	136/528	-0.619551	-0.087002	1.2748
SRX3511932	TFs and others	TFAP2A	Pluripotent stem cell	iPS cells	12446	22/67	136/528	-0.619551	-0.087002	1.2748
SRX4611706	TFs and others	ESR1	Breast	MCF-7	49746	22/67	136/528	-0.619551	-0.087002	1.2748
SRX2513052	TFs and others	TET2	Blood	Jurkat	12358	34/67	226/528	-0.619487	-0.087002	1.18558
SRX4708020	TFs and others	HNRNPC	Liver	Hep G2	10020	34/67	226/528	-0.619487	-0.087002	1.18558
SRX150626	TFs and others	CCNT2	Blood	K-562	11614	35/67	232/528	-0.618911	-0.087002	1.18888
SRX3591435	TFs and others	BRD4	Blood	B-CLL cells	11735	32/67	296/528	-0.618911	-0.087002	0.851956
SRX10119115	TFs and others	CEBPA	Blood	MV-4-11	1649	0/67	17/528	-0.618895	-0.087002	0
SRX10407084	TFs and others	SOX2	Digestive tract	Esophageal squamous carcinoma cell line	2901	0/67	17/528	-0.618895	-0.087002	0
SRX10484569	TFs and others	KMT2A	Others	Acute lymphoid leukemia	686	0/67	17/528	-0.618895	-0.087002	0
SRX1156523	TFs and others	Epitope tags	Breast	MDA-MB-231	3940	0/67	17/528	-0.618895	-0.087002	0
SRX2514370	TFs and others	GFP	Uterus	HeLa	3790	0/67	17/528	-0.618895	-0.087002	0
SRX8616814	TFs and others	FOSL1	Lung	A549	2041	0/67	17/528	-0.618895	-0.087002	0
SRX8616850	TFs and others	JUNB	Lung	A549	1656	0/67	17/528	-0.618895	-0.087002	0
SRX5574468	TFs and others	FLI1	Blood	CTV-1	33397	25/67	240/528	-0.618618	-0.0868032	0.820896
SRX5574484	TFs and others	ETS1	Blood	CTV-1	31400	34/67	308/528	-0.618049	-0.0863144	0.869936
SRX150722	TFs and others	MYC	Blood	NB-4	27668	32/67	295/528	-0.617962	-0.0863053	0.854844
SRX10119369	TFs and others	WWTR1	Breast	MCF 10A	10656	5/67	71/528	-0.617191	-0.0860891	0.554972
SRX10119375	TFs and others	YAP1	Breast	MCF 10A	19643	5/67	71/528	-0.617191	-0.0860891	0.554972
SRX190334	TFs and others	CEBPB	Blood	K-562	16697	5/67	71/528	-0.617191	-0.0860891	0.554972
SRX367192	TFs and others	TCF7L2	Prostate	LNCAP	8621	5/67	71/528	-0.617191	-0.0860891	0.554972
SRX5212357	TFs and others	SMARCA4	Others	Mel270	26998	5/67	71/528	-0.617191	-0.0860891	0.554972
SRX9498735	TFs and others	GTF2A2	Blood	K-562	1768	5/67	71/528	-0.617191	-0.0860891	0.554972
SRX9556496	TFs and others	GATA3	Breast	MDA-MB-231	13598	5/67	71/528	-0.617191	-0.0860891	0.554972
SRX1998402	TFs and others	EZH2	Muscle	Rhabdomyosarcoma	9119	33/67	301/528	-0.617112	-0.0860891	0.863986
SRX4708072	TFs and others	HNRNPLL	Blood	K-562	8618	31/67	288/528	-0.616566	-0.0856218	0.848259
SRX7719077	TFs and others	SMAD3	Others	H69	10619	32/67	294/528	-0.61629	-0.0854262	0.857752
SRX5323898	TFs and others	STAT3	Breast	T-47D	32556	31/67	287/528	-0.615585	-0.0850946	0.851214
SRX1165087	TFs and others	RAD21	Liver	Hep G2	40346	16/67	94/528	-0.61542	-0.0850946	1.34138
SRX4377554	TFs and others	BRD2	Breast	MDA-MB-231	9424	25/67	238/528	-0.615409	-0.0850946	0.827794
SRX4708090	TFs and others	GTF2F1	Blood	K-562	7441	25/67	238/528	-0.615409	-0.0850946	0.827794
SRX3091916	TFs and others	ZFX	Kidney	293	12425	27/67	257/528	-0.6153	-0.0850946	0.827923
SRX7805360	TFs and others	ZFX	Kidney	293	12425	27/67	257/528	-0.6153	-0.0850946	0.827923
SRX097096	TFs and others	CEBPA	Blood	U-937	15908	1/67	31/528	-0.614932	-0.0850946	0.254213
SRX2355057	TFs and others	CEBPD	Cardiovascular	HAEC	7663	1/67	31/528	-0.614932	-0.0850946	0.254213
SRX2842448	TFs and others	FOSL1	Bone	MG-63	5220	1/67	31/528	-0.614932	-0.0850946	0.254213
SRX3888135	TFs and others	SALL4	Liver	SNU-398	1219	1/67	31/528	-0.614932	-0.0850946	0.254213
SRX5725258	TFs and others	MYC	Lung	A549	875	1/67	31/528	-0.614932	-0.0850946	0.254213
SRX7807102	TFs and others	CEBPB	Adipocyte	Adipocytes	22791	1/67	31/528	-0.614932	-0.0850946	0.254213
SRX9468655	TFs and others	AR	Prostate	LNCAP	47541	1/67	31/528	-0.614932	-0.0850946	0.254213
SRX150676	TFs and others	E2F6	Blood	K-562	13602	28/67	265/528	-0.614541	-0.0847818	0.832667
SRX9932051	TFs and others	STAT5A	Breast	MCF-7	8740	39/67	264/528	-0.614162	-0.0844819	1.16418
SRX5391680	TFs and others	SMC3	Blood	Neutrophils	19658	35/67	235/528	-0.613905	-0.0843036	1.17371
SRX3256874	TFs and others	BCOR	Pluripotent stem cell	hESC H1	18331	40/67	273/528	-0.613737	-0.0842146	1.15467
SRX1091814	TFs and others	CTCFL	Blood	K-562	19775	38/67	257/528	-0.613149	-0.0838644	1.16522
SRX9975615	TFs and others	SMC1A	Bone	A-673	39758	38/67	257/528	-0.613149	-0.0838644	1.16522
SRX190356	TFs and others	TCF12	Neural	SK-N-SH	63116	29/67	271/528	-0.613149	-0.0838644	0.843311
SRX8536118	TFs and others	NFYB	Blood	HUDEP-2	11191	36/67	243/528	-0.611486	-0.0822801	1.1675
SRX7549661	TFs and others	TFAP2C	Pluripotent stem cell	hESC UCLA1	29366	35/67	236/528	-0.610825	-0.0816973	1.16873
SRX573028	TFs and others	AFF4	Uterus	HeLa	4520	14/67	149/528	-0.610366	-0.0813631	0.740459
SRX4155858	TFs and others	MYCN	Neural	KELLY	23632	53/67	378/528	-0.610255	-0.0813631	1.10495
SRX6027700	TFs and others	ESR1	Uterus	Ishikawa	9814	14/67	150/528	-0.610255	-0.0813631	0.735522
SRX096358	TFs and others	Epitope tags	Bone	EWS502	16890	30/67	277/528	-0.609831	-0.0811683	0.853494
SRX3800709	TFs and others	CTCF	Breast	T-47D	43539	23/67	142/528	-0.609254	-0.0811683	1.27643
SRX9550932	TFs and others	FOXA1	Prostate	Prostate cancer	52017	23/67	142/528	-0.609254	-0.0811683	1.27643
SRX1515044	TFs and others	GFP	Kidney	293	755	0/67	18/528	-0.608802	-0.0811683	0
SRX2642372	TFs and others	HOXB13	Prostate	VCaP	11321	0/67	18/528	-0.608802	-0.0811683	0
SRX3445799	TFs and others	INO80	Liver	Hep G2	1264	0/67	18/528	-0.608802	-0.0811683	0
SRX387509	TFs and others	NELFA	Uterus	HeLa	665	0/67	18/528	-0.608802	-0.0811683	0
SRX4192886	TFs and others	NFKB1	Breast	MCF 10A	6923	0/67	18/528	-0.608802	-0.0811683	0
SRX471850	TFs and others	AR	Prostate	VCaP	19080	0/67	18/528	-0.608802	-0.0811683	0
SRX471856	TFs and others	AR	Prostate	VCaP	14763	0/67	18/528	-0.608802	-0.0811683	0
SRX4937337	TFs and others	MED1	Digestive tract	HCT 116	640	0/67	18/528	-0.608802	-0.0811683	0
SRX5574377	TFs and others	SPI1	Blood	Macrophages	5536	0/67	18/528	-0.608802	-0.0811683	0
SRX716559	TFs and others	TEAD1	Neural	SF268	15126	0/67	18/528	-0.608802	-0.0811683	0
SRX7512717	TFs and others	AR	Prostate	VCaP	59756	0/67	18/528	-0.608802	-0.0811683	0
SRX8272933	TFs and others	BRD4	Blood	BLaER1	1020	0/67	18/528	-0.608802	-0.0811683	0
SRX9556508	TFs and others	GATA3	Breast	MDA-MB-231	1288	0/67	18/528	-0.608802	-0.0811683	0
SRX1161190	TFs and others	FOXA1	Breast	ZR-75-1	40840	12/67	66/528	-0.607496	-0.0800983	1.43284
SRX6977270	TFs and others	LIN28B	Neural	BE(2)-C	1932	12/67	66/528	-0.607496	-0.0800983	1.43284
SRX7626340	TFs and others	CTCF	Others	Mesenchymal Stromal Cells	13684	12/67	66/528	-0.607496	-0.0800983	1.43284
SRX176859	TFs and others	ESR1	Breast	MCF-7	11842	8/67	42/528	-0.60525	-0.0781663	1.50107
SRX2014554	TFs and others	SMC1A	Epidermis	Keratinocytes	12026	8/67	42/528	-0.60525	-0.0781663	1.50107
SRX8089633	TFs and others	FOXA1	Prostate	VCaP	35305	8/67	42/528	-0.60525	-0.0781663	1.50107
SRX9898536	TFs and others	SMARCA4	Blood	K-562	5717	8/67	42/528	-0.60525	-0.0781663	1.50107
ERX200515	TFs and others	CTCF	Blood	B cells	10717	6/67	27/528	-0.603686	-0.0770713	1.75124
ERX626787	TFs and others	CTCF	Blood	HL-60	5581	6/67	27/528	-0.603686	-0.0770713	1.75124
SRX092416	TFs and others	CTCF	Blood	Lymphoma, B-Cell	8578	6/67	27/528	-0.603686	-0.0770713	1.75124
SRX2267444	TFs and others	BRD4	Lung	A549	1408	6/67	27/528	-0.603686	-0.0770713	1.75124
SRX3080213	TFs and others	ESR1	Breast	MCF-7	11626	6/67	27/528	-0.603686	-0.0770713	1.75124
SRX4001874	TFs and others	RAD21	Blood	THP-1	11561	6/67	27/528	-0.603686	-0.0770713	1.75124
SRX10218291	TFs and others	GATA1	Blood	HUDEP-2	26984	9/67	105/528	-0.602621	-0.0761638	0.67548
SRX1304579	TFs and others	JMJD1C	Blood	NB-4	19820	9/67	105/528	-0.602621	-0.0761638	0.67548
SRX10382399	TFs and others	BCOR	Pluripotent stem cell	hESC H1	35625	58/67	422/528	-0.602301	-0.0759222	1.08312
SRX150701	TFs and others	CEBPB	Liver	Hep G2	18715	9/67	104/528	-0.601807	-0.0756619	0.681975
SRX1521297	TFs and others	ZMYND8	Breast	ZR-75-30	6408	9/67	104/528	-0.601807	-0.0756619	0.681975
SRX2731586	TFs and others	ONECUT2	Prostate	22Rv1	2777	9/67	104/528	-0.601807	-0.0756619	0.681975
SRX4611732	TFs and others	ESR1	Breast	MCF-7	27900	23/67	145/528	-0.601079	-0.0751094	1.25003
SRX3881554	TFs and others	O-GlcNAc	Prostate	LNCAP	10561	44/67	383/528	-0.601079	-0.0751094	0.905343
SRX026635	TFs and others	TCF12	Blood	Kasumi-1	11096	9/67	107/528	-0.600863	-0.0751094	0.662854
SRX5346119	TFs and others	MYC	Blood	RAMOS	4707	9/67	107/528	-0.600863	-0.0751094	0.662854
SRX9498685	TFs and others	TBP	Blood	K-562	3074	9/67	107/528	-0.600863	-0.0751094	0.662854
SRX150649	TFs and others	IRF3	Uterus	HeLa	1473	12/67	67/528	-0.600535	-0.0750947	1.41145
SRX1744956	TFs and others	CTCF	Blood	THP-1	21060	12/67	67/528	-0.600535	-0.0750947	1.41145
SRX2642368	TFs and others	FOXA1	Prostate	VCaP	69892	12/67	67/528	-0.600535	-0.0750947	1.41145
SRX4001944	TFs and others	RAD21	Blood	THP-1	27173	12/67	67/528	-0.600535	-0.0750947	1.41145
SRX10119395	TFs and others	JUNB	Breast	MDA-MB-231	21847	3/67	49/528	-0.598592	-0.0740538	0.482486
SRX2404134	TFs and others	RELA	Others	Detroit 562	6966	3/67	49/528	-0.598592	-0.0740538	0.482486
SRX8616843	TFs and others	JUNB	Lung	A549	9403	3/67	49/528	-0.598592	-0.0740538	0.482486
SRX5522009	TFs and others	CTCF	Blood	HUDEP-2	32207	17/67	100/528	-0.598333	-0.0740538	1.3397
SRX2020844	TFs and others	STAT3	Breast	Breast cancer cells	2539	3/67	48/528	-0.59824	-0.0740538	0.492537
SRX3554410	TFs and others	CREB1	Breast	MDA-MB-134-VI	2418	3/67	48/528	-0.59824	-0.0740538	0.492537
SRX542553	TFs and others	MYC	Blood	P493-6	1670	3/67	48/528	-0.59824	-0.0740538	0.492537
SRX6896409	TFs and others	GRHL2	Breast	T-47D	13105	3/67	48/528	-0.59824	-0.0740538	0.492537
SRX4941323	TFs and others	XBP1	Prostate	LNCAP	6339	15/67	157/528	-0.597035	-0.0740538	0.752923
SRX10119372	TFs and others	TEAD1	Breast	MCF 10A	7577	3/67	50/528	-0.596773	-0.0740538	0.472836
SRX1457804	TFs and others	GFP	Uterus	HeLa	928	3/67	50/528	-0.596773	-0.0740538	0.472836
SRX148897	TFs and others	VDR	Liver	LX2	7966	3/67	50/528	-0.596773	-0.0740538	0.472836
SRX2378771	TFs and others	NELFE	Bone	U2OS	1931	3/67	50/528	-0.596773	-0.0740538	0.472836
SRX4001960	TFs and others	SPI1	Blood	THP-1	29706	3/67	50/528	-0.596773	-0.0740538	0.472836
SRX1287856	TFs and others	BRD4	Blood	MOLM-14	6419	15/67	156/528	-0.596327	-0.0740538	0.75775
SRX2731653	TFs and others	HOXC5	Prostate	PC-3	16367	15/67	156/528	-0.596327	-0.0740538	0.75775
SRX9550928	TFs and others	FOXA1	Prostate	Prostate cancer	52172	24/67	150/528	-0.595922	-0.0740538	1.2609
SRX100407	TFs and others	PAX5	Blood	GM12878	15730	15/67	155/528	-0.594774	-0.0740538	0.762638
SRX017891	TFs and others	RELA	Blood	GM10847	2751	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX037938	TFs and others	TAL1	Blood	CD36+	7228	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX1012679	TFs and others	ESR1	Breast	MCF-7	4323	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX10881858	TFs and others	SMARCC1	Kidney	G-401	1887	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX176048	TFs and others	AR	Prostate	C4-2	643	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX1799522	TFs and others	TRIM28	Blood	CD4+ T cells	6902	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX2245437	TFs and others	ZEB1	Pancreas	MIA Paca-2	1220	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX2770844	TFs and others	CEBPB	Blood	Macrophages	15841	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX2881137	TFs and others	NANOG	Pluripotent stem cell	hESC H9	21132	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX3285599	TFs and others	ESR1	Breast	FULR	3370	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX3436561	TFs and others	SSRP1	Bone	HT-1080	1571	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX3589919	TFs and others	STAG2	Breast	MCF 10A	4964	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX3592685	TFs and others	SMAD2	Pluripotent stem cell	hESC HUES8	485	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX4170709	TFs and others	WDR5	Blood	K-562	1302	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX4737854	TFs and others	BAP1	Pancreas	PANC-1	895	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX5718143	TFs and others	TEAD4	Kidney	293	1712	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX6039041	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	4685	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX6175624	TFs and others	STAG2	Bone	A-673	8196	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX6853596	TFs and others	ARNT	Breast	MCF-7	875	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX9571478	TFs and others	Epitope tags	Blood	K-562	4895	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX9600659	TFs and others	G-quadruplex	Blood	K-562	394	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX9719175	TFs and others	TET2	Breast	MCF-7	3293	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX9898532	TFs and others	SMARCA4	Blood	K-562	3071	4/67	15/528	-0.593629	-0.0740538	2.10149
SRX2268282	TFs and others	SPI1	Blood	THP-1	32550	3/67	51/528	-0.592876	-0.0740538	0.463565
SRX2671521	TFs and others	Epitope tags	Kidney	293	2356	3/67	51/528	-0.592876	-0.0740538	0.463565
SRX9571475	TFs and others	Epitope tags	Blood	K-562	30470	43/67	376/528	-0.591505	-0.0740538	0.901238
SRX4284003	TFs and others	CTCF	Blood	B cells	37850	17/67	102/528	-0.590145	-0.0740538	1.31343
SRX5927381	TFs and others	CTCF	Uterus	Fallopian Tubes	36205	17/67	102/528	-0.590145	-0.0740538	1.31343
SRX065544	TFs and others	Epitope tags	Kidney	293	3483	6/67	28/528	-0.589851	-0.0740538	1.6887
SRX4001825	TFs and others	RAD21	Blood	THP-1	17140	6/67	28/528	-0.589851	-0.0740538	1.6887
SRX4155872	TFs and others	SMC1A	Bone	TC-32	10100	6/67	28/528	-0.589851	-0.0740538	1.6887
SRX5527654	TFs and others	ERG	Cardiovascular	HAEC	3545	6/67	28/528	-0.589851	-0.0740538	1.6887
SRX6027682	TFs and others	ESR1	Uterus	Ishikawa	9098	6/67	28/528	-0.589851	-0.0740538	1.6887
SRX6977274	TFs and others	LIN28B	Neural	CHP-134	1285	6/67	28/528	-0.589851	-0.0740538	1.6887
SRX8406531	TFs and others	HOXB13	Prostate	Prostate	3965	6/67	28/528	-0.589851	-0.0740538	1.6887
SRX973429	TFs and others	EHMT2	Kidney	293	1776	6/67	28/528	-0.589851	-0.0740538	1.6887
SRX6473439	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	36458	43/67	375/528	-0.588104	-0.0740538	0.903642
SRX3123829	TFs and others	ESR1	Breast	MCF-7	18660	9/67	46/528	-0.587027	-0.0740538	1.54186
SRX3230397	TFs and others	PROX1	Liver	Hep G2	22277	9/67	46/528	-0.587027	-0.0740538	1.54186
SRX5089388	TFs and others	ARID1A	Breast	MCF-7	14663	9/67	46/528	-0.587027	-0.0740538	1.54186
SRX6927196	TFs and others	THAP11	Kidney	293	2978	9/67	46/528	-0.587027	-0.0740538	1.54186
SRX2207918	TFs and others	ATF3	Epidermis	CS1AN	30101	51/67	362/528	-0.585134	-0.0740538	1.11025
SRX366169	TFs and others	NKX2-1	Lung	NCI-H441	36653	16/67	166/528	-0.585134	-0.0740538	0.759576
SRX1998422	TFs and others	MYOD1	Muscle	Rhabdomyosarcoma	23066	16/67	164/528	-0.58466	-0.0740538	0.768839
SRX825398	TFs and others	KLF5	Pancreas	CFPAC-1	8706	16/67	163/528	-0.583221	-0.0740538	0.773556
SRX4001888	TFs and others	CTCF	Blood	THP-1	22426	12/67	69/528	-0.58293	-0.0740538	1.37054
SRX3110731	TFs and others	ESR1	Breast	MCF-7	63186	25/67	159/528	-0.582426	-0.0740538	1.23909
SRX5824579	TFs and others	BRD2	Breast	SUM 159PT	15456	42/67	369/528	-0.582426	-0.0740538	0.896979
SRX2778387	TFs and others	YY1	Blood	Lymphoblastoid cell line	2389	6/67	77/528	-0.5807	-0.0740538	0.614072
SRX4525861	TFs and others	SMARCA4	Blood	MOLM-13	32337	6/67	77/528	-0.5807	-0.0740538	0.614072
SRX5514007	TFs and others	FOS	Uterus	Myometrium	3954	6/67	77/528	-0.5807	-0.0740538	0.614072
SRX6441752	TFs and others	FOXA2	Pancreas	CFPAC-1	27376	6/67	77/528	-0.5807	-0.0740538	0.614072
SRX116447	TFs and others	SAP30	Blood	K-562	3001	6/67	76/528	-0.580014	-0.0740538	0.622152
SRX6824683	TFs and others	MYOD1	Muscle	Rhabdomyosarcoma	7194	6/67	76/528	-0.580014	-0.0740538	0.622152
SRX8470138	TFs and others	ZMYND8	Digestive tract	HCT 116	3527	6/67	76/528	-0.580014	-0.0740538	0.622152
SRX8616838	TFs and others	FOSL2	Lung	A549	11165	6/67	76/528	-0.580014	-0.0740538	0.622152
