SRX3271002	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	21954	337/3077	14/26	-6.926	-2.6655	0.203398
SRX8616351	TFs and others	KSHV LANA	Blood	BCBL1	214	8/3077	1/26	-1.13654	-0.244512	0.0675983
SRX8699660	TFs and others	PPP2R1A	Digestive tract	DLD-1	583	8/3077	1/26	-1.13654	-0.244512	0.0675983
SRX8699670	TFs and others	PPP2CA	Digestive tract	DLD-1	535	8/3077	1/26	-1.13654	-0.244512	0.0675983
SRX9178807	TFs and others	HAP1	Blood	HAP1	1144	8/3077	1/26	-1.13654	-0.244512	0.0675983
SRX9178816	TFs and others	HAP1	Blood	HAP1	1273	8/3077	1/26	-1.13654	-0.244512	0.0675983
SRX9237246	TFs and others	CPSF3	Blood	K-562	2351	8/3077	1/26	-1.13654	-0.244512	0.0675983
SRX9258681	TFs and others	CPSF3L	Kidney	293	581	8/3077	1/26	-1.13654	-0.244512	0.0675983
SRX9598417	TFs and others	SUPT6H	Bone	U2OS	556	8/3077	1/26	-1.13654	-0.244512	0.0675983
SRX9671329	TFs and others	ZC3H4	Digestive tract	HCT 116	494	8/3077	1/26	-1.13654	-0.244512	0.0675983
SRX9730732	TFs and others	CDK9	Blood	THP-1	540	8/3077	1/26	-1.13654	-0.244512	0.0675983
SRX038623	TFs and others	CTCF	Blood	K-562	29311	269/3077	5/26	-1.13594	-0.244495	0.454599
SRX4890469	TFs and others	LDB1	Blood	Kasumi-1	11896	269/3077	5/26	-1.13594	-0.244495	0.454599
SRX5146789	TFs and others	TCF21	Cardiovascular	HCASMC	8017	269/3077	5/26	-1.13594	-0.244495	0.454599
SRX1722156	TFs and others	MYC	Bone	U2OS	13061	804/3077	11/26	-1.13578	-0.244495	0.617603
SRX1046558	TFs and others	RAG2	Blood	Thymus	21556	1232/3077	15/26	-1.13543	-0.244366	0.694009
SRX356747	TFs and others	STAG1	Blood	Lymphoblastoid cell line	32899	582/3077	9/26	-1.13528	-0.244366	0.54642
SRX2442438	TFs and others	FGFR1	Pluripotent stem cell	iPS derived neural cells	4584	410/3077	7/26	-1.13429	-0.2436	0.494916
SRX5442198	TFs and others	FOXP1	Blood	OCI-LY1	83564	1425/3077	17/26	-1.13253	-0.2436	0.708291
SRX10338563	TFs and others	MYC	Blood	NALM-6	20908	806/3077	11/26	-1.13235	-0.2436	0.619139
SRX6913055	TFs and others	BRD2	Blood	THP-1	10062	806/3077	11/26	-1.13235	-0.2436	0.619139
SRX10722980	TFs and others	CSTF2	Bone	U2OS	5379	115/3077	3/26	-1.13177	-0.2436	0.323909
SRX11668227	TFs and others	CUX1	Blood	K-562	13336	115/3077	3/26	-1.13177	-0.2436	0.323909
SRX2741418	TFs and others	CHD4	Others	SCC-9	1902	115/3077	3/26	-1.13177	-0.2436	0.323909
SRX4931251	TFs and others	KMT2A	Kidney	293	4034	115/3077	3/26	-1.13177	-0.2436	0.323909
SRX6614744	TFs and others	RAD21	Lung	IMR-90	17189	115/3077	3/26	-1.13177	-0.2436	0.323909
SRX9975611	TFs and others	STAG1	Bone	A-673	14156	115/3077	3/26	-1.13177	-0.2436	0.323909
SRX3161002	TFs and others	ZBTB7A	Blood	K-562	18832	586/3077	9/26	-1.13077	-0.2436	0.550175
SRX10212066	TFs and others	ATF4	Blood	CD4+ T cells	12151	270/3077	5/26	-1.13048	-0.2436	0.456289
SRX111776	TFs and others	CTCF	Blood	GM12869	29302	270/3077	5/26	-1.13048	-0.2436	0.456289
SRX7627562	TFs and others	REST	Neural	Hippocampus	3162	270/3077	5/26	-1.13048	-0.2436	0.456289
SRX8570941	TFs and others	HAP1	Blood	KBM-7	33928	270/3077	5/26	-1.13048	-0.2436	0.456289
SRX1614811	TFs and others	ZNF366	Blood	Dendritic Cells	3214	52/3077	2/26	-1.13041	-0.2436	0.219695
SRX5089560	TFs and others	BRD4	Breast	MCF-7	5713	52/3077	2/26	-1.13041	-0.2436	0.219695
SRX9237248	TFs and others	CSTF2	Blood	K-562	2896	52/3077	2/26	-1.13041	-0.2436	0.219695
SRX199864	TFs and others	CTCF	Blood	GM12865	24049	189/3077	4/26	-1.13038	-0.2436	0.399253
SRX475794	TFs and others	SPI1	Blood	GM12878	23939	189/3077	4/26	-1.13038	-0.2436	0.399253
SRX5577155	TFs and others	AR	Prostate	LNCAP	25660	189/3077	4/26	-1.13038	-0.2436	0.399253
SRX265234	TFs and others	HDAC1	Blood	ME-1	7388	412/3077	7/26	-1.13027	-0.2436	0.49733
SRX8873457	TFs and others	BANP	Breast	HCC1954	5335	412/3077	7/26	-1.13027	-0.2436	0.49733
SRX4374939	TFs and others	RBPJ	Breast	HCC1599	16857	1336/3077	16/26	-1.1289	-0.242578	0.705557
SRX190239	TFs and others	GATA3	Breast	MCF-7	39727	808/3077	11/26	-1.12887	-0.242578	0.620675
SRX265428	TFs and others	CTCF	Breast	SUM 159PT	45776	1683/3077	19/26	-1.12834	-0.242578	0.748473
SRX190263	TFs and others	MAX	Uterus	ECC-1	30528	1542/3077	18/26	-1.12833	-0.242578	0.723865
SRX512368	TFs and others	Epitope tags	Epidermis	Dermal fibroblast	44563	1542/3077	18/26	-1.12833	-0.242578	0.723865
SRX3345950	TFs and others	CPSF3L	Blood	HL-60	12166	809/3077	11/26	-1.12711	-0.241541	0.621444
SRX1878889	TFs and others	CTCF	Muscle	Rh-4	36495	414/3077	7/26	-1.12614	-0.240937	0.499745
SRX3737119	TFs and others	NELFA	Kidney	293	5031	414/3077	7/26	-1.12614	-0.240937	0.499745
SRX150369	TFs and others	SIN3A	Pluripotent stem cell	hESC H1	16780	810/3077	11/26	-1.12533	-0.24031	0.622212
SRX4003759	TFs and others	ESRRG	Pluripotent stem cell	iPS derived cardiac cells	16606	190/3077	4/26	-1.12379	-0.238954	0.401365
SRX1089833	TFs and others	SPI1	Blood	Hematopoietic Stem Cells	78791	592/3077	9/26	-1.12324	-0.238954	0.555808
SRX022432	TFs and others	E2F1	Uterus	HeLa	1512	116/3077	3/26	-1.12306	-0.238954	0.326725
SRX1477649	TFs and others	Epitope tags	Lung	MRC-5	8663	116/3077	3/26	-1.12306	-0.238954	0.326725
SRX1738254	TFs and others	GFP	Unclassified	Unclassified	6073	116/3077	3/26	-1.12306	-0.238954	0.326725
SRX2043230	TFs and others	TCF3	Blood	RCH-ACV	41561	1343/3077	16/26	-1.1222	-0.238276	0.709254
SRX2537515	TFs and others	BRD2	Epidermis	SK-MEL-147	31443	1563/3077	18/26	-1.1211	-0.237358	0.733723
SRX100568	TFs and others	MAX	Blood	K-562	53757	1564/3077	18/26	-1.12056	-0.237163	0.734193
SRX1497384	TFs and others	MYC	Blood	RAJI	7634	594/3077	9/26	-1.12054	-0.237163	0.557686
SRX356730	TFs and others	CTCF	Blood	Lymphoblastoid cell line	43164	417/3077	7/26	-1.11974	-0.236728	0.503366
SRX4525850	TFs and others	CTCF	Kidney	TTC-1240	51624	417/3077	7/26	-1.11974	-0.236728	0.503366
SRX4377550	TFs and others	BRD2	Breast	HCC1806	11279	596/3077	9/26	-1.11774	-0.235325	0.559564
SRX4677296	TFs and others	FOXA2	Pancreas	CFPAC-1	49686	1377/3077	7/26	-1.11773	-0.235325	1.66219
SRX356712	TFs and others	CTCF	Blood	Lymphoblastoid cell line	40150	418/3077	7/26	-1.11756	-0.235325	0.504573
SRX6099461	TFs and others	EP300	Blood	DLBCL	13756	191/3077	4/26	-1.11726	-0.235325	0.403477
SRX268887	TFs and others	NR2C2	Uterus	HeLa	962	53/3077	2/26	-1.11652	-0.235325	0.223919
SRX3881551	TFs and others	MYC	Prostate	LNCAP	746	53/3077	2/26	-1.11652	-0.235325	0.223919
SRX5577160	TFs and others	AR	Prostate	LNCAP	1657	53/3077	2/26	-1.11652	-0.235325	0.223919
SRX5974561	TFs and others	GATA1	Blood	K-562	8329	53/3077	2/26	-1.11652	-0.235325	0.223919
SRX6473452	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	3423	53/3077	2/26	-1.11652	-0.235325	0.223919
SRX673744	TFs and others	EP300	Breast	MCF-7	1748	53/3077	2/26	-1.11652	-0.235325	0.223919
SRX250093	TFs and others	FOXA1	Breast	MDA-MB-453	62978	1702/3077	19/26	-1.11615	-0.235136	0.756923
SRX8536092	TFs and others	JUND	Blood	CD34+	4808	419/3077	7/26	-1.11536	-0.234527	0.50578
SRX1012612	TFs and others	EP300	Breast	T-47D	8140	117/3077	3/26	-1.11444	-0.234332	0.329542
SRX1477654	TFs and others	Epitope tags	Lung	MRC-5	6335	117/3077	3/26	-1.11444	-0.234332	0.329542
SRX150459	TFs and others	RAD21	Pluripotent stem cell	hESC H1	51012	273/3077	5/26	-1.11426	-0.234332	0.461358
SRX264458	TFs and others	MED1	Blood	MM.1S	6691	273/3077	5/26	-1.11426	-0.234332	0.461358
SRX5341940	TFs and others	Epitope tags	Muscle	Rhabdomyosarcoma	3533	273/3077	5/26	-1.11426	-0.234332	0.461358
SRX150545	TFs and others	MYC	Blood	K-562	5759	420/3077	7/26	-1.11313	-0.233383	0.506987
SRX190296	TFs and others	FOSL2	Neural	SK-N-SH	33847	1371/3077	7/26	-1.11281	-0.233275	1.65495
SRX3962736	TFs and others	LMNA	Epidermis	BJ-5ta	11748	817/3077	11/26	-1.1125	-0.233275	0.627589
SRX9206199	TFs and others	GFP	Digestive tract	HCT 116	13651	1352/3077	16/26	-1.11248	-0.233275	0.714007
SRX150358	TFs and others	JUN	Cardiovascular	HUVEC	19921	875/3077	3/26	-1.111	-0.232096	2.46452
SRX7428073	TFs and others	CTCF	Blood	Memory B cells	35862	421/3077	7/26	-1.11088	-0.232096	0.508194
SRX5931544	TFs and others	GATA1	Blood	HUDEP-2	16441	192/3077	4/26	-1.11076	-0.232096	0.40559
SRX366795	TFs and others	BRD3	Blood	MM.1S	3206	274/3077	5/26	-1.10891	-0.231226	0.463048
SRX5123054	TFs and others	POU2F1	Digestive tract	HCT 116	2949	274/3077	5/26	-1.10891	-0.231226	0.463048
SRX5525780	TFs and others	MYCN	Neural	SH-EP	2023	274/3077	5/26	-1.10891	-0.231226	0.463048
SRX6961673	TFs and others	SUPT5H	Digestive tract	HCT 116	4951	274/3077	5/26	-1.10891	-0.231226	0.463048
SRX10212067	TFs and others	ATF4	Blood	CD4+ T cells	16859	602/3077	9/26	-1.10881	-0.231226	0.565197
SRX9867033	TFs and others	CTCF	Unclassified	Unclassified	20634	602/3077	9/26	-1.10881	-0.231226	0.565197
SRX2055842	TFs and others	ETS1	Kidney	Renal cell carcinoma	9819	877/3077	12/26	-1.10719	-0.229942	0.617539
SRX10881820	TFs and others	SMARCA4	Others	BT-16	24801	878/3077	12/26	-1.10672	-0.229942	0.618243
SRX1497394	TFs and others	MYC	Blood	RAJI	13084	878/3077	12/26	-1.10672	-0.229942	0.618243
SRX2711485	TFs and others	USP7	Blood	Jurkat	16463	879/3077	12/26	-1.10623	-0.229942	0.618947
SRX100489	TFs and others	FOXA1	Uterus	ECC-1	3523	118/3077	3/26	-1.10591	-0.229942	0.332358
SRX101303	TFs and others	KAT7	Digestive tract	RKO	9531	118/3077	3/26	-1.10591	-0.229942	0.332358
SRX1055107	TFs and others	Epitope tags	Kidney	293	4592	118/3077	3/26	-1.10591	-0.229942	0.332358
SRX5574352	TFs and others	SPI1	Blood	Mast Cells	6279	118/3077	3/26	-1.10591	-0.229942	0.332358
SRX8171736	TFs and others	MYBBP1A	Pancreas	PDAC	1201	118/3077	3/26	-1.10591	-0.229942	0.332358
SRX9101665	TFs and others	SREBF2	Epidermis	Melanoma cell line	9610	880/3077	12/26	-1.10571	-0.229921	0.619651
SRX099866	TFs and others	MYC	Breast	MCF-7	12544	882/3077	12/26	-1.10461	-0.229275	0.621059
SRX4473692	TFs and others	SMARCC1	Gonad	BIN-67	3346	193/3077	4/26	-1.10432	-0.229275	0.407702
SRX3583212	TFs and others	CTCF	Breast	MCF-7	62503	605/3077	9/26	-1.10406	-0.229275	0.568014
SRX204410	TFs and others	BRD4	Blood	P493-6	10138	424/3077	7/26	-1.10399	-0.229275	0.511816
SRX2436048	TFs and others	OTX2	Neural	D341 Med	34917	424/3077	7/26	-1.10399	-0.229275	0.511816
SRX5525777	TFs and others	MYCN	Neural	SH-EP	2861	424/3077	7/26	-1.10399	-0.229275	0.511816
SRX10828251	TFs and others	AR	Digestive tract	HGC-27	3206	275/3077	5/26	-1.10359	-0.229275	0.464738
SRX188946	TFs and others	CTCF	Blood	GM13977	35184	275/3077	5/26	-1.10359	-0.229275	0.464738
SRX190224	TFs and others	FOSL2	Breast	MCF-7	13579	836/3077	3/26	-1.10298	-0.229275	2.35467
SRX3230417	TFs and others	ZNF335	Liver	Hep G2	11807	822/3077	11/26	-1.10295	-0.229275	0.63143
SRX1403231	TFs and others	JMJD6	Others	Tumor	2159	54/3077	2/26	-1.10292	-0.229275	0.228144
SRX974295	TFs and others	MEF2B	Kidney	293	2288	54/3077	2/26	-1.10292	-0.229275	0.228144
SRX2140207	TFs and others	HDAC1	Blood	MM.1S	17278	887/3077	12/26	-1.10151	-0.228916	0.62458
SRX1287852	TFs and others	BRD4	Blood	MOLM-14	19222	823/3077	11/26	-1.101	-0.228916	0.632198
SRX10881850	TFs and others	SS18	Kidney	G-401	14299	890/3077	12/26	-1.09941	-0.228916	0.626693
SRX1013968	TFs and others	NELFA	Uterus	HeLa	5456	426/3077	7/26	-1.09929	-0.228916	0.51423
SRX150640	TFs and others	USF2	Uterus	HeLa	9231	608/3077	9/26	-1.09912	-0.228916	0.57083
SRX9498731	TFs and others	TBP	Blood	K-562	5074	608/3077	9/26	-1.09912	-0.228916	0.57083
SRX016975	TFs and others	TP73	Bone	Saos-2	9202	276/3077	5/26	-1.0983	-0.228916	0.466428
SRX4679524	TFs and others	ATRX	Neural	SK-N-MM	5551	276/3077	5/26	-1.0983	-0.228916	0.466428
SRX6813408	TFs and others	ATF4	Blood	CD4+ T cells	10028	276/3077	5/26	-1.0983	-0.228916	0.466428
SRX4001914	TFs and others	RAD21	Blood	THP-1	25769	194/3077	4/26	-1.09792	-0.228916	0.409815
SRX5888973	TFs and others	SMARCB1	Epidermis	BJ	3124	194/3077	4/26	-1.09792	-0.228916	0.409815
SRX6435407	TFs and others	SUPT5H	Kidney	293	2950	194/3077	4/26	-1.09792	-0.228916	0.409815
SRX6614753	TFs and others	CTCF	Lung	IMR-90	26573	194/3077	4/26	-1.09792	-0.228916	0.409815
SRX3434290	TFs and others	SKI	Blood	HL-60	4102	119/3077	3/26	-1.09747	-0.228916	0.335175
SRX3478024	TFs and others	CTCF	Uterus	HeLa	7013	119/3077	3/26	-1.09747	-0.228916	0.335175
SRX5574468	TFs and others	FLI1	Blood	CTV-1	33397	896/3077	12/26	-1.09466	-0.228916	0.630918
SRX356560	TFs and others	STAG1	Blood	Lymphoblastoid cell line	26830	428/3077	7/26	-1.09451	-0.228916	0.516644
SRX100505	TFs and others	HNF4A	Liver	Hep G2	21225	277/3077	5/26	-1.09303	-0.228916	0.468118
SRX1091818	TFs and others	CTCFL	Blood	delta-47	14149	277/3077	5/26	-1.09303	-0.228916	0.468118
SRX116422	TFs and others	HDAC1	Blood	K-562	6105	277/3077	5/26	-1.09303	-0.228916	0.468118
SRX188947	TFs and others	CTCF	Blood	GM10266	32995	277/3077	5/26	-1.09303	-0.228916	0.468118
SRX7114560	TFs and others	Epitope tags	Breast	MCF-7	26757	277/3077	5/26	-1.09303	-0.228916	0.468118
SRX7677721	TFs and others	NELFE	Digestive tract	DLD-1	11272	898/3077	12/26	-1.09292	-0.228916	0.632326
SRX027271	TFs and others	SMARCA4	Uterus	HeLa	194	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX1131569	TFs and others	BRD4	Others	SUM 185PE	1027	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX129087	TFs and others	MED1	Blood	P493-6	424	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX129117	TFs and others	MED1	Blood	Multiple Myeloma	562	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX130089	TFs and others	SMAD3	Pluripotent stem cell	hESC derived mesendodermal cells	1080	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX1384027	TFs and others	TP53	Digestive tract	HCT 116	3560	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX150590	TFs and others	SMARCA4	Uterus	HeLa	193	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX1528505	TFs and others	SRPK1	Breast	MCF 10A	199	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX1642494	TFs and others	BRD9	Blood	NOMO-1	846	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX2023706	TFs and others	GATA4	Pluripotent stem cell	iPS derived cardiac cells	798	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX2343925	TFs and others	NOTCH1	Cardiovascular	Large pulmonary artery endothelial cells	1235	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX2606572	TFs and others	BRD4	Epidermis	CHL-1	1692	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX3640576	TFs and others	INTS3	Uterus	HeLa	1174	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX377960	TFs and others	ZFHX4	Neural	Glioblastoma	591	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX392784	TFs and others	REST	Blood	GM12878	2753	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX4212595	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	451	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX4397513	TFs and others	KMT2D	Pluripotent stem cell	NT2-D1	380	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX4420233	TFs and others	N6AMT1	Prostate	PC-3M	310	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX4717807	TFs and others	TCEA2	Breast	HMLE	414	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX4720613	TFs and others	Epitope tags	Kidney	G-401	152	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX475791	TFs and others	EP300	Blood	GM12878	539	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX5839979	TFs and others	CREBBP	Blood	Macrophages	768	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX612503	TFs and others	BRD3	Liver	LX2	319	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX6913047	TFs and others	BRD4	Blood	THP-1	286	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX697745	TFs and others	PRKCQ	Blood	Jurkat	747	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX7677737	TFs and others	NCBP1	Digestive tract	DLD-1	587	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX8023128	TFs and others	TP53	Breast	MCF 10A	1142	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX8699644	TFs and others	INTS3	Digestive tract	DLD-1	396	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX8699672	TFs and others	PPP2CA	Digestive tract	DLD-1	689	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX8699801	TFs and others	TP53	Kidney	293	913	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX9045668	TFs and others	ESR1	Breast	MCF-7	439	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX9562901	TFs and others	DPF2	Muscle	RH-4	1019	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX9571472	TFs and others	Epitope tags	Blood	K-562	428	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX9671330	TFs and others	ZC3H4	Digestive tract	HCT 116	901	9/3077	1/26	-1.09252	-0.228916	0.0760481
SRX1892837	TFs and others	ELF1	Digestive tract	COLO 320	6787	612/3077	9/26	-1.09226	-0.228834	0.574586
SRX3734314	TFs and others	TP63	Breast	Mammary glands	24519	429/3077	7/26	-1.09209	-0.228834	0.517851
SRX1023791	TFs and others	SPI1	Blood	Macrophages	47290	613/3077	9/26	-1.0905	-0.227957	0.575525
SRX1070428	TFs and others	ORC2	Blood	K-562	2027	55/3077	2/26	-1.0896	-0.227957	0.232369
SRX2188691	TFs and others	BRCA1	Bone	U2OS	875	55/3077	2/26	-1.0896	-0.227957	0.232369
SRX3703147	TFs and others	MEF2B	Blood	DLBCL	6683	55/3077	2/26	-1.0896	-0.227957	0.232369
SRX9187412	TFs and others	HDAC1	Pancreas	MIA Paca-2	1770	55/3077	2/26	-1.0896	-0.227957	0.232369
SRX9932055	TFs and others	STAT5A	Breast	MCF-7	6509	902/3077	12/26	-1.08922	-0.227957	0.635142
SRX100465	TFs and others	MEF2C	Blood	GM12878	5238	120/3077	3/26	-1.08913	-0.227957	0.337992
SRX3589923	TFs and others	STAG2	Breast	MCF 10A	9786	120/3077	3/26	-1.08913	-0.227957	0.337992
SRX4155871	TFs and others	SMC1A	Bone	TC-32	12843	120/3077	3/26	-1.08913	-0.227957	0.337992
SRX573035	TFs and others	ELL2	Uterus	HeLa	1486	120/3077	3/26	-1.08913	-0.227957	0.337992
SRX6175626	TFs and others	FLI1	Bone	TC-71	17237	120/3077	3/26	-1.08913	-0.227957	0.337992
SRX7728609	TFs and others	TWIST1	Pluripotent stem cell	hESC derived neural crests	17700	120/3077	3/26	-1.08913	-0.227957	0.337992
SRX1514284	TFs and others	EP300	Blood	Kasumi-1	7477	278/3077	5/26	-1.0878	-0.226973	0.469808
SRX5346119	TFs and others	MYC	Blood	RAMOS	4707	278/3077	5/26	-1.0878	-0.226973	0.469808
SRX3881555	TFs and others	O-GlcNAc	Prostate	LNCAP	4602	615/3077	9/26	-1.08692	-0.226266	0.577402
SRX150456	TFs and others	SMC3	Blood	GM12878	25485	196/3077	4/26	-1.08525	-0.224942	0.41404
SRX1744956	TFs and others	CTCF	Blood	THP-1	21060	196/3077	4/26	-1.08525	-0.224942	0.41404
SRX8080566	TFs and others	POU2F1	Breast	Mammary gland ductal carcinoma	9424	908/3077	12/26	-1.08313	-0.222994	0.639367
SRX2166893	TFs and others	CTCF	Neural	Retina	19533	279/3077	5/26	-1.08259	-0.2228	0.471498
SRX9469984	TFs and others	KLF4	Prostate	LAPC-4	16867	279/3077	5/26	-1.08259	-0.2228	0.471498
SRX5307507	TFs and others	MAX	Blood	P493-6	8622	433/3077	7/26	-1.08223	-0.222612	0.52268
SRX11220466	TFs and others	TRIM28	Digestive tract	HT-29	2395	121/3077	3/26	-1.08086	-0.221932	0.340808
SRX5360664	TFs and others	Epitope tags	Epidermis	BJ	5771	121/3077	3/26	-1.08086	-0.221932	0.340808
SRX702114	TFs and others	SRF	Pluripotent stem cell	hESC derived mesendodermal cells	8898	121/3077	3/26	-1.08086	-0.221932	0.340808
SRX895439	TFs and others	PIAS1	Prostate	VCaP	7050	121/3077	3/26	-1.08086	-0.221932	0.340808
SRX5548892	TFs and others	FOXO1	Cardiovascular	HUVEC	8722	434/3077	7/26	-1.07972	-0.221149	0.523887
SRX7114558	TFs and others	Epitope tags	Breast	MCF-7	35142	434/3077	7/26	-1.07972	-0.221149	0.523887
SRX4059543	TFs and others	ERG	Prostate	RWPE-1	9896	619/3077	9/26	-1.07956	-0.221149	0.581158
SRX1514922	TFs and others	GFP	Kidney	293	5905	197/3077	4/26	-1.07898	-0.220912	0.416152
SRX8841627	TFs and others	RAD21	Blood	Lymphoblasts	17999	197/3077	4/26	-1.07898	-0.220912	0.416152
SRX5360650	TFs and others	KLF4	Epidermis	BJ	6469	435/3077	7/26	-1.07719	-0.22021	0.525094
SRX8272937	TFs and others	BRD4	Blood	BLaER1	8693	435/3077	7/26	-1.07719	-0.22021	0.525094
SRX028641	TFs and others	NR2C2	Blood	GM12878	872	56/3077	2/26	-1.07655	-0.22021	0.236594
SRX150727	TFs and others	NRF1	Liver	Hep G2	1196	56/3077	2/26	-1.07655	-0.22021	0.236594
SRX190325	TFs and others	REST	Digestive tract	HCT 116	3939	56/3077	2/26	-1.07655	-0.22021	0.236594
SRX471875	TFs and others	BRD4	Prostate	VCaP	1665	56/3077	2/26	-1.07655	-0.22021	0.236594
SRX5974514	TFs and others	GATA1	Blood	K-562	7465	56/3077	2/26	-1.07655	-0.22021	0.236594
SRX5975315	TFs and others	CDK12	Bone	MG-63	1005	56/3077	2/26	-1.07655	-0.22021	0.236594
SRX747805	TFs and others	ESR1	Breast	MCF-7	7928	56/3077	2/26	-1.07655	-0.22021	0.236594
SRX8406535	TFs and others	HOXB13	Prostate	Prostate	5542	56/3077	2/26	-1.07655	-0.22021	0.236594
SRX326886	TFs and others	GABPA	Prostate	VCaP	12505	914/3077	12/26	-1.07639	-0.22021	0.643592
SRX7114559	TFs and others	Epitope tags	Breast	MCF-7	48503	436/3077	7/26	-1.07465	-0.218641	0.526301
SRX204163	TFs and others	SUMO1	Lung	WI-38	9128	198/3077	4/26	-1.07276	-0.217877	0.418265
SRX4143070	TFs and others	TAF1	Blood	Kasumi-1	4722	198/3077	4/26	-1.07276	-0.217877	0.418265
SRX764811	TFs and others	FOXA2	Pluripotent stem cell	hESC derived mesendodermal cells	7441	198/3077	4/26	-1.07276	-0.217877	0.418265
SRX9071234	TFs and others	BRD4	Blood	SEM	5434	198/3077	4/26	-1.07276	-0.217877	0.418265
SRX6476492	TFs and others	SMAD2	Cardiovascular	HUVEC	1950	122/3077	3/26	-1.07269	-0.217877	0.343625
SRX7522861	TFs and others	CTCF	Breast	MCF10DCIS.com	21492	122/3077	3/26	-1.07269	-0.217877	0.343625
SRX7807558	TFs and others	GATA3	Blood	GM12878	4928	122/3077	3/26	-1.07269	-0.217877	0.343625
SRX6913081	TFs and others	BRD4	Blood	K-562	9449	437/3077	7/26	-1.07209	-0.217448	0.527508
SRX102979	TFs and others	CTCF	Blood	GM19238	40977	438/3077	7/26	-1.06952	-0.215389	0.528715
SRX1878890	TFs and others	CTCF	Muscle	Rh-4	33300	438/3077	7/26	-1.06952	-0.215389	0.528715
SRX9867021	TFs and others	BCL11B	Blood	DND-41	9534	438/3077	7/26	-1.06952	-0.215389	0.528715
SRX6102133	TFs and others	NELFE	Uterus	HeLa	14465	922/3077	12/26	-1.06649	-0.212529	0.649225
SRX2368886	TFs and others	FOXA2	Liver	Hep G2	13053	626/3077	9/26	-1.06605	-0.21226	0.58773
SRX2671521	TFs and others	Epitope tags	Kidney	293	2356	123/3077	3/26	-1.0646	-0.211509	0.346441
SRX356521	TFs and others	STAG1	Blood	GM12891	37439	627/3077	9/26	-1.06406	-0.211509	0.588669
SRX003939	TFs and others	ESR1	Breast	MCF-7	4496	57/3077	2/26	-1.06377	-0.211509	0.240819
SRX100452	TFs and others	TAF7	Blood	K-562	1974	57/3077	2/26	-1.06377	-0.211509	0.240819
SRX1293534	TFs and others	PSIP1	Blood	MV-4-11	3885	57/3077	2/26	-1.06377	-0.211509	0.240819
SRX186610	TFs and others	ESRRA	Blood	GM12878	1320	57/3077	2/26	-1.06377	-0.211509	0.240819
SRX4911598	TFs and others	FOXA2	Uterus	Endometrium	1627	57/3077	2/26	-1.06377	-0.211509	0.240819
SRX5447476	TFs and others	Epitope tags	Pluripotent stem cell	iPS cells	1058	57/3077	2/26	-1.06377	-0.211509	0.240819
SRX8406417	TFs and others	AR	Prostate	Prostate	4158	57/3077	2/26	-1.06377	-0.211509	0.240819
SRX482859	TFs and others	TBP	Blood	K-562	7128	628/3077	9/26	-1.06205	-0.210456	0.589607
SRX150576	TFs and others	MXI1	Blood	K-562	3587	283/3077	5/26	-1.06202	-0.210456	0.478258
SRX4001958	TFs and others	SPI1	Blood	THP-1	34643	283/3077	5/26	-1.06202	-0.210456	0.478258
SRX4727910	TFs and others	TP53BP1	Pluripotent stem cell	hESC H9	4808	283/3077	5/26	-1.06202	-0.210456	0.478258
