SRX6743819	TFs and others	TFEB	Pluripotent stem cell	iPS cells	13773	199/416	177/709	-14.1307	-10.2338	1.91616
SRX9350645	TFs and others	FOS	Epidermis	Melanoma cell line	5017	4/416	16/709	-0.796698	-0.209009	0.426082
SRX995496	TFs and others	CTCF	Blood	Hematopoietic Stem Cells	13727	68/416	94/709	-0.795801	-0.209009	1.23292
SRX10722432	TFs and others	BCL11B	Blood	T-ALL	12507	167/416	254/709	-0.794787	-0.209009	1.12056
SRX10119134	TFs and others	RUNX1	Blood	MV-4-11	33412	25/416	60/709	-0.794405	-0.209009	0.710136
SRX4326272	TFs and others	BRD4	Neural	SK-N-BE(2)	3202	25/416	60/709	-0.794405	-0.209009	0.710136
SRX8406419	TFs and others	AR	Prostate	Prostate	3938	25/416	60/709	-0.794405	-0.209009	0.710136
ERX626869	TFs and others	SPI1	Blood	U-937	12893	9/416	27/709	-0.794244	-0.209009	0.568109
SRX5212371	TFs and others	SMARCA4	Others	Mel270	25835	9/416	27/709	-0.794244	-0.209009	0.568109
SRX150448	TFs and others	YY1	Blood	K-562	3632	52/416	111/709	-0.794158	-0.209009	0.798423
SRX5089498	TFs and others	HDAC1	Breast	MCF-7	5499	84/416	169/709	-0.793608	-0.209009	0.847121
SRX3636817	TFs and others	CTCF	Blood	ALL xenograft	42103	140/416	209/709	-0.793457	-0.209009	1.14165
SRX10119135	TFs and others	RUNX1	Blood	MV-4-11	39133	37/416	83/709	-0.792428	-0.209009	0.75976
SRX1165087	TFs and others	RAD21	Liver	Hep G2	40346	69/416	95/709	-0.792229	-0.209009	1.23788
SRX100320	TFs and others	GATA2	Blood	CD34 Hematopoietic stem cells	1373	51/416	68/709	-0.792225	-0.209009	1.27825
SRX2013090	TFs and others	MYCN	Blood	CD34 Hematopoietic stem cells	484	8/416	6/709	-0.791622	-0.209009	2.27244
SRX022573	TFs and others	ERG	Prostate	VCaP	10788	170/416	259/709	-0.790719	-0.209009	1.11867
SRX1161188	TFs and others	FOXA1	Breast	ZR-75-1	35059	16/416	41/709	-0.790617	-0.209009	0.665103
SRX10119142	TFs and others	CREBBP	Blood	MV-4-11	1569	16/416	42/709	-0.79048	-0.209009	0.649267
SRX7262418	TFs and others	FOXA1	Others	Bladder cancer	7292	16/416	42/709	-0.79048	-0.209009	0.649267
SRX475750	TFs and others	EP300	Blood	GM12878	10600	31/416	71/709	-0.788584	-0.209009	0.744143
SRX5716463	TFs and others	SMARCA4	Neural	Neural progenitor cells	4478	31/416	71/709	-0.788584	-0.209009	0.744143
SRX9730741	TFs and others	BRD4	Blood	THP-1	22108	267/416	424/709	-0.788389	-0.209009	1.07324
SRX356765	TFs and others	STAG1	Blood	Lymphoblastoid cell line	31202	122/416	180/709	-0.786661	-0.209009	1.15515
SRX5346117	TFs and others	MYC	Blood	RAMOS	6874	122/416	180/709	-0.786661	-0.209009	1.15515
SRX7785413	TFs and others	Epitope tags	Blood	Jurkat	13826	38/416	48/709	-0.786604	-0.209009	1.34926
SRX9178834	TFs and others	HAP1	Blood	HAP1	6164	38/416	48/709	-0.786604	-0.209009	1.34926
SRX100499	TFs and others	GABPA	Uterus	HeLa	5351	121/416	236/709	-0.786544	-0.209009	0.873829
SRX7728611	TFs and others	RAD21	Pluripotent stem cell	hESC derived neural crests	11131	45/416	58/709	-0.786247	-0.209009	1.32232
SRX6027700	TFs and others	ESR1	Uterus	Ishikawa	9814	69/416	96/709	-0.785654	-0.209009	1.22498
ERX626846	TFs and others	TAL1	Blood	CHRF-288-11	4865	0/416	5/709	-0.78437	-0.209009	0
ERX626855	TFs and others	SPI1	Blood	U-937	4081	0/416	5/709	-0.78437	-0.209009	0
ERX626868	TFs and others	SPI1	Blood	U-937	4125	0/416	5/709	-0.78437	-0.209009	0
SRX016028	TFs and others	RB1	Lung	IMR-90	3254	0/416	5/709	-0.78437	-0.209009	0
SRX017865	TFs and others	RELA	Blood	GM18526	2405	0/416	5/709	-0.78437	-0.209009	0
SRX017908	TFs and others	RELA	Blood	GM12878	1051	0/416	5/709	-0.78437	-0.209009	0
SRX018280	TFs and others	CREBBP	Neural	T98G	304	0/416	5/709	-0.78437	-0.209009	0
SRX018625	TFs and others	HNF4A	Liver	Hep G2	2642	0/416	5/709	-0.78437	-0.209009	0
SRX026263	TFs and others	CDX2	Digestive tract	Caco-2	797	0/416	5/709	-0.78437	-0.209009	0
SRX026530	TFs and others	ESR1	Breast	MCF-7	6325	0/416	5/709	-0.78437	-0.209009	0
SRX027903	TFs and others	NR3C1	Uterus	HeLa	1880	0/416	5/709	-0.78437	-0.209009	0
SRX1012638	TFs and others	EP300	Breast	MCF-7	6197	0/416	5/709	-0.78437	-0.209009	0
SRX10145211	TFs and others	REL	Blood	Naive B cells	563	0/416	5/709	-0.78437	-0.209009	0
SRX10271388	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	3635	0/416	5/709	-0.78437	-0.209009	0
SRX1027441	TFs and others	ATF4	Others	Mesenchymal stem cells	986	0/416	5/709	-0.78437	-0.209009	0
SRX1032967	TFs and others	STAT5A	Blood	Acute myeloid leukemia	1160	0/416	5/709	-0.78437	-0.209009	0
SRX10365550	TFs and others	NCOA3	Breast	MCF-7	6804	0/416	5/709	-0.78437	-0.209009	0
SRX1053379	TFs and others	POU5F1	Pluripotent stem cell	ES cells	4726	0/416	5/709	-0.78437	-0.209009	0
SRX10820556	TFs and others	BRD4	Blood	REH	257	0/416	5/709	-0.78437	-0.209009	0
SRX10820557	TFs and others	BRD4	Blood	REH	256	0/416	5/709	-0.78437	-0.209009	0
SRX10881853	TFs and others	ARID2	Others	BT-16	777	0/416	5/709	-0.78437	-0.209009	0
SRX1131568	TFs and others	BRD4	Others	SUM 185PE	1098	0/416	5/709	-0.78437	-0.209009	0
SRX1131599	TFs and others	PRDM14	Pluripotent stem cell	NCCIT	699	0/416	5/709	-0.78437	-0.209009	0
SRX1133781	TFs and others	KDM1A	Blood	SKNO-1	1902	0/416	5/709	-0.78437	-0.209009	0
SRX1161165	TFs and others	NR3C1	Breast	MCF-7	353	0/416	5/709	-0.78437	-0.209009	0
SRX1161168	TFs and others	ESR1	Breast	MCF-7	4132	0/416	5/709	-0.78437	-0.209009	0
SRX1167098	TFs and others	5-hmC	Kidney	293	319	0/416	5/709	-0.78437	-0.209009	0
SRX1167101	TFs and others	5-hmC	Kidney	293	395	0/416	5/709	-0.78437	-0.209009	0
SRX128193	TFs and others	XRN2	Uterus	HeLa	222	0/416	5/709	-0.78437	-0.209009	0
SRX130090	TFs and others	SMAD3	Pluripotent stem cell	hESC derived mesendodermal cells	557	0/416	5/709	-0.78437	-0.209009	0
SRX1397391	TFs and others	GATA2	Blood	CD34+	7340	0/416	5/709	-0.78437	-0.209009	0
SRX1491464	TFs and others	ASH1L	Blood	K-562	1003	0/416	5/709	-0.78437	-0.209009	0
SRX150661	TFs and others	BRF1	Uterus	HeLa	379	0/416	5/709	-0.78437	-0.209009	0
SRX1515015	TFs and others	GFP	Kidney	293	1228	0/416	5/709	-0.78437	-0.209009	0
SRX1533882	TFs and others	RUNX2	Bone	Saos-2	894	0/416	5/709	-0.78437	-0.209009	0
SRX1569429	TFs and others	BRD4	Digestive tract	HCT 116	608	0/416	5/709	-0.78437	-0.209009	0
SRX1744213	TFs and others	PGBD5	Kidney	Rhabdoid Tumor	236	0/416	5/709	-0.78437	-0.209009	0
SRX1787684	TFs and others	KMT2C	Breast	MCF-7	5813	0/416	5/709	-0.78437	-0.209009	0
SRX1815018	TFs and others	NR2F2	Pluripotent stem cell	iPS derived cardiac cells	708	0/416	5/709	-0.78437	-0.209009	0
SRX1818073	TFs and others	AR	Prostate	LNCAP	19746	0/416	5/709	-0.78437	-0.209009	0
SRX1823811	TFs and others	FOSL2	Bone	Osteoblasts	105	0/416	5/709	-0.78437	-0.209009	0
SRX182683	TFs and others	PALB2	Breast	MCF 10A	205	0/416	5/709	-0.78437	-0.209009	0
SRX186685	TFs and others	EZH2	Epidermis	NHEK	4408	0/416	5/709	-0.78437	-0.209009	0
SRX186716	TFs and others	EZH2	Uterus	HeLa	509	0/416	5/709	-0.78437	-0.209009	0
SRX201315	TFs and others	ARNT	Breast	MCF-7	3784	0/416	5/709	-0.78437	-0.209009	0
SRX205165	TFs and others	TAL1	Blood	Erythroid Cells	4370	0/416	5/709	-0.78437	-0.209009	0
SRX2548284	TFs and others	BATF3	Blood	KK1	2965	0/416	5/709	-0.78437	-0.209009	0
SRX2652447	TFs and others	ZBTB48	Bone	U2OS	2980	0/416	5/709	-0.78437	-0.209009	0
SRX2770846	TFs and others	CEBPB	Blood	Macrophages	12099	0/416	5/709	-0.78437	-0.209009	0
SRX2940749	TFs and others	TP53	Kidney	A498	266	0/416	5/709	-0.78437	-0.209009	0
SRX2940757	TFs and others	TP53	Epidermis	UACC-257	400	0/416	5/709	-0.78437	-0.209009	0
SRX2961560	TFs and others	STAT1	Blood	SET-2	616	0/416	5/709	-0.78437	-0.209009	0
SRX3229173	TFs and others	AR	Breast	Breast cancer	1259	0/416	5/709	-0.78437	-0.209009	0
SRX323565	TFs and others	ASCL1	Epidermis	Dermal fibroblast	2649	0/416	5/709	-0.78437	-0.209009	0
SRX3244992	TFs and others	CEBPB	Blood	Macrophages	11613	0/416	5/709	-0.78437	-0.209009	0
SRX326492	TFs and others	REST	Others	NCI-H295R	2772	0/416	5/709	-0.78437	-0.209009	0
SRX3265286	TFs and others	KDM1A	Breast	MDA-MB-231	559	0/416	5/709	-0.78437	-0.209009	0
SRX3288570	TFs and others	POU5F1	Pluripotent stem cell	hESC H9	6264	0/416	5/709	-0.78437	-0.209009	0
SRX3441734	TFs and others	GATA2	Pluripotent stem cell	iPS derived cells	431	0/416	5/709	-0.78437	-0.209009	0
SRX3445684	TFs and others	TAL1	Blood	K-562	5519	0/416	5/709	-0.78437	-0.209009	0
SRX3460919	TFs and others	CHD4	Blood	Pre-B cells	479	0/416	5/709	-0.78437	-0.209009	0
SRX3468034	TFs and others	SMARCC1	Muscle	SYO1	873	0/416	5/709	-0.78437	-0.209009	0
SRX3581479	TFs and others	Epitope tags	Pluripotent stem cell	iPS derived neural cells	2283	0/416	5/709	-0.78437	-0.209009	0
SRX3581515	TFs and others	CHD7	Pluripotent stem cell	iPS derived neural crestss	2846	0/416	5/709	-0.78437	-0.209009	0
SRX360574	TFs and others	JUND	Digestive tract	GP5d	331	0/416	5/709	-0.78437	-0.209009	0
SRX361882	TFs and others	HNF4A	Digestive tract	LoVo	1528	0/416	5/709	-0.78437	-0.209009	0
SRX392784	TFs and others	REST	Blood	GM12878	2753	0/416	5/709	-0.78437	-0.209009	0
SRX4001954	TFs and others	CEBPB	Blood	THP-1	3113	0/416	5/709	-0.78437	-0.209009	0
SRX4001956	TFs and others	CEBPB	Blood	THP-1	4396	0/416	5/709	-0.78437	-0.209009	0
SRX4060991	TFs and others	TRPS1	Breast	T-47D	434	0/416	5/709	-0.78437	-0.209009	0
SRX4599937	TFs and others	Epitope tags	Kidney	293	533	0/416	5/709	-0.78437	-0.209009	0
SRX475786	TFs and others	REST	Blood	GM12878	2654	0/416	5/709	-0.78437	-0.209009	0
SRX4931257	TFs and others	KMT2A	Breast	MCF-7	336	0/416	5/709	-0.78437	-0.209009	0
SRX5025676	TFs and others	BRCA1	Neural	SH-EP	205	0/416	5/709	-0.78437	-0.209009	0
SRX5146785	TFs and others	SRF	Cardiovascular	HCASMC	378	0/416	5/709	-0.78437	-0.209009	0
SRX5157150	TFs and others	CEBPA	Blood	THP-1	8024	0/416	5/709	-0.78437	-0.209009	0
SRX5157159	TFs and others	CEBPA	Blood	THP-1	7388	0/416	5/709	-0.78437	-0.209009	0
SRX5157164	TFs and others	CEBPA	Blood	THP-1	9858	0/416	5/709	-0.78437	-0.209009	0
SRX518668	TFs and others	BATF	Blood	OCI-LY-3	583	0/416	5/709	-0.78437	-0.209009	0
SRX5195708	TFs and others	ARID1A	Uterus	Endometrial epithelial cells	772	0/416	5/709	-0.78437	-0.209009	0
SRX5195710	TFs and others	ARID1A	Uterus	Endometrial epithelial cells	773	0/416	5/709	-0.78437	-0.209009	0
SRX5195711	TFs and others	ARID1A	Uterus	Endometrial epithelial cells	3483	0/416	5/709	-0.78437	-0.209009	0
SRX5286344	TFs and others	SOX2	Pluripotent stem cell	hESC WIBR2	2756	0/416	5/709	-0.78437	-0.209009	0
SRX5316110	TFs and others	AR	Prostate	PC-3	251	0/416	5/709	-0.78437	-0.209009	0
SRX5514016	TFs and others	JUN	Uterus	Myometrium	799	0/416	5/709	-0.78437	-0.209009	0
SRX5604676	TFs and others	HOXB13	Prostate	LNCAP	2819	0/416	5/709	-0.78437	-0.209009	0
SRX6054279	TFs and others	MEF2D	Uterus	SK-UT-1	911	0/416	5/709	-0.78437	-0.209009	0
SRX6582174	TFs and others	LMNA	Others	Fibroblasts	400	0/416	5/709	-0.78437	-0.209009	0
SRX668351	TFs and others	GFP	Kidney	293	355	0/416	5/709	-0.78437	-0.209009	0
SRX6824681	TFs and others	SNAI2	Muscle	Rhabdomyosarcoma	159	0/416	5/709	-0.78437	-0.209009	0
SRX6895233	TFs and others	8-Hydroxydeoxyguanosine	Breast	MCF 10A	18736	0/416	5/709	-0.78437	-0.209009	0
SRX6895234	TFs and others	8-Hydroxydeoxyguanosine	Breast	MCF 10A	18314	0/416	5/709	-0.78437	-0.209009	0
SRX698185	TFs and others	CEBPA	Blood	Kasumi-1	1447	0/416	5/709	-0.78437	-0.209009	0
SRX701995	TFs and others	GATA4	Pluripotent stem cell	hESC derived mesendodermal cells	2722	0/416	5/709	-0.78437	-0.209009	0
SRX702077	TFs and others	SMAD1	Pluripotent stem cell	hESC derived ectodermal cells	222	0/416	5/709	-0.78437	-0.209009	0
SRX702104	TFs and others	SOX17	Pluripotent stem cell	hESC derived mesendodermal cells	761	0/416	5/709	-0.78437	-0.209009	0
SRX7030881	TFs and others	EHMT2	Breast	MCF-7	2203	0/416	5/709	-0.78437	-0.209009	0
SRX730439	TFs and others	HECTD1	Breast	MCF-7	137	0/416	5/709	-0.78437	-0.209009	0
SRX748426	TFs and others	HNF4A	Digestive tract	HCT 116	599	0/416	5/709	-0.78437	-0.209009	0
SRX7695545	TFs and others	TEAD4	Others	WERI-Rb-1	2975	0/416	5/709	-0.78437	-0.209009	0
SRX8147143	TFs and others	HOXB13	Prostate	LNCAP	1310	0/416	5/709	-0.78437	-0.209009	0
SRX818643	TFs and others	PIAS1	Kidney	293	1144	0/416	5/709	-0.78437	-0.209009	0
SRX8299777	TFs and others	CDC73	Blood	K-562	1497	0/416	5/709	-0.78437	-0.209009	0
SRX8299779	TFs and others	CDC73	Blood	K-562	1920	0/416	5/709	-0.78437	-0.209009	0
SRX8664953	TFs and others	ATF4	Blood	HUDEP-2	1098	0/416	5/709	-0.78437	-0.209009	0
SRX8664956	TFs and others	ATF4	Blood	HUDEP-2	1176	0/416	5/709	-0.78437	-0.209009	0
SRX8699670	TFs and others	PPP2CA	Digestive tract	DLD-1	535	0/416	5/709	-0.78437	-0.209009	0
SRX8699672	TFs and others	PPP2CA	Digestive tract	DLD-1	689	0/416	5/709	-0.78437	-0.209009	0
SRX8699674	TFs and others	PPP2CA	Digestive tract	DLD-1	610	0/416	5/709	-0.78437	-0.209009	0
SRX8699708	TFs and others	CPSF3L	Digestive tract	DLD-1	467	0/416	5/709	-0.78437	-0.209009	0
SRX8699801	TFs and others	TP53	Kidney	293	913	0/416	5/709	-0.78437	-0.209009	0
SRX9279232	TFs and others	EGR1	Blood	Macrophages	462	0/416	5/709	-0.78437	-0.209009	0
SRX9674296	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	5238	0/416	5/709	-0.78437	-0.209009	0
SRX9674305	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	7558	0/416	5/709	-0.78437	-0.209009	0
SRX9674309	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	4838	0/416	5/709	-0.78437	-0.209009	0
SRX9674313	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	5287	0/416	5/709	-0.78437	-0.209009	0
SRX968912	TFs and others	SOX2	Pluripotent stem cell	iPS derived neural cells	729	0/416	5/709	-0.78437	-0.209009	0
SRX7677721	TFs and others	NELFE	Digestive tract	DLD-1	11272	262/416	416/709	-0.782088	-0.209009	1.0734
SRX4741791	TFs and others	HIF1A	Cardiovascular	EA.hy926	2338	18/416	19/709	-0.781666	-0.209009	1.61463
ERX470434	TFs and others	NRIP1	Breast	MCF-7	3849	1/416	8/709	-0.779433	-0.209009	0.213041
SRX016977	TFs and others	TP73	Bone	Saos-2	11791	1/416	8/709	-0.779433	-0.209009	0.213041
SRX017710	TFs and others	HDAC6	Blood	CD4+ T cells	425	1/416	8/709	-0.779433	-0.209009	0.213041
SRX019521	TFs and others	PPARG	Adipocyte	Adipose stromal cell	4071	1/416	8/709	-0.779433	-0.209009	0.213041
SRX064493	TFs and others	FOXH1	Pluripotent stem cell	hESC derived mesendodermal cells	14498	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1012660	TFs and others	PGR	Breast	MCF-7	6559	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1012679	TFs and others	ESR1	Breast	MCF-7	4323	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1012685	TFs and others	ESR1	Breast	MCF-7	4322	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1053376	TFs and others	MED1	Pluripotent stem cell	ES cells	510	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1058804	TFs and others	BRD4	Adipocyte	SGBS	1787	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1094490	TFs and others	EP300	Others	TC-797	267	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1161181	TFs and others	NR3C1	Breast	ZR-75-1	14518	1/416	8/709	-0.779433	-0.209009	0.213041
SRX130266	TFs and others	TET2	Kidney	293	845	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1424697	TFs and others	NANOG	Prostate	LNCAP	2929	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1460238	TFs and others	BRD4	Blood	LP-1	359	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1460241	TFs and others	BRD4	Blood	LP-1	337	1/416	8/709	-0.779433	-0.209009	0.213041
SRX150582	TFs and others	ZNF274	Blood	K-562	1476	1/416	8/709	-0.779433	-0.209009	0.213041
SRX150713	TFs and others	SMARCB1	Blood	K-562	477	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1514972	TFs and others	GFP	Kidney	293	1941	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1514996	TFs and others	GFP	Kidney	293	492	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1531785	TFs and others	MED1	Lung	A549	1186	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1658069	TFs and others	BRD4	Lung	IMR-90	1099	1/416	8/709	-0.779433	-0.209009	0.213041
SRX1787679	TFs and others	KMT2C	Breast	MCF-7	7124	1/416	8/709	-0.779433	-0.209009	0.213041
SRX2067987	TFs and others	ZMYND11	Prostate	DU 145	693	1/416	8/709	-0.779433	-0.209009	0.213041
SRX2109219	TFs and others	MYC	Breast	Mammary epithelial cells	668	1/416	8/709	-0.779433	-0.209009	0.213041
SRX2267455	TFs and others	BRD4	Lung	PC-9	787	1/416	8/709	-0.779433	-0.209009	0.213041
SRX2652438	TFs and others	ZBTB48	Uterus	HeLa	2075	1/416	8/709	-0.779433	-0.209009	0.213041
SRX2770844	TFs and others	CEBPB	Blood	Macrophages	15841	1/416	8/709	-0.779433	-0.209009	0.213041
SRX2842442	TFs and others	FOSL1	Bone	MNNG	1339	1/416	8/709	-0.779433	-0.209009	0.213041
SRX2912055	TFs and others	ESR1	Breast	MCF-7	18352	1/416	8/709	-0.779433	-0.209009	0.213041
SRX3468032	TFs and others	SS18	Muscle	SYO1	760	1/416	8/709	-0.779433	-0.209009	0.213041
SRX359974	TFs and others	TFAM	Digestive tract	LoVo	52	1/416	8/709	-0.779433	-0.209009	0.213041
SRX3638911	TFs and others	RELA	Bone	U2OS	1306	1/416	8/709	-0.779433	-0.209009	0.213041
SRX3873708	TFs and others	AFF1	Lung	SW 1271	501	1/416	8/709	-0.779433	-0.209009	0.213041
SRX392781	TFs and others	REST	Blood	GM12878	3515	1/416	8/709	-0.779433	-0.209009	0.213041
SRX4401062	TFs and others	RELA	Blood	BJAB	655	1/416	8/709	-0.779433	-0.209009	0.213041
SRX4417537	TFs and others	BRD4	Pluripotent stem cell	hESC derived neural cells	644	1/416	8/709	-0.779433	-0.209009	0.213041
SRX4597624	TFs and others	Epitope tags	Pluripotent stem cell	hESC H9	1457	1/416	8/709	-0.779433	-0.209009	0.213041
SRX4677289	TFs and others	FOXA2	Pancreas	PANC-1	4841	1/416	8/709	-0.779433	-0.209009	0.213041
SRX4677294	TFs and others	JUNB	Pancreas	CFPAC-1	13123	1/416	8/709	-0.779433	-0.209009	0.213041
SRX4708062	TFs and others	SRSF3	Blood	K-562	987	1/416	8/709	-0.779433	-0.209009	0.213041
SRX4708077	TFs and others	FUS	Blood	K-562	418	1/416	8/709	-0.779433	-0.209009	0.213041
SRX4714473	TFs and others	GTF3C2	Lung	IMR-90	1566	1/416	8/709	-0.779433	-0.209009	0.213041
SRX4732741	TFs and others	HDAC2	Blood	Pre-B cells	711	1/416	8/709	-0.779433	-0.209009	0.213041
SRX4796929	TFs and others	PPARG	Adipocyte	Adipose Tissue	2317	1/416	8/709	-0.779433	-0.209009	0.213041
SRX502808	TFs and others	HIRA	Lung	IMR-90	747	1/416	8/709	-0.779433	-0.209009	0.213041
SRX5089377	TFs and others	ARID1A	Breast	MCF-7	9207	1/416	8/709	-0.779433	-0.209009	0.213041
SRX518687	TFs and others	IRF4	Blood	OCI-LY-3	896	1/416	8/709	-0.779433	-0.209009	0.213041
SRX5212363	TFs and others	GLTSCR1	Others	Mel270	447	1/416	8/709	-0.779433	-0.209009	0.213041
SRX5323847	TFs and others	FOXA1	Breast	MCF-7	8258	1/416	8/709	-0.779433	-0.209009	0.213041
SRX5323931	TFs and others	FOXA1	Breast	Breast cancer cells	2270	1/416	8/709	-0.779433	-0.209009	0.213041
SRX5493753	TFs and others	AR	Breast	Breast cancer cells	387	1/416	8/709	-0.779433	-0.209009	0.213041
SRX5514010	TFs and others	FOS	Uterus	Myometrium	1058	1/416	8/709	-0.779433	-0.209009	0.213041
SRX5718141	TFs and others	TEAD1	Kidney	293	1055	1/416	8/709	-0.779433	-0.209009	0.213041
SRX6367580	TFs and others	NCOA1	Kidney	293	2694	1/416	8/709	-0.779433	-0.209009	0.213041
SRX682383	TFs and others	FUS	Blood	TSU-1621MT	1329	1/416	8/709	-0.779433	-0.209009	0.213041
SRX697745	TFs and others	PRKCQ	Blood	Jurkat	747	1/416	8/709	-0.779433	-0.209009	0.213041
SRX7262874	TFs and others	EP300	Breast	ZR-75-1	8783	1/416	8/709	-0.779433	-0.209009	0.213041
SRX7544093	TFs and others	ESR1	Uterus	Ishikawa	4910	1/416	8/709	-0.779433	-0.209009	0.213041
SRX758029	TFs and others	TOP1	Prostate	LNCAP	2561	1/416	8/709	-0.779433	-0.209009	0.213041
SRX7677742	TFs and others	XRN2	Digestive tract	DLD-1	635	1/416	8/709	-0.779433	-0.209009	0.213041
SRX7951327	TFs and others	SMARCA4	Lung	NCI-H1944	939	1/416	8/709	-0.779433	-0.209009	0.213041
SRX813771	TFs and others	MED1	Adipocyte	SGBS	3968	1/416	8/709	-0.779433	-0.209009	0.213041
SRX8616981	TFs and others	ESR1	Breast	ZR-75-1	3178	1/416	8/709	-0.779433	-0.209009	0.213041
SRX9562910	TFs and others	MYCN	Muscle	RH-4	623	1/416	8/709	-0.779433	-0.209009	0.213041
SRX9600566	TFs and others	G-quadruplex	Blood	K-562	249	1/416	8/709	-0.779433	-0.209009	0.213041
SRX971586	TFs and others	TP63	Epidermis	Keratinocytes	12496	1/416	8/709	-0.779433	-0.209009	0.213041
SRX9719175	TFs and others	TET2	Breast	MCF-7	3293	1/416	8/709	-0.779433	-0.209009	0.213041
SRX10119382	TFs and others	STAT3	Breast	MCF 10A	5073	22/416	25/709	-0.779361	-0.209009	1.49981
DRX013200	TFs and others	CTCF	Uterus	HeLa	16841	26/416	61/709	-0.778663	-0.208517	0.726434
SRX150105	TFs and others	GTF2B	Lung	IMR-90	1610	26/416	61/709	-0.778663	-0.208517	0.726434
SRX5534865	TFs and others	GATA3	Breast	MCF-7	4155	27/416	32/709	-0.77856	-0.208515	1.43803
SRX5574501	TFs and others	SMARCA4	Blood	CTV-1	15599	54/416	114/709	-0.778454	-0.20851	0.807313
SRX190241	TFs and others	SIN3A	Pancreas	PANC-1	4275	88/416	176/709	-0.777668	-0.208055	0.852163
SRX100542	TFs and others	RAD21	Neural	SK-N-SH	67361	147/416	221/709	-0.777647	-0.208055	1.13365
SRX3800729	TFs and others	RAD21	Breast	T-47D	1805	14/416	14/709	-0.777587	-0.208055	1.70433
SRX7202548	TFs and others	RAD21	Uterus	HEC-1-B	10323	14/416	14/709	-0.777587	-0.208055	1.70433
SRX4367421	TFs and others	TBP	Lung	Bronchial tracheal epithelial cells	1569	21/416	51/709	-0.777328	-0.208	0.701782
SRX5089451	TFs and others	ESR1	Breast	MCF-7	12992	21/416	51/709	-0.777328	-0.208	0.701782
SRX7280995	TFs and others	IKZF1	Blood	JM1	1424	39/416	49/709	-0.776889	-0.207663	1.35651
SRX8984322	TFs and others	RAD21	Bone	A-673	24598	21/416	52/709	-0.776246	-0.207124	0.688286
SRX5661982	TFs and others	CREB1	Kidney	Kidney Cortex	32278	363/416	638/709	-0.774759	-0.205737	0.969703
SRX5089554	TFs and others	BRD4	Breast	MCF-7	10139	39/416	86/709	-0.770893	-0.201995	0.772892
SRX8670127	TFs and others	ASCL1	Neural	SH-SY5Y	92145	188/416	290/709	-0.770812	-0.201995	1.10487
SRX7114558	TFs and others	Epitope tags	Breast	MCF-7	35142	65/416	135/709	-0.770538	-0.201823	0.820602
SRX356665	TFs and others	STAG1	Blood	GM19238	33323	127/416	189/709	-0.770193	-0.20158	1.14524
SRX5323826	TFs and others	FOXA1	Breast	T-47D	13333	13/416	35/709	-0.769567	-0.201158	0.633036
SRX9468654	TFs and others	AR	Prostate	LNCAP	88457	13/416	35/709	-0.769567	-0.201158	0.633036
SRX9867040	TFs and others	CTCF	Blood	CD4+ T cells	22754	227/416	417/709	-0.769372	-0.201066	0.927775
SRX725582	TFs and others	MYB	Blood	Jurkat	30015	288/416	519/709	-0.769162	-0.200958	0.945754
SRX5574354	TFs and others	SPI1	Blood	Monocytes	31053	17/416	43/709	-0.767631	-0.199631	0.673804
SRX7570801	TFs and others	FOXO1	Blood	SU-DHL-4	3456	17/416	43/709	-0.767631	-0.199631	0.673804
SRX360577	TFs and others	NIPBL	Digestive tract	GP5d	2644	47/416	101/709	-0.766938	-0.199121	0.793103
SRX384489	TFs and others	XBP1	Breast	MDA-MB-231	1797	11/416	10/709	-0.766816	-0.199121	1.87476
SRX5719612	TFs and others	CTCF	Blood	Jurkat	955	11/416	10/709	-0.766816	-0.199121	1.87476
SRX10881808	TFs and others	PBRM1	Kidney	G-401	12666	285/416	456/709	-0.766061	-0.198661	1.0652
SRX100493	TFs and others	HEY1	Liver	Hep G2	26419	325/416	528/709	-0.76605	-0.198661	1.04906
SRX100407	TFs and others	PAX5	Blood	GM12878	15730	91/416	181/709	-0.76605	-0.198661	0.856872
SRX190342	TFs and others	USF1	Uterus	ECC-1	15539	131/416	252/709	-0.765343	-0.198056	0.885979
SRX3394525	TFs and others	FLI1	Bone	A-673	28937	66/416	136/709	-0.764779	-0.197594	0.8271
