SRX2198835	TFs and others	LARP7	Uterus	HeLa	31176	78/143	843/955	-18.9115	-14.6385	0.617923
SRX9468670	TFs and others	Epitope tags	Prostate	LNCAP	295	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9522728	TFs and others	MPHOSPH8	Blood	MOLM-13	462	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9522730	TFs and others	MPHOSPH8	Blood	MOLM-13	452	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9528950	TFs and others	Epitope tags	Breast	MCF-7	575	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9548655	TFs and others	QKI	Blood	THP-1	249	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9600635	TFs and others	G-quadruplex	Blood	K-562	331	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9600638	TFs and others	G-quadruplex	Blood	K-562	326	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9628495	TFs and others	JUN	Gonad	SCCOHT-1	317	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9628499	TFs and others	SMARCA4	Gonad	SCCOHT-1	143	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9671288	TFs and others	CCNT1	Blood	K-562	314	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9674617	TFs and others	FOXO1	Unclassified	Unclassified	356	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9683846	TFs and others	NR3C1	Adipocyte	Adipocytes	3168	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9849093	TFs and others	PHF19	Blood	K-562	528	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9849094	TFs and others	PHF19	Blood	K-562	715	12/143	2/955	-8.94654	-8.33071	40.0699
SRX9964512	TFs and others	CDX2	Digestive tract	Caco-2	2485	12/143	2/955	-8.94654	-8.33071	40.0699
SRX1744956	TFs and others	CTCF	Blood	THP-1	21060	49/143	120/955	-8.93661	-8.32097	2.72698
SRX199896	TFs and others	CTCF	Neural	HA-sp	25762	49/143	120/955	-8.93661	-8.32097	2.72698
SRX1967778	TFs and others	CTCF	Epidermis	Keratinocytes	30570	53/143	139/955	-8.92276	-8.30722	2.54641
SRX2166894	TFs and others	CTCF	Neural	Retina	12586	47/143	112/955	-8.91781	-8.30237	2.80251
SRX4001760	TFs and others	CTCF	Blood	Macrophages	13880	37/143	71/955	-8.91124	-8.29589	3.48025
SRX7897898	TFs and others	CTCF	Breast	MDA-MB-231	27451	45/143	103/955	-8.88965	-8.27977	2.91771
SRX243764	TFs and others	PAX5	Blood	L-428	2692	20/143	17/955	-8.88695	-8.27977	7.85685
SRX5848173	TFs and others	CTCF	Blood	K-562	18893	41/143	87/955	-8.88478	-8.27977	3.14726
SRX4001913	TFs and others	RAD21	Blood	THP-1	23591	40/143	83/955	-8.87975	-8.27977	3.21847
SRX3934085	TFs and others	INTS13	Blood	HL-60	15372	72/143	725/955	-8.87436	-8.27977	0.663226
ERX1149056	TFs and others	CTCF	Blood	KU812	195	11/143	1/955	-8.85946	-8.27977	73.4615
ERX1149066	TFs and others	CTCF	Unclassified	Unclassified	152	11/143	1/955	-8.85946	-8.27977	73.4615
ERX1149069	TFs and others	CTCF	Blood	KU812	171	11/143	1/955	-8.85946	-8.27977	73.4615
ERX1149070	TFs and others	CTCF	Blood	KU812	218	11/143	1/955	-8.85946	-8.27977	73.4615
ERX1149081	TFs and others	CTCF	Unclassified	Unclassified	153	11/143	1/955	-8.85946	-8.27977	73.4615
ERX1149084	TFs and others	CTCF	Blood	KU812	168	11/143	1/955	-8.85946	-8.27977	73.4615
ERX1149096	TFs and others	CTCF	Unclassified	Unclassified	145	11/143	1/955	-8.85946	-8.27977	73.4615
ERX1149100	TFs and others	CTCF	Blood	KU812	224	11/143	1/955	-8.85946	-8.27977	73.4615
ERX1149111	TFs and others	CTCF	Unclassified	Unclassified	151	11/143	1/955	-8.85946	-8.27977	73.4615
ERX2242399	TFs and others	ARID1A	Breast	Mammary epithelial cells	129	11/143	1/955	-8.85946	-8.27977	73.4615
ERX626852	TFs and others	CEBPA	Blood	U-937	2667	11/143	1/955	-8.85946	-8.27977	73.4615
ERX626853	TFs and others	SP1	Blood	HL-60	243	11/143	1/955	-8.85946	-8.27977	73.4615
ERX626859	TFs and others	RUNX1	Blood	HL-60	193	11/143	1/955	-8.85946	-8.27977	73.4615
ERX626861	TFs and others	EP300	Blood	HL-60	164	11/143	1/955	-8.85946	-8.27977	73.4615
ERX626875	TFs and others	GATA2	Blood	HL-60	255	11/143	1/955	-8.85946	-8.27977	73.4615
ERX704043	TFs and others	RAD21	Blood	U-937	181	11/143	1/955	-8.85946	-8.27977	73.4615
SRX003842	TFs and others	EZH2	Pluripotent stem cell	ES cells	78	11/143	1/955	-8.85946	-8.27977	73.4615
SRX017704	TFs and others	HDAC2	Blood	CD4+ T cells	59	11/143	1/955	-8.85946	-8.27977	73.4615
SRX022578	TFs and others	ERG	Prostate	Prostate cancer cells	315	11/143	1/955	-8.85946	-8.27977	73.4615
SRX026721	TFs and others	GFP	Pancreas	Pancreatic islets	94	11/143	1/955	-8.85946	-8.27977	73.4615
SRX027903	TFs and others	NR3C1	Uterus	HeLa	1880	11/143	1/955	-8.85946	-8.27977	73.4615
SRX027914	TFs and others	RELA	Uterus	HeLa	203	11/143	1/955	-8.85946	-8.27977	73.4615
SRX036563	TFs and others	ESR1	Breast	MCF-7	62	11/143	1/955	-8.85946	-8.27977	73.4615
SRX088972	TFs and others	Epitope tags	Digestive tract	DLD-1	241	11/143	1/955	-8.85946	-8.27977	73.4615
SRX095386	TFs and others	Epitope tags	Uterus	HeLa	314	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1012698	TFs and others	PGR	Breast	MCF-7	283	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1012700	TFs and others	PGR	Breast	MCF-7	301	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1012701	TFs and others	PGR	Breast	MCF-7	283	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10239462	TFs and others	YTHDC1	Breast	MCF-7	94	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1027444	TFs and others	CEBPB	Others	Mesenchymal stem cells	57600	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10365545	TFs and others	NCOA3	Breast	MCF-7	374	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1053963	TFs and others	HDAC2	Pluripotent stem cell	iPS cells	104	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1054006	TFs and others	HDAC2	Pluripotent stem cell	iPS cells	90	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10756460	TFs and others	TUBG1	Bone	U2OS	97	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10756470	TFs and others	TUBG1	Bone	U2OS	101	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10756481	TFs and others	PCNA	Bone	U2OS	74	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10756485	TFs and others	MCM5	Bone	U2OS	111	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10756491	TFs and others	PCNA	Bone	U2OS	97	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10756499	TFs and others	TUBG1	Bone	U2OS	136	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10756505	TFs and others	TUBG1	Bone	U2OS	105	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10756506	TFs and others	TUBG1	Bone	U2OS	104	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10756519	TFs and others	PCNA	Bone	U2OS	113	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10756520	TFs and others	PCNA	Bone	U2OS	94	11/143	1/955	-8.85946	-8.27977	73.4615
SRX10760647	TFs and others	KDM6A	Blood	MM.1S	394	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1089827	TFs and others	TAL1	Blood	Hematopoietic Stem Cells	437	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1091029	TFs and others	ARNTL	Blood	NOMO-1	62	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1094498	TFs and others	BRD4	Unclassified	Unclassified	244	11/143	1/955	-8.85946	-8.27977	73.4615
SRX11094512	TFs and others	ERG	Neural	CHLA-25	2745	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1161194	TFs and others	NR3C1	Breast	T-47D	303	11/143	1/955	-8.85946	-8.27977	73.4615
SRX116414	TFs and others	CBX2	Blood	K-562	263	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1183809	TFs and others	AR	Prostate	C4-2	325	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1225018	TFs and others	EPCAM	Uterus	RL95-2	548	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1339019	TFs and others	AR	Breast	MDA-MB-453	1349	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1397390	TFs and others	GATA1	Blood	CD34+	113	11/143	1/955	-8.85946	-8.27977	73.4615
SRX144724	TFs and others	BrdU	Uterus	HeLa	398	11/143	1/955	-8.85946	-8.27977	73.4615
SRX144725	TFs and others	BrdU	Uterus	HeLa	896	11/143	1/955	-8.85946	-8.27977	73.4615
SRX150413	TFs and others	GATA1	Blood	PBDEFetal	614	11/143	1/955	-8.85946	-8.27977	73.4615
SRX151941	TFs and others	IRF5	Blood	PBMC	362	11/143	1/955	-8.85946	-8.27977	73.4615
SRX151947	TFs and others	STAT4	Blood	PBMC	344	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1542106	TFs and others	SRPK2	Breast	MCF 10A	121	11/143	1/955	-8.85946	-8.27977	73.4615
SRX155776	TFs and others	HSF1	Digestive tract	Colon cancer	93	11/143	1/955	-8.85946	-8.27977	73.4615
SRX156120	TFs and others	DNMT3B	Pluripotent stem cell	NCCIT	287	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1569778	TFs and others	POU2F1	Prostate	VCaP	886	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1569785	TFs and others	POU2F1	Prostate	LNCAP	288	11/143	1/955	-8.85946	-8.27977	73.4615
SRX157607	TFs and others	HIF1A	Cardiovascular	HUVEC	441	11/143	1/955	-8.85946	-8.27977	73.4615
SRX159092	TFs and others	FOXA1	Liver	HuH-7	350	11/143	1/955	-8.85946	-8.27977	73.4615
SRX159094	TFs and others	FOXA1	Liver	HuH-7	211	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1629234	TFs and others	AR	Prostate	VCaP	3973	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1629235	TFs and others	AR	Prostate	VCaP	2938	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1629240	TFs and others	AR	Prostate	VCaP	1969	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1629250	TFs and others	AR	Prostate	VCaP	2957	11/143	1/955	-8.85946	-8.27977	73.4615
SRX170377	TFs and others	CBX1	Kidney	293	166	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1745724	TFs and others	ESR1	Uterus	Endometrial Stromal Tumors	404	11/143	1/955	-8.85946	-8.27977	73.4615
SRX176057	TFs and others	AR	Prostate	22Rv1	314	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1813575	TFs and others	POU5F1	Lung	MRC-5	89	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1829883	TFs and others	INO80	Epidermis	Melanocytes	310	11/143	1/955	-8.85946	-8.27977	73.4615
SRX186763	TFs and others	CBX2	Blood	K-562	262	11/143	1/955	-8.85946	-8.27977	73.4615
SRX186765	TFs and others	CBX8	Blood	K-562	314	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1995220	TFs and others	ESR1	Breast	MCF-7	127	11/143	1/955	-8.85946	-8.27977	73.4615
SRX1995223	TFs and others	FOXA1	Breast	MCF-7	276	11/143	1/955	-8.85946	-8.27977	73.4615
SRX200052	TFs and others	LMNA	Epidermis	Forearm skin	484	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2009503	TFs and others	EZH2	Neural	SF8628	264	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2009525	TFs and others	EZH2	Neural	Diffuse intrinsic pontine glioma	901	11/143	1/955	-8.85946	-8.27977	73.4615
SRX208486	TFs and others	TP53	Lung	IMR-90	1712	11/143	1/955	-8.85946	-8.27977	73.4615
SRX218217	TFs and others	HSF1	Blood	K-562	243	11/143	1/955	-8.85946	-8.27977	73.4615
SRX220061	TFs and others	PGR	Cardiovascular	HUVEC	421	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2255896	TFs and others	Epitope tags	Kidney	293	1060	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2323892	TFs and others	AFF4	Kidney	293	420	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2323894	TFs and others	KMT2A	Kidney	293	359	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2349630	TFs and others	LMNB1	Blood	BL-2	181	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2353649	TFs and others	AR	Prostate	LNCAP	1000	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2368884	TFs and others	GATA4	Epidermis	BJ	1891	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2382333	TFs and others	EBF3	Neural	SK-N-SH	429	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2382334	TFs and others	EBF3	Neural	SK-N-SH	360	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2464016	TFs and others	EP300	Blood	CD8+ T cells	281	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2493169	TFs and others	AATF	Blood	NALM-6	198	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2510821	TFs and others	SUPT5H	Uterus	HeLa	319	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2524364	TFs and others	MYB	Blood	MV-4-11	220	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2541222	TFs and others	AR	Prostate	Prostate cancer cells	247	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2589938	TFs and others	MPHOSPH8	Blood	K-562	180	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2614802	TFs and others	DNMT3B	Blood	B Lymphoblastoid cell line	490	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2614803	TFs and others	DNMT3B	Blood	B Lymphoblastoid cell line	532	11/143	1/955	-8.85946	-8.27977	73.4615
SRX262149	TFs and others	HSF1	Blood	M0-91	137	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2671843	TFs and others	EP300	Pluripotent stem cell	iPS cells	409	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2708748	TFs and others	Biotin	Pluripotent stem cell	hES BG01V	81	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2731713	TFs and others	SOX2	Lung	Lung cancer cell line	1197	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2897222	TFs and others	ESR1	Breast	Breast cancer cells	626	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2897223	TFs and others	ESR1	Breast	Breast cancer cells	703	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2897226	TFs and others	ESR1	Breast	Breast cancer cells	701	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2897227	TFs and others	ESR1	Breast	Breast cancer cells	502	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2897228	TFs and others	ESR1	Breast	Breast cancer cells	614	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2897230	TFs and others	ESR1	Breast	Breast cancer cells	876	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2897233	TFs and others	ESR1	Breast	Breast cancer cells	796	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2900587	TFs and others	NR3C1	Blood	THP-1	2794	11/143	1/955	-8.85946	-8.27977	73.4615
SRX2993673	TFs and others	NR5A1	Pluripotent stem cell	hESC H9	246	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3011700	TFs and others	MED12	Breast	MCF-7	109	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3087159	TFs and others	TP53	Breast	MCF-7	453	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3102709	TFs and others	ARID2	Kidney	786-O	654	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3110736	TFs and others	ESR1	Breast	MCF-7	454	11/143	1/955	-8.85946	-8.27977	73.4615
SRX312242	TFs and others	TFAM	Uterus	HeLa	455	11/143	1/955	-8.85946	-8.27977	73.4615
SRX326379	TFs and others	NUP98	Lung	IMR-90	465	11/143	1/955	-8.85946	-8.27977	73.4615
SRX326882	TFs and others	ERG	Prostate	VCaP	1332	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3271008	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	52	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3288980	TFs and others	IRF3	Lung	Bronchial tracheal epithelial cells	72	11/143	1/955	-8.85946	-8.27977	73.4615
SRX329084	TFs and others	BCL10	Lung	IMR-90	1064	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3292074	TFs and others	TFAP2A	Pluripotent stem cell	hESC derived trophoblast cells	272	11/143	1/955	-8.85946	-8.27977	73.4615
SRX330072	TFs and others	Epitope tags	Breast	MCF-7	735	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3366987	TFs and others	AR	Prostate	LNCAP	1084	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3366990	TFs and others	AR	Prostate	LNCAP	6631	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3367070	TFs and others	SOX2	Digestive tract	TE-5	308	11/143	1/955	-8.85946	-8.27977	73.4615
SRX338783	TFs and others	PPARG	Cardiovascular	HUVEC	248	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3417632	TFs and others	VDR	Digestive tract	Colonic organoids	629	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3447353	TFs and others	ESR1	Breast	MCF-7	358	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3452546	TFs and others	EZH2	Prostate	LNCAP	368	11/143	1/955	-8.85946	-8.27977	73.4615
SRX346931	TFs and others	PPARG	Cardiovascular	HUVEC	385	11/143	1/955	-8.85946	-8.27977	73.4615
SRX346932	TFs and others	PPARG	Cardiovascular	HUVEC	403	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3472387	TFs and others	KDM6A	Pluripotent stem cell	hESC H9	340	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3541096	TFs and others	ESR1	Breast	MCF-7	644	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3541104	TFs and others	ESR1	Breast	MCF-7	857	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3541111	TFs and others	ESR1	Breast	MCF-7	2527	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3541113	TFs and others	SUMO2	Breast	MCF-7	815	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3541116	TFs and others	SUMO2	Breast	MCF-7	688	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3541117	TFs and others	SUMO2	Breast	MCF-7	532	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3554401	TFs and others	ESR1	Breast	MDA-MB-134-VI	423	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359823	TFs and others	EVX1	Digestive tract	LoVo	64	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359839	TFs and others	HNF1A	Digestive tract	LoVo	360	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359840	TFs and others	HNF1B	Digestive tract	LoVo	217	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359841	TFs and others	HOXA11	Digestive tract	LoVo	325	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359844	TFs and others	HOXB5	Digestive tract	LoVo	227	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359845	TFs and others	HOXD11	Digestive tract	LoVo	180	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359852	TFs and others	IRF4	Digestive tract	LoVo	268	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359856	TFs and others	KLF13	Digestive tract	LoVo	191	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359860	TFs and others	LHX4	Digestive tract	LoVo	316	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359872	TFs and others	NKX2-8	Digestive tract	LoVo	435	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359881	TFs and others	ATF6	Digestive tract	LoVo	82	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359896	TFs and others	HOXD11	Digestive tract	LoVo	244	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359912	TFs and others	NR2E3	Digestive tract	LoVo	74	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359917	TFs and others	RELB	Digestive tract	LoVo	77	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359948	TFs and others	NR1D1	Digestive tract	LoVo	91	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359957	TFs and others	STAT1	Digestive tract	LoVo	191	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359993	TFs and others	DMRT2	Digestive tract	LoVo	485	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359996	TFs and others	ELF4	Digestive tract	LoVo	441	11/143	1/955	-8.85946	-8.27977	73.4615
SRX359997	TFs and others	FOSL1	Digestive tract	LoVo	319	11/143	1/955	-8.85946	-8.27977	73.4615
SRX360001	TFs and others	GRHL2	Digestive tract	LoVo	302	11/143	1/955	-8.85946	-8.27977	73.4615
SRX360016	TFs and others	NFE2L1	Digestive tract	LoVo	361	11/143	1/955	-8.85946	-8.27977	73.4615
SRX360037	TFs and others	RFX7	Digestive tract	LoVo	366	11/143	1/955	-8.85946	-8.27977	73.4615
SRX360038	TFs and others	RLF	Digestive tract	LoVo	333	11/143	1/955	-8.85946	-8.27977	73.4615
SRX360039	TFs and others	SKI	Digestive tract	LoVo	373	11/143	1/955	-8.85946	-8.27977	73.4615
SRX360040	TFs and others	SNAPC4	Digestive tract	LoVo	307	11/143	1/955	-8.85946	-8.27977	73.4615
SRX360048	TFs and others	YBX1	Digestive tract	LoVo	335	11/143	1/955	-8.85946	-8.27977	73.4615
SRX360052	TFs and others	ZBTB4	Digestive tract	LoVo	299	11/143	1/955	-8.85946	-8.27977	73.4615
SRX360594	TFs and others	RFX2	Digestive tract	GP5d	51	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3630660	TFs and others	FOXO3	Pluripotent stem cell	iPS derived neural cells	323	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3862455	TFs and others	GATA3	Breast	T-47D	229	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3862458	TFs and others	GATA3	Breast	T-47D	301	11/143	1/955	-8.85946	-8.27977	73.4615
SRX386755	TFs and others	SMARCC1	Breast	MCF-7	70	11/143	1/955	-8.85946	-8.27977	73.4615
SRX386757	TFs and others	SMARCC1	Breast	MCF-7	49	11/143	1/955	-8.85946	-8.27977	73.4615
SRX392814	TFs and others	EP300	Blood	GM12878	300	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3944784	TFs and others	Epitope tags	Lung	HS-SY-II	309	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3944787	TFs and others	Epitope tags	Lung	HS-SY-II	283	11/143	1/955	-8.85946	-8.27977	73.4615
SRX3962744	TFs and others	LMNA	Unclassified	Unclassified	89	11/143	1/955	-8.85946	-8.27977	73.4615
SRX396819	TFs and others	ESR1	Breast	MCF-7	800	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4001478	TFs and others	BRD2	Lung	NCI-H23	482	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4065343	TFs and others	SOX9	Pluripotent stem cell	hESC derived retinal cells	304	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4065346	TFs and others	SOX9	Pluripotent stem cell	hESC derived retinal cells	234	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4096871	TFs and others	GATAD2B	Breast	HCC3153	636	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4172739	TFs and others	GATA1	Digestive tract	HCT 116	529	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4394226	TFs and others	SUPT16H	Muscle	Myotube	342	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4405899	TFs and others	POU5F1	Pluripotent stem cell	hESC H9	355	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4409572	TFs and others	MYC	Neural	SH-EP	418	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4502345	TFs and others	CDK11A	Digestive tract	HCT 116	271	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4561218	TFs and others	ANAPC1	Breast	MCF-7	1179	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4561221	TFs and others	CDC16	Breast	MCF-7	1082	11/143	1/955	-8.85946	-8.27977	73.4615
SRX457212	TFs and others	ESR1	Breast	MCF-7	191	11/143	1/955	-8.85946	-8.27977	73.4615
SRX457214	TFs and others	ESR1	Breast	MCF-7	228	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4599904	TFs and others	EZH2	Kidney	293	398	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4663584	TFs and others	ESR1	Breast	MCF-7	3487	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4663591	TFs and others	NCOA3	Breast	MCF-7	1609	11/143	1/955	-8.85946	-8.27977	73.4615
SRX471215	TFs and others	MBD2	Breast	MCF-7	105	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4714459	TFs and others	GTF3C2	Breast	MCF 10A	189	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4743489	TFs and others	GFP	Liver	Hep G2	468	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4745245	TFs and others	Epitope tags	Kidney	293	599	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4745251	TFs and others	Epitope tags	Kidney	293	664	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4781483	TFs and others	BRD3	Blood	Chronic myeloid leukemia	240	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4781501	TFs and others	BRD4	Blood	Chronic myeloid leukemia	165	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4894935	TFs and others	RELA	Kidney	293	233	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4931248	TFs and others	KMT2A	Kidney	293	361	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4931254	TFs and others	KMT2A	Kidney	293	401	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4931256	TFs and others	KMT2A	Breast	MCF-7	283	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4957969	TFs and others	TERF1	Muscle	Muscle, Smooth	116	11/143	1/955	-8.85946	-8.27977	73.4615
SRX4964897	TFs and others	ISL1	Digestive tract	SGC-7901	452	11/143	1/955	-8.85946	-8.27977	73.4615
SRX497604	TFs and others	AR	Prostate	VCaP	53115	11/143	1/955	-8.85946	-8.27977	73.4615
SRX503340	TFs and others	KSHV LANA	Blood	BCBL1	453	11/143	1/955	-8.85946	-8.27977	73.4615
SRX5089514	TFs and others	SMARCA4	Breast	MCF-7	272	11/143	1/955	-8.85946	-8.27977	73.4615
SRX5089526	TFs and others	SMARCA4	Breast	MCF-7	291	11/143	1/955	-8.85946	-8.27977	73.4615
SRX5089535	TFs and others	ARID2	Breast	MCF-7	1071	11/143	1/955	-8.85946	-8.27977	73.4615
SRX5089784	TFs and others	SATB1	Breast	MCF 10A	15302	11/143	1/955	-8.85946	-8.27977	73.4615
SRX5124832	TFs and others	FOXA1	Prostate	LNCAP	1035	11/143	1/955	-8.85946	-8.27977	73.4615
SRX5124847	TFs and others	TLE3	Prostate	LNCAP	1232	11/143	1/955	-8.85946	-8.27977	73.4615
SRX5162247	TFs and others	CREBBP	Placenta	Cytotrophoblast	193	11/143	1/955	-8.85946	-8.27977	73.4615
SRX5162253	TFs and others	HDAC1	Placenta	Cytotrophoblast	170	11/143	1/955	-8.85946	-8.27977	73.4615
