SRX1674506	TFs and others	MBD3	Uterus	HeLa	35004	451/2546	33/81	-5.56821	-1.52124	0.4348
SRX328777	TFs and others	GATA6	Digestive tract	LS-174T	2001	23/2546	2/81	-0.747179	-0.0437596	0.365868
SRX5251428	TFs and others	ESR1	Breast	T-47D	1206	23/2546	2/81	-0.747179	-0.0437596	0.365868
SRX5716468	TFs and others	SMARCA2	Neural	Neural progenitor cells	2016	23/2546	2/81	-0.747179	-0.0437596	0.365868
SRX7692227	TFs and others	Epitope tags	Kidney	293	962	23/2546	2/81	-0.747179	-0.0437596	0.365868
SRX5624369	TFs and others	SREBF2	Blood	Macrophages	31892	1760/2546	50/81	-0.746164	-0.0428922	1.11987
SRX1431738	TFs and others	SPI1	Blood	K-562	4624	82/2546	0/81	-0.745111	-0.0421364	inf
SRX667405	TFs and others	Epitope tags	Breast	MCF-7	789	82/2546	0/81	-0.745111	-0.0421364	inf
SRX3931096	TFs and others	GRHL2	Breast	MCF-7	10819	237/2546	11/81	-0.744488	-0.0417259	0.68546
SRX100435	TFs and others	IRF4	Blood	GM12878	13240	248/2546	4/81	-0.744327	-0.0417259	1.97251
SRX9556503	TFs and others	GATA3	Breast	MDA-MB-231	17166	333/2546	15/81	-0.744257	-0.0417259	0.706284
SRX2513520	TFs and others	ESR1	Breast	MCF-7	23683	177/2546	9/81	-0.744057	-0.0417226	0.625687
SRX5323820	TFs and others	STAT3	Breast	T-47D	4190	250/2546	4/81	-0.743958	-0.0417226	1.98841
SRX6483133	TFs and others	ARID2	Neural	NGP	1792	245/2546	4/81	-0.743781	-0.041692	1.94864
SRX1424886	TFs and others	CXXC1	Blood	SEM	13146	790/2546	31/81	-0.743344	-0.0414041	0.810759
SRX6371944	TFs and others	BRCA2	Kidney	hTERT-HME1	2769	121/2546	1/81	-0.743173	-0.0413809	3.84957
SRX4802347	TFs and others	HIF1A	Kidney	RCC4	1767	122/2546	1/81	-0.742787	-0.0411415	3.88138
SRX3230395	TFs and others	PAXIP1	Liver	Hep G2	9583	124/2546	1/81	-0.741175	-0.0396778	3.94501
SRX022392	TFs and others	VDR	Blood	Lymphoblastoid cell line	2702	83/2546	0/81	-0.740644	-0.0394416	inf
SRX4677289	TFs and others	FOXA2	Pancreas	PANC-1	4841	83/2546	0/81	-0.740644	-0.0394416	inf
SRX3856997	TFs and others	JUN	Breast	MDA-MB-231	34692	1958/2546	57/81	-0.740421	-0.0393643	1.09286
SRX795223	TFs and others	BRD4	Breast	SUM 159PT	2547	126/2546	1/81	-0.738479	-0.0384568	4.00864
SRX173209	TFs and others	NR3C1	Prostate	LNCAP	11311	45/2546	3/81	-0.738044	-0.0384568	0.477219
SRX189084	TFs and others	CTCF	Lung	WI-38	1058	45/2546	3/81	-0.738044	-0.0384568	0.477219
SRX2578891	TFs and others	NCOA1	Breast	MDA-MB-231	723	45/2546	3/81	-0.738044	-0.0384568	0.477219
SRX5089533	TFs and others	ARID2	Breast	MCF-7	2419	45/2546	3/81	-0.738044	-0.0384568	0.477219
SRX5974577	TFs and others	GATA1	Blood	K-562	13107	45/2546	3/81	-0.738044	-0.0384568	0.477219
SRX8406530	TFs and others	FOXA1	Prostate	Prostatic Neoplasms, Castration-Resistant	6111	45/2546	3/81	-0.738044	-0.0384568	0.477219
SRX8602204	TFs and others	IRF4	Blood	OCI-LY-3	1056	45/2546	3/81	-0.738044	-0.0384568	0.477219
SRX8976674	TFs and others	HDAC3	Digestive tract	KYSE-410	1328	45/2546	3/81	-0.738044	-0.0384568	0.477219
SRX9674317	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	5884	45/2546	3/81	-0.738044	-0.0384568	0.477219
SRX8536130	TFs and others	NFYB	Blood	HUDEP-2	8287	819/2546	20/81	-0.737739	-0.0383437	1.30281
SRX10218287	TFs and others	GATA1	Blood	HUDEP-2	21549	179/2546	9/81	-0.73749	-0.0383437	0.632757
SRX1885188	TFs and others	FOXA1	Prostate	LNCAP	74914	179/2546	9/81	-0.73749	-0.0383437	0.632757
SRX027401	TFs and others	E2F4	Adipocyte	Adipocytes	1534	258/2546	4/81	-0.736817	-0.0378169	2.05204
SRX8670128	TFs and others	ASCL1	Neural	SH-SY5Y	76812	813/2546	20/81	-0.736412	-0.0375907	1.29326
SRX10120408	TFs and others	TRIB3	Liver	Hep G2	8312	79/2546	5/81	-0.735857	-0.0375907	0.502671
SRX4976909	TFs and others	TP63	Epidermis	Keratinocytes	21740	79/2546	5/81	-0.735857	-0.0375907	0.502671
SRX895434	TFs and others	SUMO2	Blood	K-562	1032	79/2546	5/81	-0.735857	-0.0375907	0.502671
SRX8976686	TFs and others	NCOR2	Digestive tract	KYSE-410	1267	79/2546	5/81	-0.735857	-0.0375907	0.502671
SRX159128	TFs and others	ZNF143	Uterus	HeLa	1561	251/2546	12/81	-0.735314	-0.0371936	0.665456
SRX092453	TFs and others	RBPJ	Blood	IB4	7642	128/2546	1/81	-0.734745	-0.0367712	4.07227
DRX300415	TFs and others	JADE3	Kidney	293	11306	180/2546	9/81	-0.733989	-0.0361612	0.636292
SRX4192882	TFs and others	JUNB	Breast	MCF 10A	26251	252/2546	12/81	-0.733683	-0.0361476	0.668107
SRX9468654	TFs and others	AR	Prostate	LNCAP	88457	252/2546	12/81	-0.733683	-0.0361476	0.668107
SRX4377558	TFs and others	BRD4	Breast	MDA-MB-231	13498	822/2546	32/81	-0.73201	-0.0346814	0.817238
SRX6860646	TFs and others	FOXA1	Breast	T-47D	25089	253/2546	12/81	-0.731925	-0.0346814	0.670758
SRX8976687	TFs and others	NCOR2	Digestive tract	KYSE-410	1220	80/2546	5/81	-0.730769	-0.0340928	0.509034
SRX9562889	TFs and others	PBRM1	Muscle	RH-4	2650	80/2546	5/81	-0.730769	-0.0340928	0.509034
SRX3372020	TFs and others	ETV1	Digestive tract	GIST48	4963	181/2546	9/81	-0.730349	-0.0340928	0.639827
SRX3923523	TFs and others	FOXA1	Breast	ZR-75-1	20288	181/2546	9/81	-0.730349	-0.0340928	0.639827
SRX6780878	TFs and others	CRTC1	Pluripotent stem cell	iPS derived neural cells	3711	607/2546	14/81	-0.730073	-0.0340928	1.37939
SRX186617	TFs and others	RCOR1	Lung	IMR-90	4183	130/2546	1/81	-0.730025	-0.0340928	4.1359
SRX2880134	TFs and others	KDM6A	Breast	CAL-51	1332	130/2546	1/81	-0.730025	-0.0340928	4.1359
SRX3589924	TFs and others	STAG2	Breast	MCF 10A	7890	130/2546	1/81	-0.730025	-0.0340928	4.1359
SRX9258677	TFs and others	CPSF3L	Kidney	293	1822	130/2546	1/81	-0.730025	-0.0340928	4.1359
SRX4377535	TFs and others	BRD4	Breast	MDA-MB-231	13592	827/2546	32/81	-0.727322	-0.0315365	0.822209
SRX4472654	TFs and others	EP300	Blood	Kasumi-1	12179	453/2546	19/81	-0.727033	-0.0315153	0.758527
SRX1027437	TFs and others	CEBPB	Others	Mesenchymal stem cells	24793	182/2546	9/81	-0.726576	-0.0315153	0.643362
SRX542553	TFs and others	MYC	Blood	P493-6	1670	182/2546	9/81	-0.726576	-0.0315153	0.643362
SRX8616851	TFs and others	JUNB	Lung	A549	5075	182/2546	9/81	-0.726576	-0.0315153	0.643362
SRX8616857	TFs and others	JUND	Lung	A549	3242	182/2546	9/81	-0.726576	-0.0315153	0.643362
SRX360059	TFs and others	ZNF280D	Digestive tract	LoVo	1372	256/2546	12/81	-0.725917	-0.0312097	0.678712
SRX1878903	TFs and others	MYCN	Muscle	Rh-4	786	81/2546	5/81	-0.725399	-0.0312097	0.515397
SRX361198	TFs and others	TP53	Bone	Saos-2	647	81/2546	5/81	-0.725399	-0.0312097	0.515397
SRX5432861	TFs and others	MAX	Breast	MDA-MB-231	622	81/2546	5/81	-0.725399	-0.0312097	0.515397
SRX7807100	TFs and others	CEBPB	Unclassified	Unclassified	13626	81/2546	5/81	-0.725399	-0.0312097	0.515397
SRX8976678	TFs and others	HDAC3	Digestive tract	KYSE-410	2535	81/2546	5/81	-0.725399	-0.0312097	0.515397
SRX1067070	TFs and others	AR	Prostate	LHSAR	64537	454/2546	19/81	-0.724988	-0.030944	0.760202
SRX3230403	TFs and others	TCF25	Liver	Hep G2	21098	841/2546	21/81	-0.724462	-0.0306232	1.2741
SRX3437460	TFs and others	NRF1	Uterus	HeLa	888	126/2546	7/81	-0.724377	-0.0306232	0.572663
SRX1389379	TFs and others	FOXA1	Pancreas	CFPAC-1	20081	257/2546	12/81	-0.723679	-0.0301053	0.681363
SRX369137	TFs and others	MED1	Blood	CUTLL1	7144	470/2546	10/81	-0.723509	-0.0301053	1.49529
SRX5574470	TFs and others	SMARCA4	Blood	CTV-1	20689	469/2546	10/81	-0.723415	-0.0301053	1.49211
SRX7054938	TFs and others	ERG	Cardiovascular	HAEC	7312	343/2546	15/81	-0.723281	-0.0301053	0.727494
SRX037417	TFs and others	PRAME	Blood	K-562	3110	467/2546	10/81	-0.722979	-0.0299881	1.48574
SRX1477661	TFs and others	Epitope tags	Lung	MRC-5	5921	455/2546	19/81	-0.722875	-0.0299881	0.761876
SRX3110718	TFs and others	ESR1	Breast	MCF-7	4562	183/2546	9/81	-0.722676	-0.0299331	0.646897
SRX3460918	TFs and others	MTA2	Blood	Pre-B cells	9676	465/2546	10/81	-0.722212	-0.0298966	1.47938
SRX7805369	TFs and others	ZNF711	Prostate	22Rv1	3620	258/2546	12/81	-0.721327	-0.0298966	0.684014
SRX10003070	TFs and others	MSX2	Placenta	Trophoblast stem cells	5944	24/2546	2/81	-0.720724	-0.0298966	0.381775
SRX1012746	TFs and others	ESR1	Breast	MCF-7	1785	24/2546	2/81	-0.720724	-0.0298966	0.381775
SRX1531777	TFs and others	MED1	Liver	Hep G2	1378	24/2546	2/81	-0.720724	-0.0298966	0.381775
SRX2452431	TFs and others	ETS1	Cardiovascular	HUVEC	104	24/2546	2/81	-0.720724	-0.0298966	0.381775
SRX3581504	TFs and others	CHD7	Pluripotent stem cell	iPS cells	11338	24/2546	2/81	-0.720724	-0.0298966	0.381775
SRX4937334	TFs and others	KAT2A	Digestive tract	HCT 116	461	24/2546	2/81	-0.720724	-0.0298966	0.381775
SRX8041960	TFs and others	AR	Prostate	MR42D	3265	24/2546	2/81	-0.720724	-0.0298966	0.381775
SRX8406507	TFs and others	FOXA1	Prostate	Prostate	3194	24/2546	2/81	-0.720724	-0.0298966	0.381775
SRX471876	TFs and others	ERG	Prostate	VCaP	6897	621/2546	25/81	-0.72015	-0.0298966	0.790275
SRX11220466	TFs and others	TRIM28	Digestive tract	HT-29	2395	82/2546	5/81	-0.719766	-0.0298966	0.52176
SRX1492212	TFs and others	RUNX1	Blood	Jurkat	7020	82/2546	5/81	-0.719766	-0.0298966	0.52176
SRX5287696	TFs and others	ESR1	Breast	MCF-7	10105	82/2546	5/81	-0.719766	-0.0298966	0.52176
SRX8406506	TFs and others	FOXA1	Prostate	Prostate	5083	82/2546	5/81	-0.719766	-0.0298966	0.52176
SRX2578893	TFs and others	NCOA1	Breast	MDA-MB-231	3358	46/2546	3/81	-0.719758	-0.0298966	0.487824
SRX361224	TFs and others	GATA3	Breast	T-47D	5459	46/2546	3/81	-0.719758	-0.0298966	0.487824
SRX4404419	TFs and others	MYCN	Prostate	22Rv1	566	46/2546	3/81	-0.719758	-0.0298966	0.487824
SRX6602370	TFs and others	ARNTL	Neural	Neural Stem Cells	1311	46/2546	3/81	-0.719758	-0.0298966	0.487824
SRX8616820	TFs and others	FOSL1	Lung	A549	1035	46/2546	3/81	-0.719758	-0.0298966	0.487824
SRX1389378	TFs and others	ELF3	Pancreas	CFPAC-1	15006	471/2546	20/81	-0.719171	-0.0297764	0.749234
SRX212662	TFs and others	IRF1	Blood	Monocytes-CD14+	13194	184/2546	9/81	-0.718655	-0.0297764	0.650432
SRX8380464	TFs and others	BRD4	Uterus	HeLa	35757	2074/2546	61/81	-0.7183	-0.0297764	1.0817
SRX971780	TFs and others	KMT2D	Blood	OCI-LY-7	20210	1688/2546	48/81	-0.718224	-0.0297764	1.11881
SRX8337458	TFs and others	NFYA	Blood	HUDEP-1	4774	880/2546	22/81	-0.718136	-0.0297764	1.27258
SRX10365532	TFs and others	ESR1	Breast	MCF-7	20957	128/2546	7/81	-0.717865	-0.0297764	0.581753
SRX383817	TFs and others	FOXA1	Prostate	LNCAP	29337	128/2546	7/81	-0.717865	-0.0297764	0.581753
SRX4213899	TFs and others	YAP1	Breast	MCF 10A	4785	128/2546	7/81	-0.717865	-0.0297764	0.581753
SRX667984	TFs and others	FOXA1	Prostate	VCaP	68933	128/2546	7/81	-0.717865	-0.0297764	0.581753
SRX3031982	TFs and others	BRD4	Blood	MV-4-11	47241	1669/2546	47/81	-0.717535	-0.0297764	1.12976
SRX1287846	TFs and others	CDK8	Blood	MOLM-14	50649	1667/2546	47/81	-0.716811	-0.0297764	1.1284
SRX6860640	TFs and others	FOXA1	Breast	T-47D	20584	260/2546	12/81	-0.716295	-0.0297764	0.689317
SRX190260	TFs and others	REST	Pluripotent stem cell	hESC derived neural cells	22218	874/2546	22/81	-0.716107	-0.0297764	1.26391
SRX5409710	TFs and others	NETO2	Blood	Kasumi-1	8998	346/2546	15/81	-0.715319	-0.0297764	0.733857
SRX5089390	TFs and others	ARID1A	Breast	MCF-7	12064	475/2546	20/81	-0.715228	-0.0297764	0.755597
SRX7044869	TFs and others	MAZ	Blood	Erythroid Cells	1769	360/2546	7/81	-0.714842	-0.0297764	1.63618
SRX190198	TFs and others	ATF2	Pluripotent stem cell	hESC H1	5733	362/2546	7/81	-0.714529	-0.0297764	1.64527
SRX1156535	TFs and others	SMARCA4	Breast	MDA-MB-231	17865	129/2546	7/81	-0.714306	-0.0297764	0.586298
SRX8406529	TFs and others	FOXA1	Prostate	Prostatic Neoplasms, Castration-Resistant	20926	129/2546	7/81	-0.714306	-0.0297764	0.586298
SRX016975	TFs and others	TP73	Bone	Saos-2	9202	83/2546	5/81	-0.713888	-0.0297764	0.528123
SRX1156538	TFs and others	SMARCA4	Breast	MDA-MB-231	30761	83/2546	5/81	-0.713888	-0.0297764	0.528123
SRX1948680	TFs and others	TEAD4	Neural	SK-N-BE(2)	29268	83/2546	5/81	-0.713888	-0.0297764	0.528123
SRX5286308	TFs and others	AR	Prostate	LNCAP	31216	83/2546	5/81	-0.713888	-0.0297764	0.528123
SRX080341	TFs and others	CTCF	Epidermis	AG04449	33918	355/2546	7/81	-0.713856	-0.0297764	1.61346
SRX190210	TFs and others	REST	Blood	HL-60	9597	355/2546	7/81	-0.713856	-0.0297764	1.61346
SRX3931033	TFs and others	FOXA1	Breast	MCF-7	23888	261/2546	12/81	-0.71362	-0.0297764	0.691968
SRX4473687	TFs and others	SMARCC1	Gonad	BIN-67	9375	642/2546	26/81	-0.712179	-0.0297764	0.785576
SRX5574364	TFs and others	SPI1	Blood	Dendritic Cells	64281	367/2546	7/81	-0.712007	-0.0297764	1.66799
SRX334259	TFs and others	E2F1	Unclassified	Unclassified	2426	368/2546	7/81	-0.71121	-0.0297764	1.67254
SRX5574462	TFs and others	SPI1	Blood	CTV-1	33498	368/2546	7/81	-0.71121	-0.0297764	1.67254
SRX4065875	TFs and others	CTCF	Breast	MCF-7	32925	1902/2546	55/81	-0.71108	-0.0297764	1.10021
SRX5824550	TFs and others	BRD7	Breast	SUM 159PT	12139	262/2546	12/81	-0.710844	-0.0297764	0.694619
SRX5195715	TFs and others	ARID1A	Uterus	Endometrial epithelial cells	5690	130/2546	7/81	-0.710554	-0.0297764	0.590843
SRX5289970	TFs and others	NR3C1	Lung	BEAS-2B	1661	130/2546	7/81	-0.710554	-0.0297764	0.590843
SRX7202557	TFs and others	CTCF	Uterus	HEC-1-B	11963	130/2546	7/81	-0.710554	-0.0297764	0.590843
SRX099230	TFs and others	GATA1	Blood	PBMC	10143	186/2546	9/81	-0.71027	-0.0297764	0.657502
SRX10484572	TFs and others	KMT2A	Others	Acute lymphoid leukemia	1939	186/2546	9/81	-0.71027	-0.0297764	0.657502
SRX6860651	TFs and others	FOXA1	Breast	T-47D	17054	186/2546	9/81	-0.71027	-0.0297764	0.657502
SRX9029197	TFs and others	SPI1	Blood	Neutrophils	20003	915/2546	23/81	-0.710248	-0.0297764	1.26567
SRX4473672	TFs and others	SMARCC1	Gonad	BIN-67	14141	646/2546	26/81	-0.709732	-0.0297764	0.790471
SRX1165108	TFs and others	Epitope tags	Breast	MCF-7	38500	361/2546	16/81	-0.709332	-0.0297764	0.717817
SRX096358	TFs and others	Epitope tags	Bone	EWS502	16890	909/2546	35/81	-0.709293	-0.0297764	0.826271
SRX1490931	TFs and others	RB1	Prostate	LNCAP	2821	480/2546	20/81	-0.708633	-0.0297764	0.763551
SRX1067071	TFs and others	AR	Prostate	LHSAR	59859	362/2546	16/81	-0.708252	-0.0297764	0.719806
SRX159134	TFs and others	ZNF76	Kidney	293	2748	263/2546	12/81	-0.70797	-0.0297764	0.69727
SRX643472	TFs and others	ERG	Prostate	VCaP	2978	263/2546	12/81	-0.70797	-0.0297764	0.69727
SRX2404133	TFs and others	RELA	Others	Detroit 562	4353	84/2546	5/81	-0.707784	-0.0297764	0.534485
SRX3401273	TFs and others	TRPS1	Breast	MCF-7	14374	84/2546	5/81	-0.707784	-0.0297764	0.534485
SRX6487051	TFs and others	FOXA1	Breast	MCF-7	5992	84/2546	5/81	-0.707784	-0.0297764	0.534485
SRX8976677	TFs and others	HDAC3	Digestive tract	KYSE-410	2574	84/2546	5/81	-0.707784	-0.0297764	0.534485
SRX4611694	TFs and others	ESR1	Breast	MCF-7	47248	481/2546	20/81	-0.707102	-0.0297764	0.765141
SRX8037077	TFs and others	KLF5	Digestive tract	HT-29	20557	1642/2546	58/81	-0.7071	-0.0297764	0.900683
SRX2188691	TFs and others	BRCA1	Bone	U2OS	875	131/2546	7/81	-0.70662	-0.0297764	0.595388
SRX3229132	TFs and others	ESR1	Breast	Breast cancer	6678	131/2546	7/81	-0.70662	-0.0297764	0.595388
SRX378797	TFs and others	CDK6	Uterus	KB	1611	131/2546	7/81	-0.70662	-0.0297764	0.595388
SRX6896408	TFs and others	GRHL2	Breast	T-47D	7873	131/2546	7/81	-0.70662	-0.0297764	0.595388
SRX8616802	TFs and others	JUN	Lung	A549	2331	131/2546	7/81	-0.70662	-0.0297764	0.595388
SRX1161185	TFs and others	ESR1	Breast	ZR-75-1	19561	187/2546	9/81	-0.705917	-0.0297764	0.661037
SRX5234508	TFs and others	SMARCA4	Kidney	TTC1240	23695	482/2546	20/81	-0.705502	-0.0297764	0.766732
SRX016327	TFs and others	ESR1	Breast	MCF-7	1738	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX045434	TFs and others	VDR	Blood	THP-1	302	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX096349	TFs and others	TCF4	Digestive tract	LS-180	594	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX10003072	TFs and others	MSX2	Placenta	Trophoblast stem cells	1919	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX1027441	TFs and others	ATF4	Others	Mesenchymal stem cells	986	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX1032965	TFs and others	FOS	Blood	Acute myeloid leukemia	386	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX1131572	TFs and others	BRD4	Breast	T-47D	1299	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX130090	TFs and others	SMAD3	Pluripotent stem cell	hESC derived mesendodermal cells	557	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX1491921	TFs and others	Epitope tags	Blood	Lymphoblastoid cell line	761	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX1642494	TFs and others	BRD9	Blood	NOMO-1	846	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX1650255	TFs and others	NR3C1	Lung	A549	255	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX1744213	TFs and others	PGBD5	Kidney	Rhabdoid Tumor	236	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX186643	TFs and others	HDAC2	Blood	K-562	804	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX2541243	TFs and others	AR	Prostate	VCaP	3852	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX2901941	TFs and others	ESR1	Uterus	Ishikawa	516	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX3346353	TFs and others	RELA	Kidney	786-O	211	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX3445803	TFs and others	MCRS1	Liver	Hep G2	262	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX360060	TFs and others	ZNF395	Digestive tract	LoVo	168	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX360580	TFs and others	RFX2	Digestive tract	GP5d	197	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX360584	TFs and others	HNF4A	Digestive tract	GP5d	409	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX377960	TFs and others	ZFHX4	Neural	Glioblastoma	591	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX385395	TFs and others	Epitope tags	Blood	U-937	144	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX3990976	TFs and others	PGR	Breast	T-47D	323	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX4096862	TFs and others	GATAD2A	Breast	HCC3153	361	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX4107934	TFs and others	DTL	Bone	U2OS	21364	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX4116058	TFs and others	ESR1	Uterus	Endometrium cancer	269	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX471207	TFs and others	AR	Prostate	LNCAP	3985	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX5076290	TFs and others	ZBTB7A	Prostate	VCaP	444	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX5128105	TFs and others	ESR1	Breast	ZR-75-1	1453	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX5203302	TFs and others	ESR1	Breast	MCF-7	716	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX5286344	TFs and others	SOX2	Pluripotent stem cell	hESC WIBR2	2756	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX6076676	TFs and others	HNF4A	Digestive tract	ESO-26	301	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX6473443	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	880	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX6831820	TFs and others	NCOA3	Breast	MCF 10A	940	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX6831821	TFs and others	NCOA3	Breast	MCF 10A	1028	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX6852821	TFs and others	POU3F2	Lung	NCI-H520	64	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX6860634	TFs and others	RNF2	Breast	T-47D	1074	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX6860650	TFs and others	RNF2	Breast	T-47D	759	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX8122235	TFs and others	LMO2	Pluripotent stem cell	hESC H9	1317	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX8616351	TFs and others	KSHV LANA	Blood	BCBL1	214	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX9045664	TFs and others	TP53	Blood	Erythroblasts	1235	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX971589	TFs and others	EP300	Epidermis	Keratinocytes	503	6/2546	1/81	-0.705379	-0.0297764	0.190888
SRX3110775	TFs and others	SMC3	Uterus	HeLa	11106	132/2546	7/81	-0.702511	-0.0276622	0.599933
SRX5391683	TFs and others	RAD21	Blood	Neutrophils	21264	941/2546	24/81	-0.702148	-0.0276622	1.2474
SRX2559011	TFs and others	RAD21	Cardiovascular	HUVEC	14884	47/2546	3/81	-0.702021	-0.0276622	0.498429
SRX2937345	TFs and others	SMARCA4	Blood	J-Lat A72	927	47/2546	3/81	-0.702021	-0.0276622	0.498429
SRX698187	TFs and others	LMO3	Blood	Kasumi-1	4362	47/2546	3/81	-0.702021	-0.0276622	0.498429
SRX730438	TFs and others	NCAPG	Breast	MCF-7	1143	47/2546	3/81	-0.702021	-0.0276622	0.498429
SRX10881848	TFs and others	SS18	Kidney	G-401	29848	941/2546	36/81	-0.701936	-0.0276622	0.831599
SRX7054996	TFs and others	ERG	Cardiovascular	HAEC	7258	265/2546	12/81	-0.701936	-0.0276622	0.702573
SRX9468663	TFs and others	AR	Prostate	LNCAP	94132	265/2546	12/81	-0.701936	-0.0276622	0.702573
SRX11705917	TFs and others	MYCN	Neural	SK-N-BE(2)	2697	367/2546	16/81	-0.701495	-0.0276622	0.729748
SRX235031	TFs and others	HDAC1	Blood	NALM-6	1800	85/2546	5/81	-0.701471	-0.0276622	0.540848
SRX2404137	TFs and others	RELA	Others	Detroit 562	2959	85/2546	5/81	-0.701471	-0.0276622	0.540848
SRX2404134	TFs and others	RELA	Others	Detroit 562	6966	188/2546	9/81	-0.701464	-0.0276622	0.664572
SRX8616827	TFs and others	FOSL2	Lung	A549	13920	947/2546	36/81	-0.699096	-0.0254884	0.836901
SRX6800707	TFs and others	IRF4	Blood	CAR-T cells	7502	266/2546	12/81	-0.698784	-0.0254884	0.705224
SRX7141987	TFs and others	O-GlcNAc	Adipocyte	Adipocytes	2648	266/2546	12/81	-0.698784	-0.0254884	0.705224
SRX2267463	TFs and others	BRD4	Others	RT-112	11568	679/2546	16/81	-0.698291	-0.0254884	1.35013
SRX8520806	TFs and others	NR3C1	Breast	MDA-MB-231	9156	133/2546	7/81	-0.698236	-0.0254884	0.604478
SRX100538	TFs and others	HDAC2	Liver	Hep G2	16221	503/2546	11/81	-0.698197	-0.0254884	1.4548
SRX9932050	TFs and others	STAT5A	Breast	MCF-7	2544	502/2546	11/81	-0.698191	-0.0254884	1.4519
SRX4708083	TFs and others	RBM22	Blood	K-562	5681	369/2546	16/81	-0.698184	-0.0254884	0.733724
SRX8670126	TFs and others	ASCL1	Neural	SH-SY5Y	50406	505/2546	11/81	-0.697983	-0.0254796	1.46058
SRX100474	TFs and others	USF1	Lung	A549	7793	506/2546	11/81	-0.697763	-0.0254796	1.46347
SRX4342283	TFs and others	AHR	Blood	GM17212	3177	506/2546	11/81	-0.697763	-0.0254796	1.46347
SRX1880280	TFs and others	CDK7	Blood	Jurkat	3769	507/2546	11/81	-0.69747	-0.0254322	1.46636
SRX10989715	TFs and others	GATA1	Blood	HUDEP-1	12556	189/2546	9/81	-0.696917	-0.0254322	0.668107
SRX5359048	TFs and others	SREBF2	Breast	HCC70	19760	189/2546	9/81	-0.696917	-0.0254322	0.668107
SRX7898176	TFs and others	QRICH1	Digestive tract	HT-29	2045	189/2546	9/81	-0.696917	-0.0254322	0.668107
SRX5824570	TFs and others	BRD2	Breast	SUM 149PT	17177	1576/2546	44/81	-0.696175	-0.0254322	1.13954
SRX080130	TFs and others	MYC	Blood	GM12878	506	25/2546	2/81	-0.695585	-0.0254322	0.397683
SRX1339017	TFs and others	AR	Breast	MDA-MB-453	6193	25/2546	2/81	-0.695585	-0.0254322	0.397683
SRX2545062	TFs and others	TLE3	Prostate	LNCAP	17243	25/2546	2/81	-0.695585	-0.0254322	0.397683
SRX2708818	TFs and others	MCRS1	Liver	Hep G2	270	25/2546	2/81	-0.695585	-0.0254322	0.397683
SRX4737855	TFs and others	BAP1	Pancreas	PANC-1	511	25/2546	2/81	-0.695585	-0.0254322	0.397683
SRX4783029	TFs and others	AR	Prostate	Prostate cancer cells	6669	25/2546	2/81	-0.695585	-0.0254322	0.397683
SRX5974514	TFs and others	GATA1	Blood	K-562	7465	25/2546	2/81	-0.695585	-0.0254322	0.397683
