SRX7972427	TFs and others	MKL1	Epidermis	MKL-1	27136	27/273	58/190	-7.62017	-3.34854	0.323986
SRX5409711	TFs and others	NETO2	Blood	U-937	1142	22/273	2/190	-3.3288	-2.39552	7.65568
SRX5577159	TFs and others	AR	Prostate	LNCAP	1287	22/273	2/190	-3.3288	-2.39552	7.65568
SRX5718139	TFs and others	YAP1	Kidney	293	1075	22/273	2/190	-3.3288	-2.39552	7.65568
SRX5822374	TFs and others	AML1-ETO	Blood	Kasumi-1	3458	22/273	2/190	-3.3288	-2.39552	7.65568
SRX5888984	TFs and others	BRD4	Others	Head and neck squamous cell carcinoma 	824	22/273	2/190	-3.3288	-2.39552	7.65568
SRX6027692	TFs and others	ESR1	Uterus	Ishikawa	4007	22/273	2/190	-3.3288	-2.39552	7.65568
SRX610813	TFs and others	DDX5	Pluripotent stem cell	NTERA-2	331268	22/273	2/190	-3.3288	-2.39552	7.65568
SRX6639324	TFs and others	SMAD1	Pluripotent stem cell	hESC H1	1296	22/273	2/190	-3.3288	-2.39552	7.65568
SRX6757657	TFs and others	ESR1	Breast	MCF-7	2924	22/273	2/190	-3.3288	-2.39552	7.65568
SRX684517	TFs and others	T	Pluripotent stem cell	hESC derived mesodermal cells	3350	22/273	2/190	-3.3288	-2.39552	7.65568
SRX736066	TFs and others	AR	Prostate	LNCAP	13322	22/273	2/190	-3.3288	-2.39552	7.65568
SRX8406418	TFs and others	AR	Prostate	Prostate	2270	22/273	2/190	-3.3288	-2.39552	7.65568
SRX9258678	TFs and others	CPSF3L	Kidney	293	733	22/273	2/190	-3.3288	-2.39552	7.65568
SRX959099	TFs and others	NR3C1	Blood	NALM-6	8091	22/273	2/190	-3.3288	-2.39552	7.65568
SRX6913055	TFs and others	BRD2	Blood	THP-1	10062	59/273	70/190	-3.31956	-2.39552	0.586604
SRX2513518	TFs and others	ESR1	Breast	MCF-7	19452	53/273	15/190	-3.31283	-2.39552	2.4591
SRX6977280	TFs and others	Epitope tags	Neural	BE(2)-C	5870	88/273	92/190	-3.30985	-2.39552	0.665711
SRX4708115	TFs and others	YY1	Liver	Hep G2	12034	90/273	94/190	-3.3065	-2.39552	0.666355
SRX190224	TFs and others	FOSL2	Breast	MCF-7	13579	94/273	37/190	-3.29082	-2.39552	1.76814
SRX334238	TFs and others	E2F1	Unclassified	Unclassified	12609	93/273	96/190	-3.28053	-2.39552	0.674222
SRX4802338	TFs and others	ARNT	Kidney	HKC8	1452	33/273	6/190	-3.27065	-2.39552	3.82784
SRX359879	TFs and others	ARNT2	Digestive tract	LoVo	358	25/273	3/190	-3.2682	-2.39552	5.79976
SRX360574	TFs and others	JUND	Digestive tract	GP5d	331	25/273	3/190	-3.2682	-2.39552	5.79976
SRX4802348	TFs and others	HIF1A	Kidney	RCC4	1105	25/273	3/190	-3.2682	-2.39552	5.79976
SRX8861824	TFs and others	ESR1	Breast	T-47D	2827	25/273	3/190	-3.2682	-2.39552	5.79976
SRX9562911	TFs and others	MYCN	Muscle	RH-4	696	25/273	3/190	-3.2682	-2.39552	5.79976
SRX3934088	TFs and others	INTS13	Blood	Jurkat	9035	49/273	61/190	-3.25553	-2.39552	0.559058
SRX10338563	TFs and others	MYC	Blood	NALM-6	20908	62/273	72/190	-3.25234	-2.39552	0.599308
SRX4377540	TFs and others	BRD2	Breast	MDA-MB-231	12282	70/273	78/190	-3.24854	-2.39552	0.624589
ERX470434	TFs and others	NRIP1	Breast	MCF-7	3849	30/273	5/190	-3.23949	-2.39552	4.17582
SRX5883952	TFs and others	CTCF	Blood	Multiple Myeloma	23887	30/273	5/190	-3.23949	-2.39552	4.17582
SRX8616985	TFs and others	ESR1	Breast	STG195	5234	30/273	5/190	-3.23949	-2.39552	4.17582
SRX1397384	TFs and others	SMAD1	Blood	CD34+	4401	28/273	4/190	-3.23687	-2.39552	4.87179
SRX360588	TFs and others	JUND	Digestive tract	GP5d	698	28/273	4/190	-3.23687	-2.39552	4.87179
SRX3946905	TFs and others	MED1	Others	Mesenchymal stem cells	1748	28/273	4/190	-3.23687	-2.39552	4.87179
SRX5290903	TFs and others	CTCF	Prostate	LNCAP	18912	28/273	4/190	-3.23687	-2.39552	4.87179
SRX1898037	TFs and others	RAG1	Blood	REH	30711	25/273	39/190	-3.2246	-2.39552	0.446135
DRX051430	TFs and others	CTNNB1	Digestive tract	DLD-1	431	14/273	0/190	-3.22309	-2.39552	inf
DRX234812	TFs and others	MLLT1	Kidney	293	494	14/273	0/190	-3.22309	-2.39552	inf
DRX300406	TFs and others	KAT7	Blood	HB1119	330	14/273	0/190	-3.22309	-2.39552	inf
ERX2242409	TFs and others	ARID1A	Breast	Mammary epithelial cells	240	14/273	0/190	-3.22309	-2.39552	inf
ERX2242414	TFs and others	ARID1A	Breast	Mammary epithelial cells	232	14/273	0/190	-3.22309	-2.39552	inf
ERX626801	TFs and others	EP300	Blood	HL-60	899	14/273	0/190	-3.22309	-2.39552	inf
ERX704061	TFs and others	CTCF	Blood	HL-60	2247	14/273	0/190	-3.22309	-2.39552	inf
ERX704064	TFs and others	CTCF	Blood	HL-60	3271	14/273	0/190	-3.22309	-2.39552	inf
SRX020766	TFs and others	TP53	Bone	U2OS	658	14/273	0/190	-3.22309	-2.39552	inf
SRX022565	TFs and others	ERG	Prostate	VCaP	49	14/273	0/190	-3.22309	-2.39552	inf
SRX026534	TFs and others	ESR1	Uterus	Ishikawa	453	14/273	0/190	-3.22309	-2.39552	inf
SRX038777	TFs and others	DOT1L	Pluripotent stem cell	NCCIT	456	14/273	0/190	-3.22309	-2.39552	inf
SRX077859	TFs and others	CDX2	Digestive tract	COLO 320	541	14/273	0/190	-3.22309	-2.39552	inf
SRX080135	TFs and others	MYC	Pluripotent stem cell	hESC H1	416	14/273	0/190	-3.22309	-2.39552	inf
SRX084502	TFs and others	SMAD2	Pluripotent stem cell	hESC derived mesendodermal cells	213	14/273	0/190	-3.22309	-2.39552	inf
SRX100264	TFs and others	CREBBP	Breast	H3396	548	14/273	0/190	-3.22309	-2.39552	inf
SRX10046984	TFs and others	Epitope tags	Liver	HuH-7	689	14/273	0/190	-3.22309	-2.39552	inf
SRX10119111	TFs and others	CEBPA	Blood	MV-4-11	381	14/273	0/190	-3.22309	-2.39552	inf
SRX10119112	TFs and others	CEBPA	Blood	MV-4-11	362	14/273	0/190	-3.22309	-2.39552	inf
SRX10119116	TFs and others	JUN	Blood	MV-4-11	317	14/273	0/190	-3.22309	-2.39552	inf
SRX10119118	TFs and others	JUN	Blood	MV-4-11	285	14/273	0/190	-3.22309	-2.39552	inf
SRX10119119	TFs and others	JUN	Blood	MV-4-11	357	14/273	0/190	-3.22309	-2.39552	inf
SRX10119128	TFs and others	SPI1	Blood	MV-4-11	270	14/273	0/190	-3.22309	-2.39552	inf
SRX10119129	TFs and others	SPI1	Blood	MV-4-11	243	14/273	0/190	-3.22309	-2.39552	inf
SRX10119131	TFs and others	SPI1	Blood	MV-4-11	465	14/273	0/190	-3.22309	-2.39552	inf
SRX1012537	TFs and others	FOXO1	Blood	B cells	841	14/273	0/190	-3.22309	-2.39552	inf
SRX1012738	TFs and others	ESR1	Breast	MCF-7	288	14/273	0/190	-3.22309	-2.39552	inf
SRX1012755	TFs and others	PGR	Breast	MCF-7	297	14/273	0/190	-3.22309	-2.39552	inf
SRX1012756	TFs and others	PGR	Breast	MCF-7	297	14/273	0/190	-3.22309	-2.39552	inf
SRX1023794	TFs and others	SPI1	Blood	Macrophages	561	14/273	0/190	-3.22309	-2.39552	inf
SRX1023795	TFs and others	SPI1	Blood	Macrophages	514	14/273	0/190	-3.22309	-2.39552	inf
SRX1023796	TFs and others	SPI1	Blood	Macrophages	719	14/273	0/190	-3.22309	-2.39552	inf
SRX102975	TFs and others	MYC	Pluripotent stem cell	hESC H1	418	14/273	0/190	-3.22309	-2.39552	inf
SRX10357209	TFs and others	HIF1A	Uterus	HeLa	879	14/273	0/190	-3.22309	-2.39552	inf
SRX10399319	TFs and others	RBM39	Breast	Breast epithelium	403	14/273	0/190	-3.22309	-2.39552	inf
SRX10437637	TFs and others	CTNNB1	Liver	Hep G2	226	14/273	0/190	-3.22309	-2.39552	inf
SRX1044415	TFs and others	RELA	Breast	MDA-MB-231	644	14/273	0/190	-3.22309	-2.39552	inf
SRX1044416	TFs and others	RELA	Breast	MDA-MB-231	576	14/273	0/190	-3.22309	-2.39552	inf
SRX1048533	TFs and others	ARID1B	Liver	Hep G2	76	14/273	0/190	-3.22309	-2.39552	inf
SRX1053948	TFs and others	HDAC2	Pluripotent stem cell	ES cells	143	14/273	0/190	-3.22309	-2.39552	inf
SRX1053963	TFs and others	HDAC2	Pluripotent stem cell	iPS cells	104	14/273	0/190	-3.22309	-2.39552	inf
SRX1054006	TFs and others	HDAC2	Pluripotent stem cell	iPS cells	90	14/273	0/190	-3.22309	-2.39552	inf
SRX107288	TFs and others	TCF12	Blood	CCRF-CEM	44	14/273	0/190	-3.22309	-2.39552	inf
SRX107302	TFs and others	TAL1	Blood	T-ALL	64	14/273	0/190	-3.22309	-2.39552	inf
SRX107407	TFs and others	HNRNPL	Uterus	HeLa	370	14/273	0/190	-3.22309	-2.39552	inf
SRX107408	TFs and others	HNRNPL	Uterus	HeLa	538	14/273	0/190	-3.22309	-2.39552	inf
SRX10756460	TFs and others	TUBG1	Bone	U2OS	97	14/273	0/190	-3.22309	-2.39552	inf
SRX10756469	TFs and others	TUBG1	Bone	U2OS	101	14/273	0/190	-3.22309	-2.39552	inf
SRX10756472	TFs and others	PCNA	Bone	U2OS	164	14/273	0/190	-3.22309	-2.39552	inf
SRX10756480	TFs and others	TUBG1	Bone	U2OS	81	14/273	0/190	-3.22309	-2.39552	inf
SRX10756483	TFs and others	FOXM1	Bone	U2OS	115	14/273	0/190	-3.22309	-2.39552	inf
SRX10756485	TFs and others	MCM5	Bone	U2OS	111	14/273	0/190	-3.22309	-2.39552	inf
SRX10756486	TFs and others	MCM5	Bone	U2OS	109	14/273	0/190	-3.22309	-2.39552	inf
SRX10756490	TFs and others	TUBG1	Bone	U2OS	115	14/273	0/190	-3.22309	-2.39552	inf
SRX10756499	TFs and others	TUBG1	Bone	U2OS	136	14/273	0/190	-3.22309	-2.39552	inf
SRX10756512	TFs and others	TUBG1	Bone	U2OS	141	14/273	0/190	-3.22309	-2.39552	inf
SRX10756519	TFs and others	PCNA	Bone	U2OS	113	14/273	0/190	-3.22309	-2.39552	inf
SRX1078876	TFs and others	PAF1	Digestive tract	HCT 116	498	14/273	0/190	-3.22309	-2.39552	inf
SRX10809337	TFs and others	HDGF2	Neural	DIPG7	170	14/273	0/190	-3.22309	-2.39552	inf
SRX10913940	TFs and others	EN1	Epidermis	Dermal fibroblast	412	14/273	0/190	-3.22309	-2.39552	inf
SRX10913947	TFs and others	EN1	Epidermis	Dermal fibroblast	310	14/273	0/190	-3.22309	-2.39552	inf
SRX1091816	TFs and others	CTCF	Blood	K-562	354	14/273	0/190	-3.22309	-2.39552	inf
SRX1092376	TFs and others	Epitope tags	Blood	K-562	455	14/273	0/190	-3.22309	-2.39552	inf
SRX1092381	TFs and others	Epitope tags	Blood	K-562	350	14/273	0/190	-3.22309	-2.39552	inf
SRX1092382	TFs and others	Epitope tags	Blood	K-562	475	14/273	0/190	-3.22309	-2.39552	inf
SRX1092386	TFs and others	Epitope tags	Blood	K-562	344	14/273	0/190	-3.22309	-2.39552	inf
SRX1092389	TFs and others	Epitope tags	Blood	K-562	376	14/273	0/190	-3.22309	-2.39552	inf
SRX1094475	TFs and others	BRD4	Others	TC-797	273	14/273	0/190	-3.22309	-2.39552	inf
SRX1094476	TFs and others	BRD4	Others	TC-797	300	14/273	0/190	-3.22309	-2.39552	inf
SRX1094504	TFs and others	BRD4	Others	TC-797	218	14/273	0/190	-3.22309	-2.39552	inf
SRX10964116	TFs and others	ERG	Prostate	VCaP	300	14/273	0/190	-3.22309	-2.39552	inf
SRX1100310	TFs and others	RELA	Breast	HMEC	540	14/273	0/190	-3.22309	-2.39552	inf
SRX11005599	TFs and others	DNMT3B	Breast	MCF10CA1a	895	14/273	0/190	-3.22309	-2.39552	inf
SRX11005602	TFs and others	DNMT3B	Breast	MCF10CA1a	1098	14/273	0/190	-3.22309	-2.39552	inf
SRX1112996	TFs and others	MAP1LC3B	Lung	IMR-90	1081	14/273	0/190	-3.22309	-2.39552	inf
SRX113582	TFs and others	Epitope tags	Kidney	293	151	14/273	0/190	-3.22309	-2.39552	inf
SRX11384921	TFs and others	TCF7L2	Pluripotent stem cell	iPS derived astrocytes	131	14/273	0/190	-3.22309	-2.39552	inf
SRX11472289	TFs and others	SMC3	Uterus	HeLa	556	14/273	0/190	-3.22309	-2.39552	inf
SRX11472292	TFs and others	CTCF	Uterus	HeLa	1054	14/273	0/190	-3.22309	-2.39552	inf
SRX11472293	TFs and others	CTCF	Uterus	HeLa	727	14/273	0/190	-3.22309	-2.39552	inf
SRX11472294	TFs and others	CTCF	Uterus	HeLa	667	14/273	0/190	-3.22309	-2.39552	inf
SRX11472295	TFs and others	SMC3	Uterus	HeLa	540	14/273	0/190	-3.22309	-2.39552	inf
SRX11472296	TFs and others	SMC3	Uterus	HeLa	544	14/273	0/190	-3.22309	-2.39552	inf
SRX11472298	TFs and others	SMC3	Uterus	HeLa	788	14/273	0/190	-3.22309	-2.39552	inf
SRX11472299	TFs and others	SMC3	Uterus	HeLa	533	14/273	0/190	-3.22309	-2.39552	inf
SRX1167101	TFs and others	5-hmC	Kidney	293	395	14/273	0/190	-3.22309	-2.39552	inf
SRX128783	TFs and others	RUNX1	Blood	Jurkat (Clone E6-1)	1078	14/273	0/190	-3.22309	-2.39552	inf
SRX1297355	TFs and others	ERG	Prostate	VCaP	743	14/273	0/190	-3.22309	-2.39552	inf
SRX1331406	TFs and others	Epitope tags	Kidney	293	61	14/273	0/190	-3.22309	-2.39552	inf
SRX1393087	TFs and others	CLOCK	Bone	U2OS	148	14/273	0/190	-3.22309	-2.39552	inf
SRX1429050	TFs and others	PARP1	Kidney	293	52	14/273	0/190	-3.22309	-2.39552	inf
SRX1431733	TFs and others	SPI1	Blood	K-562	1003	14/273	0/190	-3.22309	-2.39552	inf
SRX1431739	TFs and others	SPI1	Blood	K-562	1205	14/273	0/190	-3.22309	-2.39552	inf
SRX1478539	TFs and others	SIX1	Kidney	Kidney Cortex	378	14/273	0/190	-3.22309	-2.39552	inf
SRX1478542	TFs and others	SIX2	Kidney	Kidney Cortex	395	14/273	0/190	-3.22309	-2.39552	inf
SRX1491921	TFs and others	Epitope tags	Blood	Lymphoblastoid cell line	761	14/273	0/190	-3.22309	-2.39552	inf
SRX150409	TFs and others	ZNF274	Blood	GM08714	1019	14/273	0/190	-3.22309	-2.39552	inf
SRX1514994	TFs and others	GFP	Kidney	293	1434	14/273	0/190	-3.22309	-2.39552	inf
SRX151939	TFs and others	IRF5	Blood	PBMC	137	14/273	0/190	-3.22309	-2.39552	inf
SRX151940	TFs and others	IRF5	Blood	PBMC	252	14/273	0/190	-3.22309	-2.39552	inf
SRX151951	TFs and others	STAT4	Blood	PBMC	183	14/273	0/190	-3.22309	-2.39552	inf
SRX155715	TFs and others	HSF1	Breast	HMEC	121	14/273	0/190	-3.22309	-2.39552	inf
SRX160741	TFs and others	SUZ12	Prostate	LNCAP	423	14/273	0/190	-3.22309	-2.39552	inf
SRX1660876	TFs and others	TRIM25	Breast	Breast cancer cells	737	14/273	0/190	-3.22309	-2.39552	inf
SRX1707571	TFs and others	TCF7L1	Pluripotent stem cell	hESC H9	205	14/273	0/190	-3.22309	-2.39552	inf
SRX173191	TFs and others	AR	Prostate	LNCAP	575	14/273	0/190	-3.22309	-2.39552	inf
SRX1738258	TFs and others	GFP	Unclassified	Unclassified	787	14/273	0/190	-3.22309	-2.39552	inf
SRX1745743	TFs and others	FOXA1	Uterus	Endometrial Stromal Tumors	585	14/273	0/190	-3.22309	-2.39552	inf
SRX1758521	TFs and others	Epitope tags	Breast	MCF-7	435	14/273	0/190	-3.22309	-2.39552	inf
SRX176056	TFs and others	AR	Prostate	LNCAP	1181	14/273	0/190	-3.22309	-2.39552	inf
SRX1781655	TFs and others	LMNA	Epidermis	Dermal fibroblast	643	14/273	0/190	-3.22309	-2.39552	inf
SRX1781659	TFs and others	LMNA	Epidermis	Dermal fibroblast	620	14/273	0/190	-3.22309	-2.39552	inf
SRX1799015	TFs and others	STAT1	Breast	MCF-7	95	14/273	0/190	-3.22309	-2.39552	inf
SRX1823802	TFs and others	BRD4	Bone	Osteoblasts	339	14/273	0/190	-3.22309	-2.39552	inf
SRX1845646	TFs and others	SMAD1	Epidermis	A-375	376	14/273	0/190	-3.22309	-2.39552	inf
SRX186763	TFs and others	CBX2	Blood	K-562	262	14/273	0/190	-3.22309	-2.39552	inf
SRX186765	TFs and others	CBX8	Blood	K-562	314	14/273	0/190	-3.22309	-2.39552	inf
SRX189724	TFs and others	EP300	Cardiovascular	HUVEC	1500	14/273	0/190	-3.22309	-2.39552	inf
SRX1993438	TFs and others	ZSCAN5B	Placenta	BeWo	369	14/273	0/190	-3.22309	-2.39552	inf
SRX1993439	TFs and others	ZSCAN5B	Placenta	BeWo	349	14/273	0/190	-3.22309	-2.39552	inf
SRX200046	TFs and others	LMNA	Epidermis	Forearm skin	129	14/273	0/190	-3.22309	-2.39552	inf
SRX2011494	TFs and others	EZH2	Neural	LAN-1	458	14/273	0/190	-3.22309	-2.39552	inf
SRX203390	TFs and others	CDK9	Blood	Plasma Cells	257	14/273	0/190	-3.22309	-2.39552	inf
SRX204107	TFs and others	GRHL3	Epidermis	NHEK	1293	14/273	0/190	-3.22309	-2.39552	inf
SRX205166	TFs and others	TAL1	Blood	Erythroid Cells	2138	14/273	0/190	-3.22309	-2.39552	inf
SRX212351	TFs and others	HIF1A	Blood	Macrophages	399	14/273	0/190	-3.22309	-2.39552	inf
SRX212352	TFs and others	HIF1A	Blood	Macrophages	441	14/273	0/190	-3.22309	-2.39552	inf
SRX212360	TFs and others	HIF1A	Blood	Macrophages	492	14/273	0/190	-3.22309	-2.39552	inf
SRX2210492	TFs and others	ASCL1	Unclassified	Unclassified	697	14/273	0/190	-3.22309	-2.39552	inf
SRX2234299	TFs and others	Epitope tags	Kidney	293	385	14/273	0/190	-3.22309	-2.39552	inf
SRX2245088	TFs and others	Epitope tags	Blood	Lymphoblastoid cell line	502	14/273	0/190	-3.22309	-2.39552	inf
SRX2245491	TFs and others	BRD4	Blood	K-562	141	14/273	0/190	-3.22309	-2.39552	inf
SRX2255898	TFs and others	RELA	Kidney	293	787	14/273	0/190	-3.22309	-2.39552	inf
SRX2255901	TFs and others	RELA	Kidney	293	677	14/273	0/190	-3.22309	-2.39552	inf
SRX2321774	TFs and others	NKX2-5	Pluripotent stem cell	ES cells	1620	14/273	0/190	-3.22309	-2.39552	inf
SRX2323897	TFs and others	AFF1	Kidney	293	521	14/273	0/190	-3.22309	-2.39552	inf
SRX2323909	TFs and others	AFF1	Blood	Pre-B cell leukemia	262	14/273	0/190	-3.22309	-2.39552	inf
SRX2323910	TFs and others	AFF1	Blood	Pre-B cell leukemia	323	14/273	0/190	-3.22309	-2.39552	inf
SRX2346891	TFs and others	HIF1A	Cardiovascular	HUVEC	83	14/273	0/190	-3.22309	-2.39552	inf
SRX2349630	TFs and others	LMNB1	Blood	BL-2	181	14/273	0/190	-3.22309	-2.39552	inf
SRX2349631	TFs and others	LMNB1	Blood	BL-2	200	14/273	0/190	-3.22309	-2.39552	inf
SRX235055	TFs and others	CRY1	Bone	U2OS	1404	14/273	0/190	-3.22309	-2.39552	inf
SRX237289	TFs and others	INO80	Blood	CD4+ T cells	1345	14/273	0/190	-3.22309	-2.39552	inf
SRX2425860	TFs and others	SMAD3	Breast	MDA-MB-231	793	14/273	0/190	-3.22309	-2.39552	inf
SRX2514250	TFs and others	ESR1	Uterus	Carcinoma, Endometrioid	397	14/273	0/190	-3.22309	-2.39552	inf
SRX2545066	TFs and others	TRIM28	Prostate	LNCAP	585	14/273	0/190	-3.22309	-2.39552	inf
SRX2545067	TFs and others	WDHD1	Prostate	LNCAP	477	14/273	0/190	-3.22309	-2.39552	inf
SRX254614	TFs and others	RCOR1	Uterus	HeLa	182	14/273	0/190	-3.22309	-2.39552	inf
SRX2614801	TFs and others	DNMT3B	Blood	B Lymphoblastoid cell line	538	14/273	0/190	-3.22309	-2.39552	inf
SRX2642351	TFs and others	AR	Prostate	22Rv1	3900	14/273	0/190	-3.22309	-2.39552	inf
SRX2652418	TFs and others	BRD4	Lung	24335	350	14/273	0/190	-3.22309	-2.39552	inf
SRX2652425	TFs and others	NUTM1	Lung	24335	220	14/273	0/190	-3.22309	-2.39552	inf
SRX2652438	TFs and others	ZBTB48	Uterus	HeLa	2075	14/273	0/190	-3.22309	-2.39552	inf
SRX268885	TFs and others	TRF2	Uterus	HeLa	466	14/273	0/190	-3.22309	-2.39552	inf
SRX2704966	TFs and others	GFP	Neural	Retina	261	14/273	0/190	-3.22309	-2.39552	inf
SRX2733332	TFs and others	NOTCH1	Blood	Mino	360	14/273	0/190	-3.22309	-2.39552	inf
SRX275502	TFs and others	TP53	Bone	U2OS	1039	14/273	0/190	-3.22309	-2.39552	inf
SRX276784	TFs and others	BMI1	Prostate	DU 145	6912	14/273	0/190	-3.22309	-2.39552	inf
SRX2793572	TFs and others	LMNB1	Prostate	PrEC	548	14/273	0/190	-3.22309	-2.39552	inf
SRX2821739	TFs and others	FOSL1	Blood	CD4+ T cells	427	14/273	0/190	-3.22309	-2.39552	inf
SRX2844298	TFs and others	CTNNB1	Pluripotent stem cell	hESC H1	683	14/273	0/190	-3.22309	-2.39552	inf
SRX2881140	TFs and others	POU5F1	Pluripotent stem cell	hESC H9	833	14/273	0/190	-3.22309	-2.39552	inf
SRX2924013	TFs and others	TP53	Breast	MCF-7	2193	14/273	0/190	-3.22309	-2.39552	inf
SRX2924016	TFs and others	TP53	Breast	MCF-7	1201	14/273	0/190	-3.22309	-2.39552	inf
SRX2937344	TFs and others	BRD4	Blood	J-Lat A72	460	14/273	0/190	-3.22309	-2.39552	inf
SRX2937350	TFs and others	BRD4	Blood	J-Lat A72	326	14/273	0/190	-3.22309	-2.39552	inf
SRX295040	TFs and others	MECP2	Digestive tract	HCT 116	304	14/273	0/190	-3.22309	-2.39552	inf
SRX2982412	TFs and others	FOXA1	Uterus	Ishikawa	93	14/273	0/190	-3.22309	-2.39552	inf
SRX2982419	TFs and others	FOXA1	Uterus	HEC-1-A	93	14/273	0/190	-3.22309	-2.39552	inf
SRX2990554	TFs and others	GLI2	Bone	Chondrosarcoma	121	14/273	0/190	-3.22309	-2.39552	inf
SRX3025913	TFs and others	TP53	Breast	MCF-7	1287	14/273	0/190	-3.22309	-2.39552	inf
SRX3025917	TFs and others	TP53	Breast	MCF-7	643	14/273	0/190	-3.22309	-2.39552	inf
SRX3080240	TFs and others	BRD4	Breast	MDA-MB-231	527	14/273	0/190	-3.22309	-2.39552	inf
SRX3080247	TFs and others	BRD4	Breast	MDA-MB-231	493	14/273	0/190	-3.22309	-2.39552	inf
SRX3110736	TFs and others	ESR1	Breast	MCF-7	454	14/273	0/190	-3.22309	-2.39552	inf
SRX3148642	TFs and others	DNMT1	Lung	HBEC3-KT	579	14/273	0/190	-3.22309	-2.39552	inf
SRX3148652	TFs and others	DNMT1	Lung	HBEC3-KT	627	14/273	0/190	-3.22309	-2.39552	inf
SRX317584	TFs and others	EZH2	Pluripotent stem cell	iPS cells	154	14/273	0/190	-3.22309	-2.39552	inf
SRX317589	TFs and others	JARID2	Pluripotent stem cell	iPS cells	514	14/273	0/190	-3.22309	-2.39552	inf
SRX3229186	TFs and others	NR3C1	Breast	Breast cancer	381	14/273	0/190	-3.22309	-2.39552	inf
SRX3229191	TFs and others	PGR	Breast	Breast cancer	413	14/273	0/190	-3.22309	-2.39552	inf
SRX326377	TFs and others	NUP98	Pluripotent stem cell	hESC derived neural cells	547	14/273	0/190	-3.22309	-2.39552	inf
SRX326379	TFs and others	NUP98	Lung	IMR-90	465	14/273	0/190	-3.22309	-2.39552	inf
SRX329081	TFs and others	BCL10	Lung	IMR-90	878	14/273	0/190	-3.22309	-2.39552	inf
SRX329082	TFs and others	BCL10	Lung	IMR-90	946	14/273	0/190	-3.22309	-2.39552	inf
SRX329083	TFs and others	BCL10	Lung	IMR-90	939	14/273	0/190	-3.22309	-2.39552	inf
SRX329085	TFs and others	BCL10	Lung	IMR-90	1114	14/273	0/190	-3.22309	-2.39552	inf
SRX3372031	TFs and others	FOXF1	Digestive tract	GIST48	636	14/273	0/190	-3.22309	-2.39552	inf
SRX3401281	TFs and others	HDAC3	Breast	MCF-7	280	14/273	0/190	-3.22309	-2.39552	inf
SRX3408659	TFs and others	CDK9	Neural	KELLY	446	14/273	0/190	-3.22309	-2.39552	inf
SRX3428654	TFs and others	ESR1	Breast	MCF-7	437	14/273	0/190	-3.22309	-2.39552	inf
SRX3436567	TFs and others	SSRP1	Bone	HT-1080	1797	14/273	0/190	-3.22309	-2.39552	inf
SRX3437426	TFs and others	CTCF	Uterus	HeLa	334	14/273	0/190	-3.22309	-2.39552	inf
SRX3545876	TFs and others	SMARCC1	Blood	Bone marrow nuclear cells	954	14/273	0/190	-3.22309	-2.39552	inf
SRX3566180	TFs and others	TEAD1	Digestive tract	HCT 116	249	14/273	0/190	-3.22309	-2.39552	inf
SRX3566188	TFs and others	TEAD1	Digestive tract	HCT 116	251	14/273	0/190	-3.22309	-2.39552	inf
SRX3584192	TFs and others	AR	Gonad	Epididymis	282	14/273	0/190	-3.22309	-2.39552	inf
SRX3589917	TFs and others	STAG1	Breast	MCF 10A	602	14/273	0/190	-3.22309	-2.39552	inf
SRX3589922	TFs and others	STAG1	Breast	MCF 10A	371	14/273	0/190	-3.22309	-2.39552	inf
SRX3595674	TFs and others	BRD3	Breast	MCF-7	476	14/273	0/190	-3.22309	-2.39552	inf
SRX359856	TFs and others	KLF13	Digestive tract	LoVo	191	14/273	0/190	-3.22309	-2.39552	inf
SRX359881	TFs and others	ATF6	Digestive tract	LoVo	82	14/273	0/190	-3.22309	-2.39552	inf
SRX3599309	TFs and others	RBPJ	Cardiovascular	HUVEC	431	14/273	0/190	-3.22309	-2.39552	inf
SRX3599310	TFs and others	RBPJ	Cardiovascular	HUVEC	316	14/273	0/190	-3.22309	-2.39552	inf
SRX3599311	TFs and others	RBPJ	Cardiovascular	HUVEC	369	14/273	0/190	-3.22309	-2.39552	inf
SRX359997	TFs and others	FOSL1	Digestive tract	LoVo	319	14/273	0/190	-3.22309	-2.39552	inf
SRX360015	TFs and others	MYNN	Digestive tract	LoVo	82	14/273	0/190	-3.22309	-2.39552	inf
SRX3601936	TFs and others	GLYR1	Uterus	HeLa	506	14/273	0/190	-3.22309	-2.39552	inf
SRX3630661	TFs and others	FOXO3	Pluripotent stem cell	iPS derived neural cells	552	14/273	0/190	-3.22309	-2.39552	inf
SRX3630678	TFs and others	FOXO3	Pluripotent stem cell	iPS derived neural cells	39	14/273	0/190	-3.22309	-2.39552	inf
SRX366789	TFs and others	BRD2	Blood	MM.1S	264	14/273	0/190	-3.22309	-2.39552	inf
SRX367452	TFs and others	Epitope tags	Neural	LN-229	230	14/273	0/190	-3.22309	-2.39552	inf
SRX3758834	TFs and others	BrdU	Uterus	HeLa	1266	14/273	0/190	-3.22309	-2.39552	inf
SRX378124	TFs and others	TEAD4	Pluripotent stem cell	hESC WA09	432	14/273	0/190	-3.22309	-2.39552	inf
SRX378126	TFs and others	SMAD2	Pluripotent stem cell	hESC WA09	336	14/273	0/190	-3.22309	-2.39552	inf
SRX3781811	TFs and others	Epitope tags	Digestive tract	HCT 116	510	14/273	0/190	-3.22309	-2.39552	inf
