SRX1735651	TFs and others	FOXO1	Blood	Pre-leukemia stem cells	18888	117/300	93/156	-4.50493	-0.530562	0.654194
SRX6777953	TFs and others	CTCF	Blood	HAP1	44699	120/300	70/156	-0.49617	0	0.891429
SRX2267463	TFs and others	BRD4	Others	RT-112	11568	63/300	26/156	-0.495866	0	1.26
SRX2652449	TFs and others	ZBTB48	Bone	U2OS	7116	63/300	26/156	-0.495866	0	1.26
SRX5938177	TFs and others	RELA	Others	FaDu	23502	63/300	26/156	-0.495866	0	1.26
SRX7728610	TFs and others	TWIST1	Pluripotent stem cell	hESC derived neural crests	25576	63/300	26/156	-0.495866	0	1.26
SRX199878	TFs and others	CTCF	Neural	BE(2)-C	34525	77/300	47/156	-0.495195	0	0.851915
SRX199892	TFs and others	CTCF	Blood	GM12864	27696	77/300	47/156	-0.495195	0	0.851915
SRX2064716	TFs and others	RAD21	Digestive tract	HCT 116	24614	125/300	73/156	-0.495059	0	0.890411
SRX356747	TFs and others	STAG1	Blood	Lymphoblastoid cell line	32899	125/300	73/156	-0.495059	0	0.890411
SRX100494	TFs and others	ZBTB33	Liver	Hep G2	1808	17/300	13/156	-0.494672	0	0.68
SRX1878906	TFs and others	EP300	Muscle	Rh-4	9565	17/300	13/156	-0.494672	0	0.68
SRX2267457	TFs and others	BRD4	Lung	PC-9	4887	17/300	13/156	-0.494672	0	0.68
SRX4038241	TFs and others	PATZ1	Liver	Hep G2	2274	17/300	13/156	-0.494672	0	0.68
SRX4313220	TFs and others	HDAC2	Muscle	RH-4	5049	17/300	13/156	-0.494672	0	0.68
SRX5323818	TFs and others	STAT3	Breast	T-47D	3406	17/300	13/156	-0.494672	0	0.68
SRX668342	TFs and others	GFP	Kidney	293	1926	17/300	13/156	-0.494672	0	0.68
SRX6957433	TFs and others	FOXL2	Kidney	HGrC1	8151	17/300	13/156	-0.494672	0	0.68
SRX7540327	TFs and others	BRD4	Breast	MCF-7	1368	17/300	13/156	-0.494672	0	0.68
SRX8080543	TFs and others	Epitope tags	Breast	Mammary gland ductal carcinoma	2893	17/300	13/156	-0.494672	0	0.68
SRX213628	TFs and others	MYC	Uterus	HeLa	11770	87/300	38/156	-0.494481	0	1.19053
SRX8299808	TFs and others	MYC	Bone	U2OS	17063	161/300	92/156	-0.493887	0	0.91
SRX7115500	TFs and others	RBBP4	Muscle	RH-4	19056	127/300	74/156	-0.493793	0	0.892432
SRX9055419	TFs and others	KLF1	Blood	HUDEP-2	11015	127/300	74/156	-0.493793	0	0.892432
SRX10484574	TFs and others	KMT2A	Blood	RS4-11	21023	166/300	94/156	-0.493721	0	0.918298
ERX1149059	TFs and others	CTCF	Blood	HEL 92.1.7	2324	5/300	5/156	-0.493537	0	0.52
SRX016036	TFs and others	RBL2	Lung	IMR-90	3226	5/300	5/156	-0.493537	0	0.52
SRX017878	TFs and others	RELA	Blood	GM15510	1130	5/300	5/156	-0.493537	0	0.52
SRX017884	TFs and others	RELA	Blood	GM12892	1615	5/300	5/156	-0.493537	0	0.52
SRX041289	TFs and others	STAT4	Blood	T cells	1532	5/300	5/156	-0.493537	0	0.52
SRX100261	TFs and others	CREBBP	Breast	H3396	3896	5/300	5/156	-0.493537	0	0.52
SRX10338562	TFs and others	MLXIP	Blood	NALM-6	1488	5/300	5/156	-0.493537	0	0.52
SRX103445	TFs and others	BRD4	Blood	CD4+ T cells	776	5/300	5/156	-0.493537	0	0.52
SRX10634383	TFs and others	YAP1	Epidermis	Keratinocytes	4787	5/300	5/156	-0.493537	0	0.52
SRX1334491	TFs and others	AR	Prostate	LNCAP	6954	5/300	5/156	-0.493537	0	0.52
SRX1384028	TFs and others	TP53	Digestive tract	HCT 116	3207	5/300	5/156	-0.493537	0	0.52
SRX145843	TFs and others	ERG	Prostate	RWPE-1	2485	5/300	5/156	-0.493537	0	0.52
SRX1515015	TFs and others	GFP	Kidney	293	1228	5/300	5/156	-0.493537	0	0.52
SRX1597601	TFs and others	STAT1	Others	FaDu	3192	5/300	5/156	-0.493537	0	0.52
SRX1629254	TFs and others	ERG	Prostate	VCaP	1589	5/300	5/156	-0.493537	0	0.52
SRX2009525	TFs and others	EZH2	Neural	Diffuse intrinsic pontine glioma	901	5/300	5/156	-0.493537	0	0.52
SRX2020848	TFs and others	STAT3	Breast	HCC1143	5605	5/300	5/156	-0.493537	0	0.52
SRX2512919	TFs and others	FOXA1	Breast	MCF-7	4072	5/300	5/156	-0.493537	0	0.52
SRX266862	TFs and others	NANOG	Pluripotent stem cell	hESC HUES64	7095	5/300	5/156	-0.493537	0	0.52
SRX2897203	TFs and others	ESR1	Breast	Breast cancer cells	816	5/300	5/156	-0.493537	0	0.52
SRX2937339	TFs and others	SMARCA4	Blood	J-Lat A72	1046	5/300	5/156	-0.493537	0	0.52
SRX334260	TFs and others	AR	Unclassified	Unclassified	5958	5/300	5/156	-0.493537	0	0.52
SRX351402	TFs and others	ZBTB17	Bone	U2OS	3859	5/300	5/156	-0.493537	0	0.52
SRX3592677	TFs and others	SMAD2	Pluripotent stem cell	hESC HUES8	5866	5/300	5/156	-0.493537	0	0.52
SRX3797281	TFs and others	ZNF768	Bone	U2OS	1448	5/300	5/156	-0.493537	0	0.52
SRX4119718	TFs and others	Epitope tags	Kidney	293	752	5/300	5/156	-0.493537	0	0.52
SRX4192887	TFs and others	STAT3	Breast	MCF 10A	4155	5/300	5/156	-0.493537	0	0.52
SRX4650910	TFs and others	RNF2	Kidney	293	471	5/300	5/156	-0.493537	0	0.52
SRX4650911	TFs and others	RNF2	Kidney	293	419	5/300	5/156	-0.493537	0	0.52
SRX4783065	TFs and others	AR	Prostate	Prostate cancer cells	8834	5/300	5/156	-0.493537	0	0.52
SRX5128109	TFs and others	AR	Breast	ZR-75-1	5319	5/300	5/156	-0.493537	0	0.52
SRX5157154	TFs and others	CEBPA	Blood	THP-1	6071	5/300	5/156	-0.493537	0	0.52
SRX5323827	TFs and others	FOXA1	Breast	T-47D	2357	5/300	5/156	-0.493537	0	0.52
SRX5486424	TFs and others	ZIC5	Digestive tract	HCT 116	1344	5/300	5/156	-0.493537	0	0.52
SRX6487035	TFs and others	FOXA1	Breast	MCF-7	3508	5/300	5/156	-0.493537	0	0.52
SRX6487047	TFs and others	FOXA1	Breast	MCF-7	3293	5/300	5/156	-0.493537	0	0.52
SRX6487054	TFs and others	FOXA1	Breast	MCF-7	4702	5/300	5/156	-0.493537	0	0.52
SRX6639328	TFs and others	GATA3	Pluripotent stem cell	hESC H1	2562	5/300	5/156	-0.493537	0	0.52
SRX6854836	TFs and others	Epitope tags	Epidermis	501A	3338	5/300	5/156	-0.493537	0	0.52
SRX702036	TFs and others	NANOG	Pluripotent stem cell	hESC HUES64	7228	5/300	5/156	-0.493537	0	0.52
SRX747791	TFs and others	FOXA1	Breast	MCF-7	5372	5/300	5/156	-0.493537	0	0.52
SRX8064821	TFs and others	HDAC1	Blood	Lymphoblastoid cell line	3483	5/300	5/156	-0.493537	0	0.52
SRX359859	TFs and others	CTCF	Digestive tract	LoVo	9992	38/300	25/156	-0.493501	0	0.7904
SRX5577148	TFs and others	Epitope tags	Prostate	LNCAP	37903	38/300	25/156	-0.493501	0	0.7904
SRX6441747	TFs and others	FOXA1	Pancreas	CFPAC-1	25541	38/300	25/156	-0.493501	0	0.7904
SRX367638	TFs and others	GATA6	Digestive tract	YCC-3	12642	26/300	18/156	-0.492923	0	0.751111
SRX5286324	TFs and others	NANOG	Pluripotent stem cell	ES cells	18930	26/300	18/156	-0.492923	0	0.751111
SRX5391689	TFs and others	CTCF	Blood	Neutrophils	6878	26/300	18/156	-0.492923	0	0.751111
SRX5668141	TFs and others	KMT2A	Blood	OCI-AML3	2497	33/300	12/156	-0.492914	0	1.43
SRX8520809	TFs and others	NR3C1	Breast	SUM 159PT	25456	33/300	12/156	-0.492914	0	1.43
SRX019521	TFs and others	PPARG	Adipocyte	Adipose stromal cell	4071	14/300	4/156	-0.492466	0	1.82
SRX028644	TFs and others	ELK4	Uterus	HeLa	761	14/300	4/156	-0.492466	0	1.82
SRX1048946	TFs and others	FOSL2	Uterus	Endometrial stromal cells	9890	14/300	4/156	-0.492466	0	1.82
SRX150677	TFs and others	SETDB1	Blood	K-562	2259	14/300	4/156	-0.492466	0	1.82
SRX2055845	TFs and others	JUN	Kidney	Renal cell carcinoma	6547	14/300	4/156	-0.492466	0	1.82
SRX268298	TFs and others	FOSL1	Breast	BT-549	12618	14/300	4/156	-0.492466	0	1.82
SRX2900154	TFs and others	SUZ12	Breast	CAL-51	725	14/300	4/156	-0.492466	0	1.82
SRX3445682	TFs and others	GATA1	Blood	K-562	4575	14/300	4/156	-0.492466	0	1.82
SRX4001967	TFs and others	RELA	Blood	THP-1	1602	14/300	4/156	-0.492466	0	1.82
SRX656346	TFs and others	BCL6	Blood	ICN12	5179	14/300	4/156	-0.492466	0	1.82
SRX6878598	TFs and others	CREB5	Prostate	LNCAP	8947	14/300	4/156	-0.492466	0	1.82
SRX9426425	TFs and others	HCFC1	Blood	RAMOS	1884	14/300	4/156	-0.492466	0	1.82
SRX10206214	TFs and others	CTCF	Blood	Monocytes	15650	55/300	35/156	-0.492357	0	0.817143
SRX150587	TFs and others	NFYA	Uterus	HeLa	4119	55/300	35/156	-0.492357	0	0.817143
SRX1758481	TFs and others	NELFE	Breast	MCF-7	4117	55/300	35/156	-0.492357	0	0.817143
SRX2654818	TFs and others	CTCF	Digestive tract	LoVo	13901	55/300	35/156	-0.492357	0	0.817143
SRX3230381	TFs and others	ERF	Liver	Hep G2	6395	55/300	35/156	-0.492357	0	0.817143
SRX3931057	TFs and others	GRHL2	Breast	MCF-7	24802	55/300	35/156	-0.492357	0	0.817143
SRX6614759	TFs and others	CTCF	Lung	IMR-90	16012	55/300	35/156	-0.492357	0	0.817143
SRX9095269	TFs and others	CTCF	Pluripotent stem cell	hESC derived neural crests	16608	55/300	35/156	-0.492357	0	0.817143
SRX190189	TFs and others	TAF1	Uterus	ECC-1	11555	157/300	90/156	-0.492261	0	0.907111
SRX6175616	TFs and others	CTCF	Bone	A-673	53329	134/300	78/156	-0.491594	0	0.893333
SRX7677729	TFs and others	SUPT5H	Digestive tract	DLD-1	9732	136/300	79/156	-0.491023	0	0.89519
SRX1012613	TFs and others	EP300	Breast	T-47D	5047	15/300	4/156	-0.490746	0	1.95
SRX190315	TFs and others	REST	Pancreas	PANC-1	3947	15/300	4/156	-0.490746	0	1.95
SRX4815195	TFs and others	TLE3	Breast	SUM 159PT	13024	15/300	4/156	-0.490746	0	1.95
SRX747802	TFs and others	ESR1	Breast	MCF-7	3344	15/300	4/156	-0.490746	0	1.95
SRX7807558	TFs and others	GATA3	Blood	GM12878	4928	15/300	4/156	-0.490746	0	1.95
SRX7972455	TFs and others	MKL2	Epidermis	MKL-2	9484	15/300	4/156	-0.490746	0	1.95
SRX8299863	TFs and others	MYC	Bone	U2OS	1492	15/300	4/156	-0.490746	0	1.95
SRX8406320	TFs and others	HOXB13	Prostate	Prostatic Neoplasms, Castration-Resistant	7049	15/300	4/156	-0.490746	0	1.95
SRX8406531	TFs and others	HOXB13	Prostate	Prostate	3965	15/300	4/156	-0.490746	0	1.95
SRX8582174	TFs and others	SMC3	Digestive tract	HCT 116	18349	39/300	26/156	-0.490291	0	0.78
SRX3460917	TFs and others	IKZF1	Blood	Pre-B cells	31964	140/300	81/156	-0.490165	0	0.898765
SRX5323898	TFs and others	STAT3	Breast	T-47D	32556	140/300	81/156	-0.490165	0	0.898765
SRX4892339	TFs and others	Epitope tags	Kidney	293	25651	154/300	88/156	-0.490106	0	0.91
SRX080411	TFs and others	CTCF	Digestive tract	Caco-2	28221	79/300	48/156	-0.490041	0	0.855833
SRX3285610	TFs and others	KDM5B	Breast	MCF-7	7683	79/300	48/156	-0.490041	0	0.855833
SRX3584202	TFs and others	CEBPB	Gonad	Epididymis	37004	89/300	39/156	-0.489956	0	1.18667
SRX8673479	TFs and others	CTCF	Bone	HT-1080	58425	152/300	87/156	-0.489836	0	0.908506
SRX327755	TFs and others	MED1	Blood	MM.1S	17194	146/300	84/156	-0.489582	0	0.90381
SRX7719080	TFs and others	SMAD3	Others	H69	10951	148/300	85/156	-0.489574	0	0.905412
SRX186645	TFs and others	RBBP5	Blood	K-562	12117	137/300	79/156	-0.488975	0	0.901772
SRX2043232	TFs and others	PBX1	Blood	RCH-ACV	23760	137/300	79/156	-0.488975	0	0.901772
SRX150690	TFs and others	CTCF	Blood	GM12878	49718	139/300	80/156	-0.488302	0	0.9035
SRX5486428	TFs and others	GFP	Digestive tract	HCT 116	12539	139/300	80/156	-0.488302	0	0.9035
SRX7902933	TFs and others	BRD4	Breast	SUM 159PT	13076	139/300	80/156	-0.488302	0	0.9035
SRX8673486	TFs and others	CTCF	Bone	HT-1080	67013	139/300	80/156	-0.488302	0	0.9035
SRX5089557	TFs and others	BRD4	Breast	MCF-7	15111	143/300	82/156	-0.487238	0	0.906829
SRX316368	TFs and others	SUMO2	Kidney	293	7209	27/300	19/156	-0.48707	0	0.738947
SRX5323875	TFs and others	ESR1	Breast	MCF-7	10929	27/300	19/156	-0.48707	0	0.738947
SRX7898176	TFs and others	QRICH1	Digestive tract	HT-29	2045	27/300	19/156	-0.48707	0	0.738947
SRX5534832	TFs and others	ESR1	Breast	MCF-7	28419	64/300	27/156	-0.486958	0	1.23259
SRX4473682	TFs and others	SMARCC1	Gonad	BIN-67	8193	91/300	40/156	-0.485652	0	1.183
SRX080373	TFs and others	CTCF	Cardiovascular	HBMEC	30474	82/300	50/156	-0.484814	0	0.8528
SRX356806	TFs and others	STAG1	Blood	MS1	23506	82/300	50/156	-0.484814	0	0.8528
SRX6027700	TFs and others	ESR1	Uterus	Ishikawa	9814	57/300	36/156	-0.484172	0	0.823333
SRX1478544	TFs and others	SIX2	Kidney	Kidney Cortex	26555	48/300	19/156	-0.482204	0	1.31368
SRX992662	TFs and others	E2F1	Prostate	LNCAP	17851	207/300	115/156	-0.481559	0	0.936
SRX080390	TFs and others	CTCF	Kidney	HRE	30609	84/300	51/156	-0.480504	0	0.856471
SRX199859	TFs and others	CTCF	Breast	HMEC	34347	84/300	51/156	-0.480504	0	0.856471
SRX3110729	TFs and others	ESR1	Breast	MCF-7	32962	84/300	51/156	-0.480504	0	0.856471
SRX3271022	TFs and others	KDM1A	Pluripotent stem cell	hESC derived pancreatic cells	11410	84/300	51/156	-0.480504	0	0.856471
SRX031246	TFs and others	CTCF	Cardiovascular	HUVEC	38337	83/300	50/156	-0.480474	0	0.8632
SRX1514969	TFs and others	GFP	Kidney	293	8359	83/300	50/156	-0.480474	0	0.8632
SRX4377558	TFs and others	BRD4	Breast	MDA-MB-231	13498	83/300	50/156	-0.480474	0	0.8632
SRX4714469	TFs and others	GTF3C2	Neural	T98G	6940	67/300	28/156	-0.480271	0	1.24429
SRX9498684	TFs and others	TBP	Blood	K-562	4525	67/300	28/156	-0.480271	0	1.24429
SRX062358	TFs and others	AR	Prostate	LNCAP	38062	41/300	27/156	-0.478068	0	0.78963
SRX1389381	TFs and others	FOXA1	Pancreas	CFPAC-1	22458	41/300	27/156	-0.478068	0	0.78963
SRX2043231	TFs and others	EP300	Blood	RCH-ACV	13722	41/300	27/156	-0.478068	0	0.78963
SRX8272901	TFs and others	BRD4	Blood	BLaER1	3637	41/300	27/156	-0.478068	0	0.78963
SRX9178845	TFs and others	HAP1	Blood	HAP1	3175	41/300	27/156	-0.478068	0	0.78963
SRX9599280	TFs and others	REST	Uterus	HEC-1-B	5433	41/300	27/156	-0.478068	0	0.78963
SRX6878603	TFs and others	FOXA1	Prostate	LNCAP	74872	95/300	42/156	-0.477664	0	1.17619
SRX2245500	TFs and others	CEBPB	Blood	MV-4-11	18874	59/300	37/156	-0.476475	0	0.829189
SRX371467	TFs and others	ESR1	Breast	MCF-7	31586	59/300	37/156	-0.476475	0	0.829189
SRX6860646	TFs and others	FOXA1	Breast	T-47D	25089	59/300	37/156	-0.476475	0	0.829189
SRX8570946	TFs and others	HAP1	Blood	KBM-7	35966	86/300	52/156	-0.476401	0	0.86
ERX2868717	TFs and others	CTCF	Blood	MEG-01	32349	85/300	51/156	-0.476033	0	0.866667
SRX5574494	TFs and others	SPI1	Blood	CTV-1	23810	85/300	51/156	-0.476033	0	0.866667
SRX2023764	TFs and others	HDAC2	Pluripotent stem cell	iPS derived cardiac cells	1322	24/300	8/156	-0.475697	0	1.56
SRX4240290	TFs and others	ESR1	Gonad	SK-OV-3	1134	24/300	8/156	-0.475697	0	1.56
SRX9741173	TFs and others	ATF4	Blood	OCI-AML3	9675	24/300	8/156	-0.475697	0	1.56
SRX3990990	TFs and others	PGR	Breast	T-47D	6618	35/300	13/156	-0.474892	0	1.4
SRX1538804	TFs and others	JUND	Digestive tract	HT-29	9794	23/300	8/156	-0.474541	0	1.495
SRX6098145	TFs and others	TRPS1	Breast	MCF-7	10798	23/300	8/156	-0.474541	0	1.495
SRX8850934	TFs and others	Epitope tags	Breast	MCF 10A	2621	23/300	8/156	-0.474541	0	1.495
SRX190232	TFs and others	SP2	Pluripotent stem cell	hESC H1	2255	28/300	19/156	-0.47371	0	0.766316
SRX518679	TFs and others	IRF4	Blood	NCI-H929	5348	28/300	19/156	-0.47371	0	0.766316
SRX8602199	TFs and others	IRF4	Blood	NCI-H929	5345	28/300	19/156	-0.47371	0	0.766316
SRX9562891	TFs and others	SMARCA4	Muscle	RH-4	24213	28/300	19/156	-0.47371	0	0.766316
SRX097070	TFs and others	GATA1	Blood	CD34+	5430	11/300	9/156	-0.471669	0	0.635556
SRX1397407	TFs and others	GATA1	Blood	CD34+	5422	11/300	9/156	-0.471669	0	0.635556
SRX1427528	TFs and others	CREB1	Blood	KG-1	1184	11/300	9/156	-0.471669	0	0.635556
SRX2020841	TFs and others	STAT3	Breast	MDA-MB-231	5622	11/300	9/156	-0.471669	0	0.635556
SRX2671820	TFs and others	EP300	Pluripotent stem cell	iPS cells	12679	11/300	9/156	-0.471669	0	0.635556
SRX3445667	TFs and others	GATA1	Blood	K-562	4025	11/300	9/156	-0.471669	0	0.635556
SRX4677289	TFs and others	FOXA2	Pancreas	PANC-1	4841	11/300	9/156	-0.471669	0	0.635556
SRX4786543	TFs and others	ESR1	Breast	MCF-7	4326	11/300	9/156	-0.471669	0	0.635556
SRX5203305	TFs and others	CTCF	Breast	MCF-7	6508	11/300	9/156	-0.471669	0	0.635556
SRX9469981	TFs and others	KLF4	Prostate	LAPC-4	8956	11/300	9/156	-0.471669	0	0.635556
SRX9550900	TFs and others	FOXA1	Prostate	Prostate cancer	30148	50/300	20/156	-0.471027	0	1.3
SRX150671	TFs and others	TRIM28	Kidney	293	22597	99/300	44/156	-0.47043	0	1.17
SRX015142	TFs and others	MYC	Blood	K-562	5982	49/300	20/156	-0.469876	0	1.274
SRX10045343	TFs and others	ASXL1	Blood	THP-1	3423	49/300	20/156	-0.469876	0	1.274
SRX100942	TFs and others	TCF7L2	Pancreas	PANC-1	6585	49/300	20/156	-0.469876	0	1.274
SRX1318615	TFs and others	SIX2	Kidney	Kidney Cortex	26574	49/300	20/156	-0.469876	0	1.274
SRX150490	TFs and others	MYC	Blood	K-562	5967	49/300	20/156	-0.469876	0	1.274
SRX11312425	TFs and others	SMC3	Lung	A549	27226	61/300	38/156	-0.469226	0	0.834737
SRX190301	TFs and others	TEAD4	Pluripotent stem cell	hESC H1	20630	61/300	38/156	-0.469226	0	0.834737
SRX2245499	TFs and others	CEBPA	Blood	MV-4-11	21045	61/300	38/156	-0.469226	0	0.834737
SRX356594	TFs and others	STAG1	Blood	GM18526	21316	61/300	38/156	-0.469226	0	0.834737
SRX6175648	TFs and others	SMC1A	Bone	TC-71	28350	61/300	38/156	-0.469226	0	0.834737
SRX1672123	TFs and others	NR3C1	Lung	BEAS-2B	17392	29/300	20/156	-0.469141	0	0.754
SRX1690210	TFs and others	MYCN	Neural	KELLY	4670	29/300	20/156	-0.469141	0	0.754
SRX2166895	TFs and others	CTCF	Neural	Retina	8483	29/300	20/156	-0.469141	0	0.754
SRX2207916	TFs and others	ATF3	Epidermis	CS1AN	5999	29/300	20/156	-0.469141	0	0.754
SRX4212591	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	3828	29/300	20/156	-0.469141	0	0.754
SRX4931245	TFs and others	KMT2A	Kidney	293	2128	29/300	20/156	-0.469141	0	0.754
SRX5974528	TFs and others	CTCF	Blood	K-562	11213	29/300	20/156	-0.469141	0	0.754
SRX2642366	TFs and others	FOXA1	Prostate	VCaP	54852	98/300	44/156	-0.468817	0	1.15818
SRX080369	TFs and others	CTCF	Blood	GM12878	30069	90/300	54/156	-0.468775	0	0.866667
SRX5574457	TFs and others	SPI1	Blood	CTV-1	37594	90/300	54/156	-0.468775	0	0.866667
SRX8037084	TFs and others	KLF5	Digestive tract	T.T	13060	90/300	54/156	-0.468775	0	0.866667
SRX1091547	TFs and others	NR2F1	Pluripotent stem cell	hESC derived neural crests	13289	43/300	28/156	-0.466794	0	0.798571
SRX7701213	TFs and others	BRD4	Lung	NCI-H1963	4282	43/300	28/156	-0.466794	0	0.798571
SRX8018228	TFs and others	CPSF3	Kidney	293	3897	43/300	28/156	-0.466794	0	0.798571
SRX9599279	TFs and others	REST	Uterus	HEC-1-B	5152	43/300	28/156	-0.466794	0	0.798571
SRX190281	TFs and others	HDAC2	Breast	MCF-7	16111	70/300	30/156	-0.466475	0	1.21333
SRX1280792	TFs and others	FOXA1	Prostate	LNCAP	12618	19/300	14/156	-0.466192	0	0.705714
SRX295035	TFs and others	MECP2	Lung	IMR-90	2181	19/300	14/156	-0.466192	0	0.705714
SRX361222	TFs and others	GATA3	Breast	MCF-7	11404	19/300	14/156	-0.466192	0	0.705714
SRX5771668	TFs and others	SOX2	Gonad	N2102Ep	19712	19/300	14/156	-0.466192	0	0.705714
SRX5974514	TFs and others	GATA1	Blood	K-562	7465	19/300	14/156	-0.466192	0	0.705714
SRX9029194	TFs and others	CEBPB	Blood	Neutrophils	5348	19/300	14/156	-0.466192	0	0.705714
DRX059635	TFs and others	AFF1	Kidney	293	476	0/300	1/156	-0.46584	0	0
DRX135461	TFs and others	TP53	Lung	NCI-H1299	999	0/300	1/156	-0.46584	0	0
DRX234801	TFs and others	KAT7	Blood	HB1119	667	0/300	1/156	-0.46584	0	0
DRX234802	TFs and others	JADE3	Blood	HB1119	580	0/300	1/156	-0.46584	0	0
DRX300406	TFs and others	KAT7	Blood	HB1119	330	0/300	1/156	-0.46584	0	0
DRX300407	TFs and others	JADE3	Blood	HB1119	424	0/300	1/156	-0.46584	0	0
ERX1149055	TFs and others	CTCF	Blood	KU812	216	0/300	1/156	-0.46584	0	0
ERX1149085	TFs and others	CTCF	Blood	KU812	234	0/300	1/156	-0.46584	0	0
ERX1149100	TFs and others	CTCF	Blood	KU812	224	0/300	1/156	-0.46584	0	0
ERX1149115	TFs and others	CTCF	Blood	KU812	211	0/300	1/156	-0.46584	0	0
SRX003842	TFs and others	EZH2	Pluripotent stem cell	ES cells	78	0/300	1/156	-0.46584	0	0
SRX016035	TFs and others	RB1	Lung	IMR-90	917	0/300	1/156	-0.46584	0	0
SRX026637	TFs and others	RUNX1T1	Blood	Kasumi-1	277	0/300	1/156	-0.46584	0	0
SRX036638	TFs and others	NCOA1	Bone	U2OS	304	0/300	1/156	-0.46584	0	0
SRX045435	TFs and others	VDR	Blood	THP-1	429	0/300	1/156	-0.46584	0	0
SRX080131	TFs and others	MYC	Blood	GM12878	240	0/300	1/156	-0.46584	0	0
SRX080137	TFs and others	MYC	Uterus	HeLa	167	0/300	1/156	-0.46584	0	0
SRX099404	TFs and others	RB1	Lung	IMR-90	898	0/300	1/156	-0.46584	0	0
SRX100257	TFs and others	MEF2C	Cardiovascular	HUVEC	104	0/300	1/156	-0.46584	0	0
SRX100273	TFs and others	CARM1	Breast	H3396	227	0/300	1/156	-0.46584	0	0
SRX10049902	TFs and others	RAD21	Uterus	HeLa	593	0/300	1/156	-0.46584	0	0
SRX10119148	TFs and others	MYB	Blood	MV-4-11	570	0/300	1/156	-0.46584	0	0
SRX1012645	TFs and others	EP300	Breast	MCF-7	131	0/300	1/156	-0.46584	0	0
SRX1012657	TFs and others	PGR	Breast	MCF-7	93	0/300	1/156	-0.46584	0	0
SRX10239459	TFs and others	YTHDC1	Breast	MCF-7	188	0/300	1/156	-0.46584	0	0
SRX1033267	TFs and others	AR	Prostate	LNCAP	1710	0/300	1/156	-0.46584	0	0
SRX10365527	TFs and others	RAC1	Breast	MDA-MB-231	244	0/300	1/156	-0.46584	0	0
SRX10382405	TFs and others	TET1	Pluripotent stem cell	hESC H1	256	0/300	1/156	-0.46584	0	0
SRX1052318	TFs and others	Epitope tags	Blood	K-562	554	0/300	1/156	-0.46584	0	0
SRX10644251	TFs and others	CDT1	Digestive tract	HCT 116	1273	0/300	1/156	-0.46584	0	0
SRX107289	TFs and others	TCF12	Blood	CCRF-CEM	155	0/300	1/156	-0.46584	0	0
SRX10881846	TFs and others	SMARCB1	Kidney	G-401	1569	0/300	1/156	-0.46584	0	0
SRX1089834	TFs and others	RUNX1	Blood	Hematopoietic Stem Cells	525	0/300	1/156	-0.46584	0	0
SRX1089836	TFs and others	GATA2	Blood	Erythroblasts	616	0/300	1/156	-0.46584	0	0
SRX1091039	TFs and others	CLOCK	Blood	THP-1	297	0/300	1/156	-0.46584	0	0
SRX11005599	TFs and others	DNMT3B	Breast	MCF10CA1a	895	0/300	1/156	-0.46584	0	0
SRX11005603	TFs and others	DNMT3B	Breast	MCF10CA1a	879	0/300	1/156	-0.46584	0	0
SRX11094552	TFs and others	FLI1	Bone	POE	1140	0/300	1/156	-0.46584	0	0
SRX1112993	TFs and others	LMNB1	Lung	IMR-90	1036	0/300	1/156	-0.46584	0	0
SRX1112994	TFs and others	LMNB1	Lung	IMR-90	928	0/300	1/156	-0.46584	0	0
SRX1112996	TFs and others	MAP1LC3B	Lung	IMR-90	1081	0/300	1/156	-0.46584	0	0
SRX11136876	TFs and others	KMT2D	Blood	THP-1	825	0/300	1/156	-0.46584	0	0
SRX11136877	TFs and others	KMT2D	Blood	THP-1	757	0/300	1/156	-0.46584	0	0
SRX11136878	TFs and others	KMT2D	Blood	THP-1	509	0/300	1/156	-0.46584	0	0
SRX1116230	TFs and others	PROX1	Cardiovascular	HUVEC	395	0/300	1/156	-0.46584	0	0
SRX11196944	TFs and others	GTF2B	Kidney	293	169	0/300	1/156	-0.46584	0	0
SRX112547	TFs and others	RUNX1T1	Blood	Acute myeloid leukemia	188	0/300	1/156	-0.46584	0	0
SRX1131564	TFs and others	BRD4	Breast	SUM 149PT	1329	0/300	1/156	-0.46584	0	0
SRX113583	TFs and others	BMI1	Kidney	293	164	0/300	1/156	-0.46584	0	0
SRX114493	TFs and others	EPAS1	Kidney	786-O	411	0/300	1/156	-0.46584	0	0
SRX116414	TFs and others	CBX2	Blood	K-562	263	0/300	1/156	-0.46584	0	0
SRX116415	TFs and others	CBX8	Blood	K-562	311	0/300	1/156	-0.46584	0	0
SRX116429	TFs and others	CREBBP	Blood	K-562	774	0/300	1/156	-0.46584	0	0
SRX1167104	TFs and others	5-hmC	Kidney	293	780	0/300	1/156	-0.46584	0	0
SRX11758358	TFs and others	TP53	Gonad	A2780	1241	0/300	1/156	-0.46584	0	0
SRX119640	TFs and others	Epitope tags	Lung	A549	778	0/300	1/156	-0.46584	0	0
SRX1212540	TFs and others	TCF3	Blood	RAMOS	714	0/300	1/156	-0.46584	0	0
SRX1212811	TFs and others	MED12	Breast	MCF-7	380	0/300	1/156	-0.46584	0	0
SRX129088	TFs and others	MED1	Blood	P493-6	308	0/300	1/156	-0.46584	0	0
